0,Utah Jazz,Denver Nuggets,1.13,11,7.13,1.9,202.5,1.9,1.9,-10.5+,1.9,1.86,106.5,1.9,1.88,95.5,1.88,1.82,9.77,2.22,,,,,
1,Utah Jazz,Denver Nuggets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,Kamil Majchrzak(Q),Cameron Norrie(Q),3.13,-,1.38,1.79,29.5,2.07,2.17,+3.5-,1.72,1.88,13.5,1.88,1.3,16.5,3.4,-,-,,-,,,,
3,Gian Marco Moroni,Cedrik-Marcel Stebe(4),2.1,-,1.74,1.65,29.5,2.24,1.92,+3-,1.88,1.72,14.5,2,1.48,16.5,2.47,-,-,,-,,,,
4,Club Nacional Asuncion,Club Sportivo San Lorenzo,-,-,-,5.35,2.5,1.17,1.78,-2+,2.08,-,-,-,-,-,-,,,,,-,-,-,
5,Smouha,Pyramids,22,1.05,13,6.63,2.5,1.09,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
6,Grotta Seltjarnames,Breiðablik UBK,57,14.5,1.02,2.21,1.5,1.665,1.54,+1.5-,2.47,9.44,0.5,1.04,2.4,1.5,1.55,,,,,-,-,-,
7,Fylkir,Stjarnan,5.04,1.68,3.63,2.01,2.5,1.8,2.27,0,1.64,3.49,1.5,1.29,2.78,1.5,1.42,,,,,2.12,1.264,1.152,
8,Russia team,Canada team,5.96,4.45,1.45,2.14,9.5,1.705,1.9,+1-,1.9,1.75,4,2.08,,,,-,-,,,1.17,2.544,1.096,-
9,SKA Team,Jokerit Team,1.312,4.23,11.9,1.688,10,2.175,1.9,-1+,1.9,2.02,5.5,1.79,,,,-,-,,,1.184,-,3.12,-
10,Bogdan Tikhonov,Sergey Yacenko,6.81,-,1.08,1.875,101.5,1.864,1.79,+8.5-,1.955,1.864,46.5,1.875,1.832,53.5,1.905,-,-,,-,,,,
11,Vitaliy Shumakov,Matvey Panafutin,2.096,-,1.704,1.85,110.5,1.89,1.89,-0.5+,1.85,1.875,57.5,1.864,1.816,55.5,1.925,-,-,,-,,,,
12,Sergey Morozov,Vladimir Spirin,1.456,-,2.575,1.85,109.5,1.89,1.9,-5.5+,1.84,1.856,56.5,1.885,1.83,53.5,1.91,-,-,,-,,,,
13,Inter+,Real+,-,10,10,1.72,9,2.125,1.744,-3+,2.085,-,-,-,-,-,-,,,,,-,-,10,
14,Tottenham (4х4),Milan (4х4),3.32,6.82,1.58,1.84,8.5,1.965,1.955,+1-,1.848,1.765,3.5,2.056,2.125,5,1.705,,,,,1.07,2.23,1.28,
15,First Flyers,Black Angels,2.096,7.85,2.096,1.99,12,1.816,1.9,0,1.9,2.03,6,1.784,,,,-,-,,,1.05,1.656,1.72,-
16,Club Victory,Ural Legion,1.248,-,3.96,2.025,194.5,1.79,1.915,-4.5+,1.885,2.04,99.5,1.78,2.025,95.5,1.79,-,-,,-,,,,
17,Augsburg (Amateur),Mainz (Amateur),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
18,Dmitriy Zaharkin,Sergey Guryanov,-,-,-,2.39,15.5,1.52,1.51,-8.5+,2.42,-,-,-,-,-,-,-,-,,-,,,,
19,Brazil (3x3),USSR (3x3),2.008,10,2.008,1.94,28,1.805,1.87,0,1.87,1.955,14,1.79,1.955,14,1.79,,,,,1.005,1.715,1.68,
20,Anney Laska,Timofey Basalygo,1.18,-,4.52,2,20.5,1.81,1.904,-4.5+,1.896,-,-,-,-,-,-,-,-,,-,,,,
21,Stars of Oceanic,Stars of Australia,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
22,Venezuela (Kung),Mexico (Kung),1.29,-,3.16,1.856,97.5,1.808,1.835,-3.5+,1.825,1.87,45.5,1.79,1.8,48.5,1.86,-,-,,-,,,,
23,Colombia (Kung),Ecuador (Kung),5.08,-,1.115,1.744,85.5,1.925,1.7,+5.5-,1.98,1.744,40.5,1.925,2.09,45.5,1.63,-,-,,-,,,,
24,Nikita Pikulskiy,Roman Korolev,2.47,-,1.544,1.875,110.5,1.925,1.89,+4.5-,1.912,1.88,54.5,1.925,1.86,56.5,1.94,-,-,,-,,,,
