26,Sweden (3х3),Austria (3х3),-,-,-,-,-,-,-,-,-,1.9,-5+,1.9,-,-,-,-,-,-,,,,,
27,Germany (4х4),Belgium (4х4),1.6,4.66,4.13,1.19,1.152,2.305,2.13,10.5,1.712,2.09,-1+,1.74,1.965,5.5,1.84,1.77,4.5,2.05,,,,,
28,Russia (4х4),Argentina (4х4),-,-,-,-,-,-,2.144,12.5,1.704,2.08,+4.5-,1.75,1.696,3.5,2.155,2.085,8.5,1.744,,,,,
29,Wings (Women),Aces (Women),7.12,13,1.115,,,,1.88,74.5,1.92,1.86,+9.5-,1.95,1.88,32.5,1.82,1.74,41.5,1.98,-,-,,,-
30,Runaways,Ledyanie Velikany,2.075,5.81,2.336,1.53,1.09,1.635,1.93,6.5,1.87,-,-,-,1.62,3,2.1,,,,-,-,,-,
31,Energy (Women),Ural Mountains (Women),-,-,-,,,,1.945,134.5,1.856,1.98,-18.5+,1.825,2.02,75.5,1.795,1.864,58.5,1.936,-,-,-,,
32,Oleg Denisevich,Maria Vinogradova,1.635,-,2.21,,,,1.83,90.5,1.91,-,-,-,-,-,-,-,-,-,-,-,-,,
33,Wolfsburg (Amateur),RB Leipzig (Amateur),1.91,6.3,2.505,1.464,1.07,1.755,1.915,7.5,1.825,1.664,0,2.13,2.016,4,1.74,1.93,3.5,1.815,,,,,
34,Alexander Boriskin,Sergey Pitirimov,6.57,-,1.088,,,,1.75,73.5,2.01,1.92,+10.5-,1.82,1.75,31.5,2.01,2.22,42.5,1.616,-,-,-,,
35,USSR (3x3),Argentina (3х3),4.44,8.84,1.344,2.955,1.02,1.15,1.99,28,1.765,1.87,+2-,1.87,2.025,13,1.736,2.025,15,1.736,,,,,
36,Venus (Women),Earth (Women),-,-,-,,,,1.84,144.5,1.97,2.02,-14.5+,1.79,1.9,79.5,1.8,1.99,65.5,1.73,-,-,,,-
37,Grizzly,Piranhas,2.184,7.19,2.064,1.675,1.05,1.575,1.965,10,1.84,1.952,0,1.85,2.056,5,1.765,,,,-,-,,-,
38,Roda (Amateur),Utrecht (Amateur),1.35,4.81,7.57,1.055,1.13,2.84,2.192,5.5,1.675,1.675,-1+,2.19,1.63,3,2.27,1.975,2,1.83,,,,,
39,Gornyaki,Aristocrats,2.07,6.97,2.195,-,-,-,1.536,8.5,2.264,1.845,0,1.955,1.845,4.5,1.955,1.912,4.5,1.888,,,,,
40,ARCH,BIZ,-,-,-,-,-,-,1.985,3.5,1.82,1.9,-3+,1.9,3.296,3.5,1.336,3.296,0.5,1.336,,,,,
41,Ukraine (3х3),Georgia (3х3),7.26,10,1.17,4.45,1.008,1.048,2,13,1.752,1.87,+3-,1.87,2.032,5,1.73,2.032,8,1.73,,,,,
42,Zubry,Bizoni,2.288,13,1.664,,,,1.9,172.5,1.9,1.9,+3.5-,1.9,1.84,84.5,1.86,1.8,87.5,1.9,-,-,,,-
43,Russia (AHL),Sweden (AHL),2.05,6.28,2.3,1.568,1.064,1.65,1.95,9.5,1.85,1.795,0,2.016,1.76,4.5,2.064,,,,-,-,,-,
