0,Red Bull Salzburg,Liverpool,1.325,6.1,8,1.1,1.15,3.51,1.864,4,1.98,2.096,-1.5+,1.77,1.67,2.5,2.2,2.14,1.5,1.71,,,,,
1,Septemvri Sofia,Lokomotiv Sofia,4.36,3.73,1.75,2.02,1.255,1.195,1.656,2.5,2.15,1.62,+1-,2.3,1.99,1,1.78,1.7,1.5,2.1,,,,,
2,Daniil Medvedev(3),Aljaz Bedene(Q),1.22,-,4.5,,,,1.79,20.5,2.07,1.975,-4.5+,1.864,1.88,12.5,1.88,1.75,8.5,2.03,-,-,-,,
3,Jan-Lennard Struff,David Goffin(7),2.27,-,1.66,,,,1.92,22.5,1.92,1.975,+1.5-,1.864,2.03,12.5,1.75,1.83,12.5,1.94,-,-,-,,
4,Melzer/Roger-Vasselin,Krawietz/Mies(6),1.66,-,2.27,,,,1.975,20.5,1.864,1.975,-1.5+,1.864,1.83,11.5,1.94,2.03,10.5,1.75,-,-,-,,
5,Lehecka/Paulson,Van De Zandschulp/Haase,8,-,1.08,,,,2.07,19.5,1.75,1.95,+4.5-,1.85,1.9,7.5,1.8,5.43,12.5,1.11,-,-,-,,
6,Viktor Galovic,Yannick Hanfmann(3),4.81,-,1.18,,,,2.1,21.5,1.74,1.9,+5.5-,1.9,2.06,8.5,1.68,1.57,12.5,2.25,-,-,-,,
7,Giulio Zeppieri,Mario Vilella Martinez,12.3,-,1.03,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
8,Broady/Glasspool,Brkic/Margaroli(2),1.42,-,2.87,,,,1.49,22.5,2.62,2.61,-3.5+,1.49,1.35,12.5,2.95,1.45,9.5,2.55,-,-,-,,
9,Anett Kontaveit(12),Marie Bouzkova,1.49,-,2.704,,,,1.864,20.5,1.975,1.864,-3.5+,1.975,2.12,12.5,1.69,1.94,11.5,1.83,-,-,-,,
10,Veronika Kudermetova,Elise Mertens(14),3.3,-,1.35,,,,1.92,20.5,1.92,1.79,+4.5-,2.07,1.83,9.5,1.94,2.03,12.5,1.75,-,-,-,,
11,Gauff/Mcnally,Melichar/Xu(2),1.536,-,2.555,,,,2.07,19.5,1.79,1.975,-2.5+,1.864,1.83,11.5,1.94,2.03,9.5,1.75,-,-,-,,
12,Izhevsk University (Women),CSKA Moscow (Women),-,-,-,-,-,-,1.79,52,1.87,1.78,+19.5-,2.03,1.84,16.5,1.76,1.76,35.5,1.84,,,,,
13,ENPPI,Aswan,1.88,3.04,4.82,1.165,1.355,1.87,2.045,2,1.775,2.78,-1+,1.44,1.59,1,2.29,1.83,0.5,1.94,,,,,
14,Al Tadamun,Hurriya,7.06,3.23,1.62,2.225,1.32,1.08,2.32,2.5,1.61,1.56,+1-,2.44,1.63,0.5,2.21,2.23,1.5,1.63,,,,,
15,Shortet Homa,Afrin,3.04,2.43,3.04,1.355,1.525,1.355,1.71,1,2.14,1.9,0,1.9,1.99,0.5,1.78,1.99,0.5,1.78,,,,,
16,Benjamin Lock,Marvin Netuschil,3.54,-,1.3,,,,1.88,20.5,1.92,1.9,+4.5-,1.9,1.81,8.5,1.89,2.07,12.5,1.67,-,-,-,,
17,Peter Torebko,Inigo Cervantes Huegun,1.97,-,1.84,,,,1.93,25.5,1.87,1.9,+1.5-,1.9,1.85,13.5,1.85,1.47,13.5,2.49,-,-,-,,
18,Arminia Вielefeld,Feyenoord,2.58,2.48,3.58,1.27,1.505,1.475,2.152,1.5,1.7,1.64,0,2.27,1.65,0.5,2.18,1.9,0.5,1.86,,,,,
19,TiPS,Tuusulan Palloseura,1.33,6.16,6.44,1.1,1.105,3.165,1.93,4,1.87,1.9,-1.5+,1.9,1.74,2.5,2.04,1.71,1,2.09,,,,,
20,Bnei Sakhnin U19,Maccabi Netanya U19,24,11.6,1.06,7.89,1.02,-,1.832,3.5,1.97,1.62,+2.5-,2.3,1.81,0.5,1.96,2.23,3,1.63,,,,,
21,Greta Arn,Silvia Ambrosio,1.04,-,10.5,,,,2.05,18,1.77,2.04,-6.5+,1.78,3.6,12.5,1.24,1.7,5.5,2.03,-,-,-,,
22,Valentina Sabitova,Olga Vorobyova,2.336,-,1.544,,,,1.91,86.5,1.83,1.835,+3.5-,1.905,1.91,43.5,1.83,1.975,45.5,1.775,-,-,-,,
23,Avangard Team,Amur Team,2.89,3.65,2.168,1.615,1.24,1.36,1.816,2.5,1.99,2.22,0,1.66,1.69,1,2.17,,,,-,-,,-,
24,Danila Travin,Ivan Nikulin,1.38,-,2.864,,,,1.91,103.5,1.83,1.76,-0.5+,1.99,1.93,52.5,1.81,2.2,54.5,1.63,-,-,-,,
25,Строитель (4х4),Меридиан (4х4),1.375,-,3.08,,,,1.896,97.5,1.904,1.95,-6.5+,1.85,1.825,50.5,1.984,1.715,49.5,2.13,-,-,-,,
