0,Isloch,Shakhtyor Soligorsk,2.06,3.34,3.86,1.29,1.36,1.82,1.755,2.5,2.115,1.48,0,2.735,2.08,1.5,1.75,1.63,1,2.28,,,,,
1,Seinajoen Jalkapallokerho,Honka,3.73,3.48,1.94,1.81,1.285,1.255,2.152,2.5,1.7,2.7,0,1.46,2.2,1,1.64,2.05,1.5,1.73,,,,,
2,Olimpik Donetsk,Dynamo Kyiv,41,26,-,-,-,-,2.02,4.5,1.83,1.47,+2.5-,2.765,4.94,1.5,1.18,2.34,3.5,1.6,,,,,
3,Imatran Kettera,Mikkelin Jukurit,9.16,4.12,1.39,2.86,1.216,1.048,2.136,4.5,1.71,1.75,+1.5-,2.08,1.76,1.5,2.02,,,,-,-,-,,
4,Kapitan Stupino,Krylya Sovetov,5.75,2.32,2.15,1.66,1.575,1.12,2.205,3.5,1.67,3.33,0,1.33,2.53,1.5,1.45,,,,-,-,-,,
5,Lokomotiv Yaroslavl,Severstal Cherepovets,1.06,11.5,40,-,1.02,8.56,2.25,4.5,1.67,2.144,-3+,1.625,1.7,3.5,2.16,,,,-,-,-,,
6,Neftyanik Almetyevsk,Toros Neftekamsk,1.5,5.14,4.8,1.168,1.15,2.496,1.87,6,1.83,2.03,-1.5+,1.79,1.68,3.5,2.14,,,,-,-,-,,
7,Kiekko-Vantaa,Forssan Palloseura,1.41,5.83,5.33,1.14,1.12,2.792,1.71,6,2.01,2.01,-2+,1.71,1.91,4,1.8,,,,-,-,-,,
8,Nokian Pyry,Karhu HT,1.32,7.23,5.7,1.125,1.08,3.21,1.91,8.5,1.89,2.04,-2.5+,1.78,1.98,5.5,1.79,,,,-,-,-,,
9,Gregoire Barrere(Q),Marcos Giron(Q),2.27,-,1.66,,,,1.975,25.5,1.864,1.975,+1.5-,1.864,2.1,13.5,1.7,2.03,13.5,1.75,,-,-,-,
10,Jeffrey John Wolf(Q),Jaume Antoni Munar Clar(Q),2.555,-,1.536,,,,1.92,24.5,1.92,1.92,+3.5-,1.92,1.88,12.5,1.88,1.75,12.5,2.03,,-,-,-,
11,Lloyd Harris(Q),Andrej Martin(Q),1.07,-,9.03,,,,2.07,19.5,1.79,1.688,-5+,2.225,2.22,12.5,1.63,2.12,7.5,1.69,,-,-,-,
12,Pedro Martinez Portero(Q),Marton Fucsovics(Q),3.3,-,1.35,,,,1.97,21.5,1.87,1.87,+4-,1.97,1.88,10.5,1.88,1.83,12.5,1.94,,-,-,-,
13,Soon-Woo Kwon(Q),Norbert Gombos(Q),2.33,-,1.63,,,,1.92,23.5,1.92,1.92,+2.5-,1.92,1.88,12.5,1.88,1.75,12.5,2.03,,-,-,-,
14,Rinderknech/Herbert,Diez/Rola,1.12,-,6.19,,,,2.04,18.5,1.78,1.81,-5.5+,2,3.7,12.5,1.23,1.8,6.5,1.91,,-,-,-,
15,Darya Kasatkina(Q),Christina McHale(Q),1.568,-,2.475,,,,1.92,22.5,1.92,1.88,-2+,1.96,1.69,12.5,2.12,2.03,12.5,1.75,,-,-,-,
16,Jil Belen Teichmann(Q),Shelby Rogers(Q),1.09,-,8,,,,1.975,17.5,1.864,1.88,-7+,1.96,2.4,12.5,1.55,1.94,5.5,1.83,,-,-,-,
17,Kirsten Flipkens(Q),Katie Volynets(Q),1.2,-,4.8,,,,1.92,19.5,1.92,1.864,-5.5+,1.975,2.12,12.5,1.69,1.94,7.5,1.83,,-,-,-,
18,Laura Siegemund(Q),Caroline Dolehide(Q),1.448,-,2.856,,,,1.92,22,1.92,1.82,-4.5+,2.03,1.94,12.5,1.83,1.88,10.5,1.88,,-,-,-,
19,Ludmilla Samsonova(Q),Jessica Pegula(Q),4.5,-,1.22,,,,1.96,22,1.88,2.07,+4.5-,1.79,1.83,8.5,1.94,1.88,12.5,1.88,,-,-,-,
20,MKS Banimex Bedzin,Cuprum Lubin,1.59,-,2.36,,,,1.83,183.5,1.97,2.21,-7.5+,1.67,1.93,95.5,1.83,1.75,89.5,2.03,,-,-,-,
21,Sumqayit,Keshla,4.06,2.54,2.33,1.57,1.488,1.22,2.315,1.5,1.61,2.54,0,1.52,2.12,0.5,1.69,1.64,0.5,2.2,,,,,
22,Hlucín,Vysocina Jihlava II,1.31,4.95,9.37,1.045,1.16,3.264,1.832,2.5,1.97,2.21,-1.5+,1.67,1.96,2,1.81,1.79,0.5,1.98,,,,,
23,Frydek-Mistek,Banik Ostrava II,7.7,4.11,1.44,2.688,1.216,1.07,1.87,4.5,1.93,1.9,+1-,1.9,1.61,1.5,2.27,1.61,2.5,2.27,,,,,
24,El-Entag El-Harby,ENPPI,33,18.7,1.01,12.1,-,-,2.152,2.5,1.7,1.66,+2-,2.22,3.15,0.5,1.34,4,2.5,1.23,,,,,
25,Sexypoxyt,Bollklubben-46,1.24,6.58,8.78,1.05,1.096,3.79,1.87,5.5,1.93,1.78,-1.5+,2.04,1.74,3.5,2.04,2.38,2,1.55,,,,,
26,Futura,Ponnistajat,1.1,11,15.1,-,1.025,6.38,2.08,5,1.75,1.98,-3+,1.83,2,4,1.78,2.31,1,1.58,,,,,
27,Mezokovesd-Zsory SE,Zalaegerszegi,6.01,3.51,1.62,2.225,1.28,1.11,1.832,2.5,1.97,1.52,+1-,2.53,1.97,1,1.79,1.79,1.5,1.98,,,,,
28,Lietava,BFA Vilnius,1.04,13.4,27,-,1.01,9.03,2,4,1.81,2.09,-3+,1.74,1.95,3.5,1.81,2.17,0.5,1.66,,,,,
29,SCM Argesul Pitesti,Botosani,8.07,4.04,1.46,2.696,1.24,1.075,2.19,3,1.71,2,+1-,1.85,2.2,1,1.64,2.07,2,1.72,,,,,
30,Marvin Netuschil,Benito Sanchez Martinez,1.08,-,8,,,,1.96,20.5,1.85,2.15,-4+,1.7,2.09,12.5,1.66,1.91,8.5,1.8,,-,-,-,
31,Daniel Michalski,Piotr Pawlak,-,-,26,,,,1.88,14.5,1.92,1.92,-9.5+,1.88,-,-,-,-,-,-,,-,-,-,
