0,Stroyinvest,Dynamo Makhachkala,11.00,5.60,1.23,3.75,1.11,1.01,+1.5,1.53,-1.5,2.35,2.5,1.65,2.10,+2
1,Kawana (r),Caloundra (r),,,,,,,+3.5,1.45,-3.5,2.55,3.5,1.70,2.02,+2
2,Pacific Pines Green (r),Kingscliff Green (r),9.00,5.50,1.27,3.40,1.11,1.03,+1.5,1.85,-1.5,1.85,2.5,1.63,2.15,+43
3,Gold Coast Knights U20,Brisbane Roar U20,6.40,5.10,1.37,2.85,1.13,1.08,+1.5,1.75,-1.5,1.95,3.5,2.03,1.70,+72
4,Redlands Utd,Olympic FC,9.00,5.80,1.25,3.55,1.10,1.03,+1.5,1.90,-1.5,1.80,2.5,1.55,2.25,+69
5,Univercity Azzurri,Port Darwin,1.72,4.10,3.90,1.20,1.19,2.00,-1.5,2.65,+1.5,1.42,3.5,1.67,2.08,+123
6,Defenders,Red Star FC 93,1.95,3.75,3.35,1.28,1.23,1.75,-1.5,3.25,+1.5,1.30,2.5,1.60,2.20,+207
7,Zelenie Berety,Belyye Rozy,2.47,4.15,2.30,1.55,1.19,1.48,0,1.93,0,1.77,5.5,1.80,1.90,+31
8,Shemyakin (PSG) PSG,Pavlenko (iNA) PSV,29.00,4.15,1.25,3.55,1.19,,+1.5,1.17,-1.5,4.40,5.5,2.05,1.68,+4
9,Liverpool (mooneycb),Arsenal L (dm1trena),1.30,4.05,15.00,,1.20,3.20,-1.5,2.60,+1.5,1.43,2.5,2.70,1.40,+50
10,Tottenham (Olle),Man. City (Pablik),3.80,1.97,3.20,1.30,1.73,1.22,0,2.00,0,1.72,1.5,2.65,1.42,
11,Spartak M (DangerDim77),Shakhtar D (LaikingDast),3.35,2.70,2.45,1.48,1.40,1.28,+1.5,1.12,-1.5,5.40,2.5,2.20,1.60,+91
12,PSG (Raiden),Barcelona (Leo),,,1.07,6.70,,,+2.5,1.75,-2.5,1.95,6.5,1.83,1.87,
13,Real M (Zayn),Piemonte Calcio (Tekashi),3.95,3.15,1.97,1.73,1.30,1.20,0,2.70,0,1.40,1.5,1.57,2.25,
14,Man. City (Steven),Bayern (Black),,,1.03,12.00,,,+3.5,1.55,-3.5,2.30,5.5,2.10,1.65,+7
15,FC PORTO (QUAVO),Wolverhampton Wanderers (Aventon),1.40,4.90,6.30,1.08,1.14,2.75,-1.5,2.35,+1.5,1.53,3.5,1.97,1.73,+7
