28,Bad Gleichenberg,Lafnitz,51,6.52,1.12,5.79,1.096,-,2.405,1.5,1.57,2.6,+1-,1.5,-,-,-,3.17,1.5,1.34,,,,,
29,Swarovski Tirol,USV RB Weindorf St Anna,1.05,9.85,80,-,1.035,8.78,1.75,4,2.08,1.74,-1.5+,2.09,2.23,3,1.63,4.86,1.5,1.17,,,,,
30,Velež Mostar,Tuzla City,3.1,1.73,5.99,1.112,2.05,1.344,1.832,2.5,1.97,1.49,0,2.62,2.45,1.5,1.52,3.72,1.5,1.26,,,,,
31,Sloboda Tuzla,Siroki Brijeg,1.72,3.48,4.98,1.155,1.285,2.06,1.77,2.5,2.05,2.62,-1+,1.49,1.74,1.5,2.04,1.95,1,1.82,,,,,
32,Etar 1924 Veliko Tarnovo,Ludogorets 1945,19,7.01,1.14,5.16,1.085,-,2.184,3,1.68,1.74,+2-,2.09,2.58,0.5,1.48,2.05,2.5,1.73,,,,,
33,Bnei Sakhnin,Bnei Yehuda Tel Aviv,-,-,-,-,-,-,2.59,3.5,1.5,2.37,+3-,1.58,5.06,0.5,1.15,3.72,3.5,1.26,,,,,
34,Hapoel Kfar Saba,Hapoel Tel Aviv,1.37,4.02,11,1.025,1.225,2.96,1.7,2,2.15,1.98,-1+,1.83,1.96,1.5,1.8,1.87,0.5,1.89,,,,,
35,Alianza Lima,Cusco,2.18,3.37,3.17,1.33,1.3,1.645,1.965,2.5,1.84,1.61,0,2.32,2.12,1.5,1.69,1.79,1,1.98,,,,,
36,GKS Tychy,Stomil Olsztyn,2.96,1.78,5.92,1.115,1.98,1.375,1.736,0.5,2.05,1.44,0,2.78,2.31,0.5,1.58,3.72,0.5,1.26,,,,,
37,Puszcza Niepolomice,CWKS Resovia Rzeszow,34,11,1.05,8.37,1.025,-,1.584,2.5,2.37,2.7,+1.5-,1.46,1.96,0.5,1.8,3.15,2.5,1.34,,,,,
38,LKS Nieciecza,Zaglebie Sosnowiec,1.65,3.57,5.45,1.136,1.27,2.168,2.05,2.5,1.77,2.17,-1+,1.69,1.82,1.5,1.95,1.7,0.5,2.1,,,,,
39,Bytovia,Olimpia Grudziadz,1.1,9.76,17.2,-,1.04,6.26,1.87,3.5,1.93,2.06,-2+,1.76,1.69,2.5,2.11,1.59,0.5,2.31,,,,,
40,Motor Lublin,Znicz Pruszkow,3.99,3.4,1.91,1.84,1.296,1.225,2.184,3,1.68,2.88,0,1.42,1.61,1,2.25,1.79,1.5,1.98,,,,,
41,KSP Polonia Warszawa,Legionovia,2.91,1.93,4.81,1.168,1.82,1.384,1.61,0.5,2.26,1.54,0,2.47,2.12,0.5,1.69,3.15,0.5,1.34,,,,,
42,SKS Baltyk Gdynia,Pogon Szczecin II,2.53,2.91,3.03,1.36,1.384,1.49,1.7,1.5,2.15,1.76,0,2.07,2.2,1,1.64,1.59,0.5,2.31,,,,,
43,Al Nassr,Al Feiha,1.66,3.42,6.13,1.12,1.31,2.2,1.98,4,1.86,2.19,-1+,1.71,2.05,2.5,1.73,2.05,1.5,1.74,,,,,
44,Radnicki Nis,Proleter Novi Sad,1.81,2.5,8.51,1.056,1.5,1.94,1.656,1,2.23,2.98,-1+,1.39,2.17,1,1.66,3.25,0.5,1.32,,,,,
