0,Khimki,Rotor Volgograd,2.88,1.92,5.75,1.165,1.94,1.456,1.755,2.5,2.115,1.48,0,2.735,2.24,1.5,1.65,3.53,1.5,1.3,,,,,
1,Tampa Bay Lightning,Boston Bruins,-,10,17,-,-,15,1.7,4.5,2.2,1.736,-3+,1.98,2.22,4,1.59,,,,-,-,-,,
2,Novak Djokovic(1),Milos Raonic,1.67,-,2.26,,,,1.82,26,2.03,1.93,+2-,1.91,1.56,12.5,2.37,1.82,14.5,1.95,,-,-,-,
3,Legia Warsaw,Jagiellonia Bialystok,2.46,3.41,2.8,1.43,1.31,1.54,2.296,3.5,1.65,1.81,0,2.04,1.74,1.5,2.04,1.87,1.5,1.89,,,,,
4,Murray/Skupski,De Minaur/Carreno Busta,12.5,-,1.035,,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
5,Neftochimic 1962 Burgas,Dobrudzha Dobrich,5.24,1.81,3.07,1.35,1.944,1.144,1.67,0.5,2.15,2.41,0,1.57,2.99,0.5,1.37,2.45,0.5,1.53,,,,,
6,Lokomotiv Gorna Oryahovitsa,Litex Lovech,3.97,1.82,3.72,1.256,1.93,1.23,1.67,0.5,2.15,1.95,0,1.85,2.61,0.5,1.47,2.53,0.5,1.49,,,,,
7,Colo-Colo,Santiago Wanderers,2.16,2.75,4.3,1.216,1.445,1.685,1.91,3.5,1.93,1.49,0,2.69,2.2,2,1.64,1.79,1.5,1.98,,,,,
8,Apollon Smyrni,Skoda Xanthi,-,-,-,-,-,-,1.525,3.5,2.42,2.41,-3.5+,1.57,1.87,3.5,1.89,3.49,0.5,1.29,,,,,
9,Chicago Sky (Women),Seattle Storm (Women),3.8,11,1.3,,,,1.92,159.5,1.88,1.85,+8.5-,1.95,1.79,75.5,1.88,1.97,84.5,1.8,,10.6,1.4,,3.53
10,Atlanta Braves,Philadelphia Phillies,3.2,-,1.37,-,-,-,1.808,5.5,2.048,1.88,+1.5-,1.96,1.69,1.5,2.12,1.92,3.5,1.84,,,,,
11,Kansas City Royals,Chicago White Sox,2.496,-,1.56,-,-,-,1.808,8.5,2.048,1.74,+1.5-,2.14,1.81,3.5,1.95,1.81,4.5,1.95,,,,,
12,Cleveland Indians,St.Louis Cardinals,1.62,-,2.36,-,-,-,1.88,5.5,1.96,2.32,-1.5+,1.64,1.63,2.5,2.21,1.95,2.5,1.81,,,,,
13,Minnesota Twins,Detroit Tigers,6.29,-,1.13,-,-,-,1.74,6.5,2.14,2.088,+2.5-,1.775,1.54,1.5,2.42,1.95,4.5,1.81,,,,,
14,New York Mets,New York Yankees,3.2,-,1.37,-,-,-,1.88,5.5,1.96,1.85,+1.5-,2,1.75,1.5,2.04,2.04,3.5,1.75,,,,,
15,Enosi Peristeriou,Kolonos,1.11,7.81,26,-,1.065,6.04,2.26,4,1.64,2.41,-1.5+,1.57,1.92,2.5,1.85,3.44,1.5,1.29,,,,,
16,Ajax,Eintracht Frankfurt,1.21,5.56,15.2,-,1.13,4.1,1.615,4,2.31,2.32,-1.5+,1.61,1.64,2.5,2.2,2.31,1.5,1.58,,,,,
17,Levante UD,Valencia,3.04,2.02,4.08,1.22,1.75,1.355,2.24,1,1.65,1.64,0,2.26,1.96,0.5,1.8,2.58,0.5,1.48,,,,,
18,Tubize,Francs Borains,-,23,28,-,-,-,2.405,6,1.57,1.85,-3+,1.95,2.36,4.5,1.56,2.5,1.5,1.5,,,,,
19,CSKA Moscow,Spartak Moscow,-,-,-,-,-,-,1.765,6.5,2.06,2.39,-2.5+,1.58,1.9,4.5,1.86,,,,-,-,-,,
20,Hajduk Split,Slaven Belupo,1.69,3.38,5.82,1.13,1.315,2.15,1.752,2,2.12,2.28,-1+,1.66,1.96,1.5,1.8,1.74,0.5,2.04,,,,,
21,Enosis Neon Paralimni,Olympiakos Nicosia,7.99,3.99,1.44,2.675,1.225,1.064,2.05,2.5,1.77,1.83,+1-,1.98,1.67,0.5,2.15,1.72,1.5,2.08,,,,,
22,Slavia Prague,1. Pribram,-,21,51,-,-,14.7,1.704,4,2.2,1.87,-3.5+,1.97,1.97,4,1.79,3.25,0.5,1.32,,,,,
23,Oss,Helmond Sport,-,-,-,-,-,-,2.22,2.5,1.66,-,-,-,2.45,0.5,1.53,5.07,2.5,1.15,,,,,
24,CFR Cluj,ACS Sepsi OSK Sfantul Gheorghe,1.93,2.8,5.47,1.144,1.43,1.86,1.805,1.5,2.05,3.01,-1+,1.41,1.76,1,2.01,2.05,0.5,1.73,,,,,
25,Centro Atletico Fenix,Club Nacional Montevideo,3.99,3.4,1.91,1.84,1.296,1.225,1.87,2.5,1.93,2.78,0,1.44,2.08,1,1.72,1.87,1.5,1.89,,,,,
26,Bulgaria U19 (Women),Slovakia U19 (Women),1.21,-,4.43,,,,1.92,171.5,1.88,1.95,-15.5+,1.85,1.9,91.5,1.86,1.88,77.5,1.88,,-,-,-,
27,C.F. Os Belenenses,RK Trimo Trebnje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
