0,SKA-Khabarovsk,Fakel Voronezh,1.07,9,46,-,1.08,7.8,4.28,1.5,1.235,1.645,-1+,2.304,5.38,1.5,1.15,6.71,0.5,1.11,,,,,
1,Grange Thistle (Women),Robina City (Women),6.64,6.62,1.3,3.336,1.096,1.095,1.8,4.5,2.01,1.77,+2-,2.05,2.04,1.5,1.74,1.74,3,2.04,,,,,
2,Yokohama DeNA BayStars,Chunichi Dragons,17,-,1.016,-,-,-,1.9,6,1.94,2.31,+4-,1.64,1.92,0.5,1.84,1.89,5,1.87,,,,,
3,Saitama Seibu Lions,Orix Buffaloes,7.98,-,1.09,-,-,-,1.88,5.5,1.96,2.33,+2.5-,1.63,2.29,1.5,1.6,1.96,4,1.81,,,,,
4,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,6.65,-,1.12,-,-,-,1.92,7.5,1.92,2.01,+3-,1.84,1.88,2,1.88,1.87,5,1.89,,,,,
5,Moreton Bay United U20,Eastern Suburbs U20,1.01,21,32,-,-,-,2.775,6.5,1.445,1.8,-2+,2.01,4.17,4.5,1.21,4.52,2.5,1.19,,,,,
6,Southport Warriors,Broadbeach United,35,19.6,1.01,-,-,-,3.13,2.5,1.365,1.44,+2-,2.78,4.1,0.5,1.22,4.82,2.5,1.15,,,,,
7,Marconi Stallions,Western Sydney Wanderers U21,1.175,7.8,15,1.03,1.1,5.24,1.655,2.5,2.26,1.85,-1.5+,1.995,2.34,2.5,1.6,1.99,0.5,1.82,,,,,
8,Bayside United II,The Gap II,1.05,10.5,44,-,1.03,8.51,2.01,3.5,1.8,2.54,-1.5+,1.52,2.31,2.5,1.59,6.91,1.5,1.09,,,,,
9,Taringa Rovers II,Grange Thistle II,4.58,1.27,15.3,-,3.55,1.18,3.33,0.5,1.33,1.36,0,3.13,4.11,0.5,1.22,8.62,0.5,1.05,,,,,
10,North Star II,Albany Creek Excelsior II,35,9.73,1.07,7.61,1.04,-,2.18,3.5,1.68,1.7,+2.5-,2.16,2.28,0.5,1.6,1.7,2.5,2.11,,,,,
11,Toowong II,Acacia Ridge II,1.11,8.06,22,-,1.06,5.96,2.11,3.5,1.73,1.96,-2+,1.85,1.84,2.5,1.92,1.94,0.5,1.82,,,,,
12,Mindil Aces,University Azzurri,1.75,4.81,3.45,1.29,1.168,2.02,1.8,3.5,2.01,2.14,-1+,1.71,1.73,2,2.06,2.06,1.5,1.73,,,,,
13,Adelaide Raiders,Modbury Jets,1.235,6.4,12.5,1.045,1.136,4.32,2.27,4.5,1.66,2.33,-1.5+,1.63,1.67,2.5,2.2,2.19,1.5,1.68,,,,,
14,Adelaide United U21,Cumberland United,10,5.2,1.325,3.52,1.18,1.064,2.27,2.5,1.66,2.18,+1-,1.715,2,0.5,1.81,1.73,1.5,2.1,,,,,
15,Adelaide Blue Eagles,Croydon Kings,1.392,4.62,9.2,1.08,1.22,3.11,2.37,2.5,1.615,1.92,-1+,1.92,1.91,1.5,1.89,1.91,0.5,1.89,,,,,
16,Adelaide Comets,North Eastern MetroStars,1.045,18,34,-,1.02,12,2.03,3.5,1.82,2.275,-2.5+,1.66,1.56,2.5,2.43,1.89,0.5,1.91,,,,,
17,Para Hills Knights,Adelaide City,26,15,1.03,9.93,1.032,1.008,1.93,3.5,1.91,1.92,+2.5-,1.92,2.26,0.5,1.64,1.88,3,1.92,,,,,
18,Bayswater City U20,Rockingham City U20,1.02,13.6,61,-,1.01,11.2,3.4,3.5,1.32,1.39,-1+,3,4.55,2.5,1.18,8.62,1.5,1.05,,,,,
19,Inglewood United U20,Floreat Athena U20,-,-,-,-,-,-,3.15,5.5,1.36,2.09,+3-,1.74,4.87,1.5,1.16,3.98,4.5,1.23,,,,,
20,Cockburn City U20,Balcatta U20,51,8.96,1.07,7.62,1.05,-,3.73,1.5,1.27,1.47,+1-,2.68,5.29,0.5,1.14,8.62,1.5,1.05,,,,,
21,Perth U20,Perth Glory U20,6.97,1.18,13.1,1.01,4.56,1.085,4.43,2.5,1.21,1.44,0,2.79,-,-,-,-,-,-,,,,,
22,Sorrento U20,Armadale U20,-,21,31,-,-,-,3.39,4.5,1.32,1.85,-2+,1.95,4.87,3.5,1.16,4.52,1.5,1.19,,,,,
23,ECU Joondalup U20,Gwelup Croatia U20,-,-,-,-,-,-,3.55,3.5,1.3,2.38,-3+,1.58,7.39,3.5,1.08,5.07,0.5,1.15,,,,,
24,Mitchelton (Women),South United (Women),2.41,3.88,2.52,1.495,1.235,1.536,1.97,2.5,1.832,1.85,0,1.95,1.59,1,2.31,1.64,1,2.21,,,,,
25,Ipswich City II,Annerley II,1.04,10.9,51,-,1.025,9.07,3.93,5.5,1.25,1.6,-1+,2.34,-,-,-,-,-,-,,,,,
26,Mudgeeraba,Musgrave Green,2.69,3.5,2.43,1.525,1.28,1.44,2.16,3.5,1.7,2.01,0,1.8,1.99,1.5,1.78,1.78,1.5,1.99,,,,,
27,West Adelaide,Seaford Rangers,-,25,25,-,-,-,1.67,5,2.12,2.13,-4.5+,1.71,1.7,4.5,2.1,2.42,0.5,1.54,,,,,
28,Western Strikers,Sturt Lions,4.57,2.79,2.03,1.74,1.41,1.18,2.11,1.5,1.725,3.04,0,1.38,2.19,0.5,1.65,2.13,1,1.68,,,,,
29,Playford City Patriots,Adelaide Vipers,1.04,13.9,28,-,1.008,9.33,2.05,3.5,1.77,2.13,-2.5+,1.72,2.28,3,1.6,2.1,0.5,1.7,,,,,
30,South Adelaide Panthers,Adelaide Hills Hawks,1.91,2.88,5.01,1.155,1.39,1.84,1.91,3.5,1.89,2.97,-1+,1.4,1.9,2,1.86,2.18,1.5,1.65,,,,,
31,Fulham United,Adelaide Victory,3.27,2.56,2.68,1.44,1.48,1.315,2.05,5.5,1.77,2.09,0,1.74,1.86,2.5,1.91,1.72,2.5,2.07,,,,,
32,Devonport City Strikers II,Burnie United,1.02,19,26,-,-,11.1,1.845,6,1.96,1.78,-4+,2.04,1.81,5,1.96,2.35,1,1.57,,,,,
33,Launceston City,Clarence United,2.27,4.04,2.62,1.46,1.22,1.595,1.9,3,1.9,1.77,0,2.05,1.84,1.5,1.92,2.02,1.5,1.76,,,,,
34,Hobart Olympia Warriors,Kingborough Lions United,1.62,4.46,4.42,1.19,1.19,2.225,1.87,3.5,1.93,1.94,-1+,1.87,2.15,2.5,1.67,2.15,1.5,1.67,,,,,
35,Subiaco AFC II,Ashfield II,1.13,7.14,24,-,1.08,5.5,3.03,3.5,1.38,5.63,-1.5+,1.14,4.68,2.5,1.18,5.54,1.5,1.13,,,,,
36,Fukushima United,Gifu,10.9,7.49,1.2,4.46,1.085,1.035,2.03,4,1.82,2.21,+1.5-,1.69,1.79,1,1.98,1.6,2.5,2.29,,,,,
37,Chile+,Mexico+,-,-,-,-,-,-,1.15,3,4.14,-,-,-,-,-,-,-,-,-,,,,,
38,Alexey Kryshkin,Oleg Migachev,1.136,-,4.86,,,,1.795,33.5,1.93,1.98,-6.5+,1.752,-,-,-,-,-,-,-,-,-,,
39,Severstal Team,Jokerit Team,1.115,8.46,14.7,-,1.04,5.37,2.15,11,1.7,1.856,-2+,1.944,2.145,6.5,1.704,,,,-,-,,-,
40,Vladimir Shirokov,Evgeny Permyakov,3.256,-,1.304,,,,1.85,116.5,1.89,1.88,+12.5-,1.86,1.81,54.5,1.936,1.915,63.5,1.825,-,-,-,,
41,Denis Dinislamov,Sergey Morozov,-,-,-,,,,1.96,105.5,1.79,1.96,+12.5-,1.79,1.96,46.5,1.79,-,-,-,-,-,-,,
42,East,Stroitel,1.144,-,5.58,,,,1.775,95.5,2.045,1.86,-4.5+,1.94,2.12,50.5,1.72,1.775,45.5,2.045,-,-,-,,
43,China (3х3),Thailand (3х3),7.36,7.78,1.225,3.78,1.05,1.06,1.96,11,1.845,1.9,+2-,1.9,2.025,4.5,1.785,2.025,6.5,1.785,,,,,
44,Manchester City (4х4),Manchester United (4х4),-,-,-,-,-,-,1.92,12,1.88,1.62,-3.5+,2.265,2.07,8,1.755,2.07,4,1.755,,,,,
45,Chelsea (4х4),Liverpool (4х4),6.46,4.34,1.435,2.64,1.18,1.07,1.95,9,1.855,1.8,+1-,2.01,2.096,4,1.74,2.096,5,1.74,,,,,
46,Aces (Women),Storm (Women),1.985,9.57,1.984,,,,1.93,69.5,1.87,1.73,+1.5-,2.1,1.82,34.5,1.89,1.82,34.5,1.89,-,-,,,-
47,Peresmeshniki,Strazhy Galaktiki,-,-,-,-,-,-,1.795,5,2.016,-,-,-,1.368,1.5,2.77,,,,-,-,,-,
48,Ural Academy,Ural Riders,1.15,-,5.44,,,,1.965,179.5,1.84,2.005,-13.5+,1.808,2.355,96.5,1.59,1.965,83.5,1.84,-,-,-,,
