0,KB Stars,Cheonan Hyundai Capital Skywalkers,3.155,-,1.38,1.82,179.5,2.03,1.736,+9.5-,2.144,1.81,85.5,1.95,1.83,93.5,1.93,-,-,-,,,,,
1,Isabel United,Laugu United,3.84,1.77,4.1,1.832,4.5,1.97,1.83,0,1.98,2.76,2.5,1.43,3,2.5,1.37,,,,1.99,1.216,1.24,,
2,Tayisiya Morderger,Charlotte Klasen,1.54,-,2.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
3,Yana Morderger,Anna Klasen,2.15,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
4,Great Wall Automobile,Maple Leaf Education,11.4,12,1.04,1.89,167.5,1.85,1.89,+14.5-,1.85,1.91,76.5,1.81,1.79,90.5,1.93,-,,1.09,,,,6.82,
5,Pavel Ronjin,Vladimir Tsirkin,-,-,-,1.865,27.5,1.855,2.16,+8.5-,1.632,-,-,-,-,-,-,-,-,-,,,,,
6,Severstal Team,Jokerit Team,2.01,5.49,2.49,1.784,5.5,2.03,1.715,0,2.13,1.84,3,1.97,,,,-,,-,1.11,1.47,1.71,,-
7,Mikhail Leonov,Nikita Kukarin,1.48,-,2.504,1.85,109.5,1.895,1.84,-4.5+,1.9,1.864,56.5,1.875,1.925,54.5,1.82,-,-,-,,,,,
8,Sergey Morozov,Aleksandr Misak,1.704,-,2.096,1.86,121.5,1.88,1.99,+2.5-,1.76,1.96,60.5,1.785,1.895,63.5,1.848,-,-,-,,,,,
9,Ekaterina Mezinova/Seraphima Taran,Ekaterina Balashova/Marina Kukleva,1.29,-,3.31,1.925,100.5,1.816,1.856,-3.5+,1.885,1.875,48.5,1.864,1.83,49.5,1.91,,,,-,-,-,,
10,Gremio+,Flamengo+,2.19,5.92,2.19,1.955,5.5,1.848,1.9,0,1.9,2.12,3,1.61,2.12,3,1.61,,,,1.105,1.575,1.545,,
11,Lime (Grey),Atlant (Black),1.82,10,2.096,1.9,88.5,1.9,1.9,-1.5+,1.9,1.8,44.5,1.9,1.82,43.5,1.88,-,,-,,,,-,
12,Fakel (4х4),Lokomotiv (4x4),1.585,-,2.368,1.95,128.5,1.85,1.875,+1.5-,1.925,1.83,60.5,1.975,1.85,66.5,1.955,-,-,-,,,,,
13,China (3х3),Thailand (3х3),1.115,10,10,1.795,14,2.016,1.9,-3+,1.9,1.9,8.5,1.896,1.9,5.5,1.896,,,,1.005,1.02,5.41,,
14,Manchester City (4х4),Borussia (4х4),13.8,10.1,1.056,1.86,7.5,1.94,1.955,+2.5-,1.83,1.7,2,2.15,2.184,5.5,1.68,,,,-,8.16,-,,
15,Real (4х4),Barcelona (4х4),3.37,5.31,1.675,1.77,9.5,2.05,1.725,+1-,2.115,2,4.5,1.808,1.72,5,2.125,,,,1.12,2.064,1.275,,
16,Nets,Raptors,2.475,11.7,1.61,1.87,78.5,1.93,1.89,+3.5-,1.91,1.81,37.5,1.89,1.78,40.5,1.93,-,,-,,,,-,
17,Peresmeshniki,Strazhy Galaktiki,-,-,-,2.104,7.5,1.73,-,-,-,1.995,2,1.81,,,,-,,-,-,-,-,,-
18,Ural Military,Ural University,1.92,-,1.88,1.91,193.5,1.89,1.945,+4.5-,1.856,1.936,93.5,1.864,1.888,98.5,1.912,-,-,-,,,,,
19,Astra (Women),Iset (Women),1.784,-,2.03,1.9,194.5,1.9,1.88,+2.5-,1.92,1.944,94.5,1.856,1.83,98.5,1.98,-,-,-,,,,,
20,Angels (Women),Foxes (Women),-,-,-,2.03,63.5,1.75,1.89,+3.5-,1.87,1.59,29.5,2.3,2.04,33.5,1.75,,,,-,14.5,-,,
21,Hamburg (Amateur),Schalke (Amateur),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
22,Aleksandr Kuzmichev,Dmitriy Klinkov,1.25,-,3.51,1.808,20.5,1.915,1.7,-3.5+,2.056,-,-,-,-,-,-,-,-,-,,,,,
23,Dmitriy Zaharkin,Alexander Tishin,1.096,-,5.84,1.77,18.5,1.955,1.656,-4.5+,2.12,-,-,-,-,-,-,-,-,-,,,,,
24,Switzerland (Amateur),USA (Amateur),1.136,8.09,13.1,1.93,7,1.87,1.9,-2+,1.9,1.94,4.5,1.86,,,,-,,-,1.045,-,5,,-
25,Ural (Amateur),Spartak (Amateur),1.86,6.68,2.536,2.016,8.5,1.8,1.648,0,2.248,2.048,4.5,1.77,2.07,4,1.755,,,,-,-,-,,
26,Naos,Ozon,1.08,13,8.45,1.86,101.5,1.94,1.83,-11.5+,1.98,1.77,56.5,1.93,1.84,44.5,1.86,-,,-,,,,-,
27,Bulls,Anubisdogs,2.18,7.06,2.08,1.96,10,1.72,1.944,0,1.856,1.74,4.5,2.09,,,,-,,-,1.055,1.664,1.575,,-
28,Tsunami,Storm,1.125,-,4.89,1.896,74.5,1.77,1.85,-10.5+,1.81,2.415,42.5,1.475,1.896,32.5,1.77,-,-,-,,,,,
29,Iran (Kung),South Korea (Kung),1.83,-,1.83,1.82,83.5,1.84,1.79,+0.5-,1.875,1.88,42.5,1.78,1.88,42.5,1.78,-,-,-,,,,,
30,China (Kung),India (Kung),1.41,-,2.6,1.832,81.5,1.825,1.8,-5.5+,1.86,1.832,42.5,1.825,1.61,41.5,2.12,-,-,-,,,,,
31,Venlo (Amateur),Den Haag (Amateur),2.69,5.77,1.864,1.8,6,2.01,2.325,0,1.605,1.704,2.5,2.15,2.15,3.5,1.7,,,,1.09,1.835,1.384,,
32,Gonchary,Pavliny,2.98,7.36,1.64,1.525,9.5,2.28,1.89,+1-,1.91,1.864,4.5,1.936,1.88,5.5,1.92,,,,1.048,2.12,1.32,,
33,Ukraine (3х3),Georgia (3х3),2.085,8.19,2.085,1.88,15,1.856,1.87,0,1.87,1.925,7.5,1.816,1.925,7.5,1.816,,,,1.03,1.66,1.63,,
34,Alexandrina Serdyukovskaya,Alexander Bondarev,1.088,-,6.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
35,Portugal (SSL),Australia (SSL),2.185,5.99,2.185,2.005,9,1.808,1.9,0,1.9,2.04,4.5,1.775,2.04,4.5,1.775,,,,1.096,1.605,1.664,,
36,Russia (SSL) Women,England (SSL) Women,4.31,8.98,1.355,1.9,14.5,1.9,1.9,+2-,1.9,1.77,6,2.048,1.77,8,2.048,,,,1.03,2.91,1.175,,
