37,Edward Riman,Anton Bondarik,1.25,-,3.85,2.04,23.5,1.775,1.83,-3.5+,1.975,-,-,-,-,-,-,-,-,-,,,,,
38,Red Lions,Blue Eagles,2.82,-,1.432,1.88,183.5,1.92,1.955,+5.5-,1.848,1.77,93.5,2.05,1.912,95.5,1.888,-,-,-,,,,,
39,Ruslan Lavrentiev,Yan Gest,1.15,-,4.56,1.792,19.5,1.93,1.8,-4.5+,1.925,-,-,-,-,-,-,-,-,-,,,,,
40,Kalinin Front,Belye Ldiny,11.9,10.4,1.12,1.81,9.5,2,1.8,+3.5-,2.01,2.2,3.5,1.64,,,,-,,-,1.03,5.61,1.02,,-
41,Kalinin Front,Belye Ldiny,4.83,1.59,4.26,2.12,0.5,1.72,2.01,0,1.8,3.2,0.5,1.33,,,,-,,-,2.275,1.205,1.165,,-
42,Mbappe team,Messi team,1.74,-,2.09,1.965,6,1.84,3.1,-1.5+,1.37,2.168,3.5,1.69,2.04,3,1.78,,,,-,-,-,,
43,Argentina (TSL),Brazil (TSL),1.5,8.9,3.13,1.98,24,1.825,1.904,-2+,1.896,1.99,13,1.816,2,11,1.81,,,,-,1.32,2.34,,
44,Belgium (TSL) Women,Brazil (TSL) Women,1.71,8.76,2.615,1.99,18,1.816,1.904,-1+,1.896,2,9.5,1.81,2.005,8.5,1.808,,,,1.02,1.44,1.968,,
45,Georgiy Smirnov,Mikhail Mullabaev,1.395,-,2.7,2.03,21.5,1.73,1.82,-3.5+,1.92,-,-,-,-,-,-,-,-,-,,,,,
46,Malaysia (Amateur),Thailand (Amateur),1.83,-,1.83,1.82,83.5,1.84,1.8,+0.5-,1.86,1.865,42.5,1.795,1.865,42.5,1.795,-,-,-,,,,,
47,Spartans,Vikings,1.01,10,14.8,1.88,9,1.92,1.79,-3.5+,2,1.89,6.5,1.91,2.07,2.5,1.752,,,,-,1.01,9.19,,
