0,Akhmat,CSKA Moscow,12,4.98,1.315,3.59,1.2,1.055,2.09,3.5,1.775,1.84,+1.5-,2.008,2.17,1,1.69,2.07,2.5,1.76,,,,,
1,Rubin,Tambov,1.525,3.84,7.8,1.104,1.29,2.616,1.91,2,1.93,2.008,-1+,1.84,1.97,1.5,1.83,-,-,-,,,,,
2,Celtic,Motherwell,1.06,9.5,51,-,1.08,8.32,2.25,2.5,1.67,1.645,-1.5+,2.304,1.87,2,1.93,3.42,0.5,1.32,,,,,
3,FCO Beerschot,Standard Liege,13.5,5,1.3,3.71,1.2,1.045,1.59,2,2.42,2.24,+1-,1.68,1.96,0.5,1.84,1.73,1.5,2.1,,,,,
4,Sao Paolo,Corinthians Paulista,2.696,2.1,5.1,1.19,1.78,1.5,2.216,3,1.69,1.48,0,2.725,1.92,1.5,1.88,2.84,1.5,1.43,,,,,
5,Veles Moscow,Torpedo Moscow,25,25,-,-,-,-,1.736,4,2.1,1.69,+3.5-,2.17,2.9,0.5,1.39,1.7,3.5,2.1,,,,,
6,Dynamo Bryansk,Irtysh Omsk,1.21,5.56,15.2,-,1.13,4.1,2.184,2,1.68,1.55,-1+,2.46,2.06,1.5,1.73,2.69,0.5,1.45,,,,,
7,Nizhniy Novgorod,Tekstilshchik Ivanovo,2.39,2.01,6.53,1.096,1.755,1.544,2.34,3,1.6,1.31,0,3.47,1.87,1.5,1.89,3.64,1.5,1.27,,,,,
8,Bidvest Wits,Kaizer Chiefs,6.51,1.39,5.14,1.15,2.88,1.096,2.256,0.5,1.64,2.22,0,1.66,4.21,0.5,1.21,3.66,0.5,1.27,,,,,
9,Zdenek Kolar(Q),Michael Vrbensky(Q),2.68,-,1.47,,,,1.88,28.5,1.92,1.9,+3.5-,1.9,1.93,13.5,1.78,1.83,13.5,1.87,-,-,-,,
10,Meliorator Zhitkovichi,Dinamo Brest,-,-,-,-,-,-,1.825,4,1.98,1.79,+4-,2.03,11.7,0.5,1.02,1.89,4,1.87,,,,,
11,O'Higgins,Deportes Antofagasta,6.59,3.8,1.55,2.425,1.26,1.104,1.736,2.5,2.15,1.736,+1-,2.144,2.3,1,1.59,1.64,1.5,2.2,,,,,
12,Amandine Hesse,Maryna Zanevska,2.33,-,1.63,,,,1.92,23.5,1.92,1.92,+2.5-,1.92,1.88,12.5,1.88,1.63,12.5,2.22,-,-,-,,
13,Diana Marcinkevica,Jovana Jovic,2.17,-,1.72,,,,2.45,28.5,1.58,1.84,-0.5+,2.01,1.75,14.5,2.03,1.46,14.5,2.65,-,-,-,,
14,Eva Guerrero Alvarez,Isabella Shinikova(28),1.448,-,2.856,,,,1.88,24.5,1.96,1.92,-4.5+,1.92,2.12,13.5,1.69,1.86,10.5,1.9,-,-,-,,
15,Cristina Bucsa(21),Anastasiya Komardina,1.2,-,4.8,,,,1.864,18.5,1.975,1.864,-6.5+,1.975,2.22,12.5,1.63,1.89,5.5,1.87,-,-,-,,
16,Linda Fruhvirtova,Clara Tauson,8,-,1.09,,,,1.92,19.5,1.92,1.95,+5-,1.89,1.88,7.5,1.88,2.12,12.5,1.69,-,-,-,,
17,Paula Ormaechea,Sara Errani(6),1.85,-,2,,,,1.72,27.5,2.17,1.84,-5+,2.01,1.55,16.5,2.4,1.75,12.5,2.03,-,-,-,,
18,Robin Anderson,Dejana Radanovic,2.27,-,1.66,,,,1.94,21,1.9,1.92,+3-,1.92,1.75,11.5,2.03,2.12,12.5,1.69,-,-,-,,
19,Simona Waltert,Mirjam Bjorklund,1.27,-,3.89,,,,1.864,24.5,1.975,2.07,-4.5+,1.79,2.29,13.5,1.6,1.88,10.5,1.88,-,-,-,,
20,Elizabeth Halbauer,Kathinka Von Deichmann,3.46,-,1.325,,,,1.864,19.5,1.975,1.975,+4.5-,1.864,1.88,8.5,1.88,2.22,12.5,1.63,-,-,-,,
21,Moldova,Latvia,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
22,Kayanza United,BS Dynamic,-,-,1.14,4.9,-,-,2.26,1.5,1.64,1.19,+1.5-,4.76,4.22,0.5,1.21,3.68,1.5,1.26,,,,,
23,VfB 03 Hilden,Spvg Wesseling-Urfeld 1946 e.V.,1.08,9.04,34,-,1.048,9.46,2.24,5.5,1.65,3.2,-1.5+,1.35,2.64,3.5,1.46,5.82,2.5,1.12,,,,,
24,TuS Hordel,Westfalia Herne,29,19,1.02,11.5,-,-,2.105,5,1.73,2.06,+3-,1.76,1.58,0.5,2.32,2.06,4,1.73,,,,,
25,AO Peristeri,Sourmena,3.8,3.14,2.05,1.725,1.336,1.248,1.97,3,1.84,2.62,0,1.49,2.34,1.5,1.57,1.89,1.5,1.87,,,,,
26,Heeslinger,Suderelbe,1.4,4.5,7.5,1.075,1.184,2.825,2.09,4,1.74,2.12,-1.5+,1.72,1.76,2.5,2.02,1.67,1,2.14,,,,,
27,Almyros,Poros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
28,Kamatero,Haravgiakos,2.52,3.63,2.52,1.496,1.264,1.496,1.8,2.5,2.01,1.9,0,1.9,2.3,1.5,1.59,2.3,1.5,1.59,,,,,
29,Dynamo Saint Petersburg,SKA-Neva,6.3,3.6,1.58,2.3,1.27,1.104,1.816,5,1.885,1.63,+1.5-,2.29,2.32,2,1.544,,,,-,-,,-,
30,Varnsdorf,Trinec,2.18,3.17,3.37,1.3,1.33,1.645,1.736,2,2.1,1.57,0,2.41,1.65,1,2.18,2.24,1,1.62,,,,,
31,Vysocina Jihlava,Hradec Kralove,9.02,4.76,1.34,3.125,1.17,1.05,1.736,3,2.1,1.72,+1.5-,2.12,2.24,1,1.62,1.59,2,2.29,,,,,
32,Sellier&Bellot Vlasim,Usti nad Labem,1.57,4,5.49,1.13,1.225,2.325,1.7,4,2.15,2.03,-1+,1.78,-,-,-,-,-,-,,,,,
33,Rakovnik,Admira Prague,3.34,3.85,1.96,1.795,1.24,1.304,2.08,3,1.75,2.54,0,1.52,1.72,1,2.07,1.83,1.5,1.94,,,,,
34,Zbrojovka,Bohemians 1905 Prague,2.91,2.53,3.14,1.355,1.512,1.405,2.096,1.5,1.77,1.85,0,2,1.7,0.5,2.1,1.77,0.5,2.01,,,,,
35,Pardubice,Teplice,1.63,3.43,6.56,1.105,1.31,2.26,1.57,2,2.37,2.81,-1+,1.46,2.43,1.5,1.53,1.67,0.5,2.15,,,,,
36,Slovan Liberec,Viktoria Plzen,1.19,7.04,13.7,1.02,1.096,4.65,1.87,5.5,1.97,1.73,-1.5+,2.16,1.96,3.5,1.81,2.01,2,1.76,,,,,
