0,Incheon KAL Jumbos,Suwon KEPCO Vixtorm,1.33,-,3.45,1.92,186.5,1.92,1.85,-4.5+,2,1.93,95.5,1.83,1.83,93.5,1.93,-,-,-,,,,,
1,Sichuan,Fujian,1.59,-,2.425,1.92,187.5,1.92,1.92,-0.5+,1.92,1.88,92.5,1.88,1.88,93.5,1.88,-,-,-,,,,,
2,Biwako,Reinmeer Aomori,2.45,3.3,2.79,2.21,2.5,1.665,1.8,0,2.01,1.73,1,2.07,1.84,1,1.92,,,,1.31,1.415,1.52,,
3,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,2.47,-,1.57,1.9,5,1.94,1.78,+1-,2.08,1.92,2,1.84,1.84,2.5,1.92,,,,-,-,-,,
4,Chiba Lotte Marines,Orix Buffaloes,1.515,-,2.616,2,7.5,1.85,1.77,-1+,2.1,1.78,4,1.99,1.92,3,1.84,,,,-,-,-,,
5,Chunichi Dragons,Yomiuri Giants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
6,Toyoda Gosei,Ryukyu Corazon,-,16,58,1.84,60,1.96,2.01,-6.5+,1.8,1.75,33,2.03,1.96,27,1.81,,,,-,-,15,,
7,Toyota Motor East,Red Tornado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
8,Peninsula Power U20,Capalaba U20,1.37,4.47,8.77,1.81,2,2,2.21,-1.5+,1.67,1.75,1.5,2.03,2.65,0.5,1.46,,,,1.19,1.05,2.97,,
9,Belconnen United,Cooma Tigers,1.264,6.15,11,1.93,2.5,1.91,2.275,-1.5+,1.66,2.38,2,1.58,1.89,0.5,1.91,,,,1.144,1.06,3.98,,
10,Nerang Soccer Club,Southport Warriors,1.55,4.05,5.58,1.9,5,1.9,2.01,-1+,1.8,2.09,3,1.71,1.92,2,1.84,,,,1.22,1.13,2.36,,
11,Broadbeach United,Burleigh Heads,3.01,4.93,1.87,1.81,3.5,2,2.38,0,1.54,1.87,1.5,1.89,1.81,2,1.95,,,,1.16,1.88,1.36,,
12,Robina City,Palm Beach Sharks,3.94,4.93,1.63,1.95,4,1.85,1.83,+1-,1.98,1.99,1.5,1.78,2,2.5,1.77,,,,1.16,2.2,1.23,,
13,Toronto Awaba Stags,Cooks Hill United,1.14,8.83,13,2.15,4,1.7,2.03,-2+,1.78,1.59,2.5,2.3,2.15,1,1.67,,,,1.05,1.01,5.27,,
14,Thornton Redbacks,Kahibah,8.07,6.56,1.26,2.01,5.5,1.8,1.71,+2-,2.13,1.69,1.5,2.11,1.91,3.5,1.85,,,,1.096,3.64,1.06,,
15,Acacia Ridge II,Taringa Rovers II,3.62,3.02,2.16,1.95,2,1.86,2.72,0,1.46,1.63,0.5,2.23,1.79,1,1.98,,,,1.36,1.656,1.264,,
16,Grange Thistle II,Bayside United II,13.1,8.75,1.14,1.825,3.5,1.98,1.88,+2-,1.93,2.31,1,1.58,1.59,2.5,2.29,,,,1.05,5.26,1.01,,
17,Adelaide Comets,Adelaide Blue Eagles,2.144,3.54,3.38,1.885,2,1.955,1.56,0,2.49,1.67,1,2.2,1.65,0.5,2.24,,,,1.325,1.344,1.75,,
18,Adelaide City,Adelaide United U21,1.175,8.2,14,1.78,3,2.08,2.14,-2+,1.74,1.96,2.5,1.85,1.9,0.5,1.9,,,,1.095,1.035,5.24,,
19,North Eastern MetroStars,Para Hills Knights,2.705,3.9,2.4,1.89,3.5,1.95,2.005,0,1.845,2.1,2,1.73,1.62,1.5,2.29,,,,1.28,1.61,1.496,,
20,Modbury Jets,Croydon Kings,32,18,1.045,1.72,4,2.15,2.14,+2.5-,1.74,1.77,0.5,2.05,2.05,3.5,1.77,,,,1.02,12,-,,
21,Cumberland United II,Campbelltown City II,3.45,3.8,1.94,1.89,2.5,1.91,2.43,0,1.56,1.92,1,1.84,1.95,1.5,1.81,,,,1.248,1.816,1.29,,
22,Balcatta U20,Inglewood United U20,5.65,4.11,1.54,1.736,5,2.1,1.83,+1-,1.98,2.03,2,1.75,2.03,3,1.75,,,,1.216,2.39,1.125,,
23,Gwelup Croatia U20,Bayswater City U20,1.48,4.1,6.66,1.89,2.5,1.91,1.95,-1+,1.85,1.69,1.5,2.12,1.63,0.5,2.22,,,,1.216,1.09,2.55,,
24,Rockingham City U20,Cockburn City U20,25,25,-,2.08,5,1.75,1.83,+4-,1.98,2.56,0.5,1.48,2.06,4.5,1.73,,,,-,-,-,,
