0,Miami Heat,Indiana Pacers,1.04,12,14.7,1.92,238,1.88,1.9,-15.5+,1.9,1.83,126.5,1.93,1.88,111.5,1.78,-,-,-,,,,,
1,Miami Heat,Indiana Pacers,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,Richard Berankis(Q),Tommy Paul,1.76,-,2.11,2.19,33,1.71,1.92,-1.5+,1.92,1.59,17.5,2.29,1.59,16.5,2.29,-,-,,-,,,,
3,Frances Tiafoe(WC),Andy Murray(WC),20,-,1.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,,
4,Cabal/Farah(1),Murray/Skupski,1.755,-,2.115,1.88,20,1.96,1.975,-0.5+,1.864,2.03,11.5,1.75,1.88,10.5,1.88,-,-,,-,,,,
5,Korda/Nakashima,Melzer/Roger-Vasselin,12.5,-,1.035,3.25,18.5,1.36,4.11,+5.5-,1.25,3.18,6.5,1.34,3.94,12.5,1.23,-,-,,-,,,,
6,Rojer/Tecau,Martin/Chardy,3.89,-,1.27,2.27,19.5,1.66,1.95,+3.5-,1.89,1.63,8.5,2.22,1.46,11.5,2.65,-,-,,-,,,,
7,Botafogo Ribeirao Preto,Figueirense,23,4.35,1.26,2.315,1.5,1.61,1.52,+1-,2.53,3.38,0.5,1.3,4.89,1.5,1.16,,,,,1.195,3.67,-,
8,Clube Nautico Capibaribe,Esporte Clube Juventude,18.3,5.58,1.2,1.64,5.5,2.26,2.52,+1-,1.52,3.13,2.5,1.34,2.26,3.5,1.61,,,,,1.13,4.29,-,
9,Cerro Porteno,12 de Octubre,1.08,10.2,31,2.056,3,1.8,2,-2+,1.85,1.92,2.5,1.85,2.43,0.5,1.53,,,,,1.045,-,7.67,
10,Alize Cornet,Caty McNally(WC),1.1,-,7.4,1.92,15.5,1.92,1.71,-8.5+,2.18,2.65,12.5,1.46,1.88,3.5,1.88,-,-,,-,,,,
11,Donna Vekic(15),Victoria Azarenka,8.6,-,1.08,1.74,16.5,2.14,1.77,+7.5-,2.09,1.65,4.5,2.19,3.94,12.5,1.23,-,-,,-,,,,
12,Chicago Sky (Women),Indiana Fever (Women),1.24,11,4.43,1.9,169.5,1.9,1.9,-9.5+,1.9,1.88,89.5,1.88,1.83,79.5,1.93,-,-,-,,,,,
13,Los Angeles Angels,Oakland Athletics,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
14,Miami Marlins,Washington Nationals,8.03,-,1.09,2.048,6.5,1.808,1.71,+3.5-,2.18,1.6,0.5,2.29,1.88,4.5,1.88,,,,,-,-,-,
15,Milwaukee Brewers,Pittsburgh Pirates,2.048,-,1.808,2.048,7.5,1.808,2.73,-1.5+,1.48,1.92,3.5,1.84,1.92,3.5,1.84,,,,,-,-,-,
16,Forge,Pacific,2.63,2.63,3.24,1.985,3.5,1.82,1.72,0,2.12,1.71,1.5,2.09,1.83,1.5,1.94,,,,,1.46,1.32,1.46,
17,Zamalek,Al Ahly Cairo,-,-,-,8.87,4.5,1.05,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
18,OC Safi,Rapide Oued Zem,2.05,2.76,4.55,1.736,1.5,2.1,1.39,0,3.02,1.84,1,1.92,1.88,0.5,1.88,,,,,1.42,1.18,1.725,
19,Hassania Agadir,Youssoufia Berrechid,1.8,3.22,4.94,1.87,2,1.93,2.62,-1+,1.49,2.22,1.5,1.63,1.83,0.5,1.94,,,,,1.325,1.16,1.955,
20,Penarol,Rentistas,1.26,5.03,13.1,1.784,2.5,2.03,2.17,-1.5+,1.69,2.04,2,1.75,1.88,0.5,1.88,,,,,1.152,1.01,3.65,
21,Elena Yakovleva,Victoria Volokhina,-,-,-,1.995,74.5,1.76,1.965,-14.5+,1.784,1.995,44.5,1.76,1.995,30.5,1.76,-,-,,-,,,,
22,SKA Team,Jokerit Team,4.25,5.16,1.53,2.005,5,1.805,1.9,+1-,1.9,2.09,2,1.74,,,,-,-,,,1.125,2.33,1.18,-
23,Finland team,Russia team,2.475,3.66,2.475,1.77,8.5,2.05,1.9,0,1.9,2.19,4.5,1.68,,,,-,-,,,1.235,1.475,1.475,-
24,Andrey Dergunov,Dmitriy Tsibikdorzhiev,1.48,-,2.504,1.85,109.5,1.895,1.84,-4.5+,1.9,1.864,56.5,1.875,1.925,54.5,1.82,-,-,,-,,,,
25,Ivan Nikulin,Denis Medvedev,1.38,-,2.864,1.91,125.5,1.83,1.72,-9.5+,2.05,2.07,65.5,1.7,1.93,59.5,1.81,-,-,,-,,,,
26,Ajax+,Barcelona+,2.27,6.69,2.035,1.885,8.5,1.915,2.01,0,1.8,1.81,4,2,2.08,4.5,1.745,,,,,1.06,1.696,1.53,
27,Real+,Liverpool+,1.136,8.64,10,1.26,6.5,3.15,-,-,-,-,-,-,-,-,-,,,,,1.025,-,4.74,
28,Mexico (3х3),Brazil (3х3),2.075,8.53,2.075,1.91,14,1.89,1.9,0,1.9,1.955,7,1.848,1.955,7,1.848,,,,,1.035,1.67,1.736,
29,Ural Volley,Ural Police,1.96,-,1.84,1.896,182.5,1.904,1.89,+1.5-,1.91,1.875,92.5,1.925,1.92,93.5,1.88,-,-,,-,,,,
30,Maria Vinogradova,Alexander Dorensky,2.664,-,1.43,1.856,76.5,1.885,1.825,+5.5-,1.92,-,-,-,-,-,-,-,-,,-,,,,
31,Kira Azyrkina,Kira Toyisheva,2.195,-,1.645,1.97,75.5,1.78,1.875,+2.5-,1.864,2.07,39.5,1.7,2.02,40.5,1.74,-,-,,-,,,,
32,Alexey Shilo,Roman Korolev,2.635,-,1.488,1.91,113.5,1.89,1.944,+5.5-,1.856,1.87,55.5,1.935,1.875,59.5,1.925,-,-,,-,,,,
33,Vladimir Abakumov,Andrey Moshkutelo,2.095,-,1.74,1.93,114.5,1.87,1.89,+0.5-,1.91,1.905,58.5,1.895,1.835,57.5,1.97,-,-,,-,,,,
34,Atletico Madrid (ACL),Manchester City (ACL),2.39,7.56,1.888,1.912,11,1.825,2.12,0,1.67,1.75,5,2.008,1.816,5.5,1.93,,,,,1.04,1.816,1.48,
35,Yenisei (SVL) Women,Lokomotiv (SVL) Women,-,-,-,1.936,143.5,1.864,2.22,+10.5-,1.66,1.936,66.5,1.864,2.9,77.5,1.405,-,-,,-,,,,
36,Zhan Skindzer,Mark Pashukevich,1.225,-,3.98,1.86,27.5,1.88,1.68,-2.5+,2.19,-,-,-,-,-,-,-,-,,-,,,,
37,Foxes (Women),Panthers (Women),1.096,-,7.17,1.9,166.5,1.9,1.975,-12.5+,1.83,1.896,84.5,1.904,1.9,75.5,1.9,-,-,,-,,,,
38,Chetyre Ledokola,Shest Trolley,1.33,4.19,13,2.405,4.5,1.57,2.79,-1.5+,1.44,1.8,2.5,1.96,,,,-,-,,,1.21,1.01,3.175,-
39,Chetyre Ledokola,Shest Trolley,-,1.21,-,3.53,2.5,1.3,1.9,0,1.9,-,-,-,,,,-,-,,,3.9,-,-,-
40,Portugal (TSL) Women,Colombia (TSL) Women,2.67,8.52,1.7,1.98,17,1.825,1.91,+1-,1.89,2.02,8,1.79,2,9,1.81,,,,,1.025,2.064,1.39,
41,Angelina Paskhalidi,Alina Konchakova,1.72,-,2.025,1.93,26.5,1.81,1.92,-0.5+,1.8,-,-,-,-,-,-,-,-,,-,,,,
