0,Keshla,KF Laci,13.5,1.12,13,1.048,6.79,1.045,6,0.5,1.14,1.64,0,2.31,-,-,-,-,-,-,,,,,
1,KF Gjilani,APOEL,90,13,1.04,11.6,1.05,-,3.52,1.5,1.32,3.2,+1-,1.37,-,-,-,5.15,1.5,1.16,,,,,
2,Shakhtyor Soligorsk,Sfintul Gheorghe,2.95,1.85,6.15,1.15,2.016,1.44,1.87,0.5,1.97,1.33,0,3.44,8.06,1.5,1.08,-,-,-,,,,,
3,The New Saints,MSK Zilina,4.06,1.94,3.56,1.33,1.92,1.27,1.725,0.5,2.168,2.056,0,1.8,-,-,-,8.73,1.5,1.07,,,,,
4,Hapoel Be'er Sheva,Dinamo Batumi,-,-,-,-,-,-,3.66,3.5,1.3,1.82,-3+,2.03,5.26,3.5,1.16,6.47,0.5,1.12,,,,,
5,Valletta,Bala Town,11.5,3.104,1.57,2.495,1.405,1.056,1.688,1.5,2.225,1.28,+1-,3.82,2.08,0.5,1.75,4.24,1.5,1.22,,,,,
6,Zrinjski,Differdange 03,1.01,26,51,-,-,-,1.755,2.5,2.115,2.735,-2.5+,1.48,2.23,2.5,1.65,4.24,0.5,1.22,,,,,
7,Iskra Danilovgrad,Lokomotiv Plovdiv,8.6,1.61,3.26,1.375,2.4,1.09,2.25,0.5,1.67,3.58,0,1.31,5.63,0.5,1.14,2.72,0.5,1.46,,,,,
8,Petrocub,TSC Backa Topola,41,21,1.016,-,-,-,1.9,2.5,1.94,2.344,+2-,1.625,3.68,0.5,1.28,2.72,2.5,1.46,,,,,
9,Kukesi,Slavia Sofia,1.22,4.5,32,-,1.155,4.57,2.04,1.5,1.81,1.95,-1+,1.89,3.42,1.5,1.32,3.42,0.5,1.32,,,,,
10,B36 Torshavn,Levadia,20,4.44,1.3,3.71,1.24,1.016,2.456,2,1.575,1.95,+1-,1.89,2.45,0.5,1.55,2.45,1.5,1.55,,,,,
11,Servette,Ruzomberok,1.085,8,29,-,1.048,9.03,1.67,2,2.256,1.8,-1.5+,2.056,2.15,2,1.7,3.43,0.5,1.31,,,,,
12,Maribor,Coleraine,1.464,3.64,11.5,1.056,1.315,2.81,1.755,1.5,2.115,1.736,-1+,2.15,1.98,1.5,1.83,3.68,0.5,1.28,,,,,
13,Motherwell,Glentoran Belfast United,1.495,3.62,10,1.07,1.32,2.712,1.755,1.5,2.115,1.87,-1+,1.97,2.08,1.5,1.75,2.93,0.5,1.41,,,,,
14,Aberdeen,NSI Runavik,1.005,41,41,-,-,-,1.83,3.5,2.016,2.344,-3.5+,1.625,2.08,3.5,1.75,5.15,0.5,1.16,,,,,
15,Steaua Bucuresti,Shirak,1.06,10,39,-,1.02,11.7,1.755,2.5,2.115,1.85,-2+,1.995,2.08,2.5,1.75,3.16,0.5,1.36,,,,,
16,Honved,Inter Turku,2.55,2.65,3.66,1.312,1.52,1.555,1.94,1.5,1.9,1.605,0,2.39,1.57,0.5,2.4,1.84,0.5,1.97,,,,,
17,Lech Poznan,Valmieras,1.15,7.6,22,1.01,1.11,5.82,1.736,2.5,2.15,1.97,-2+,1.87,2.08,2.5,1.75,2.72,0.5,1.46,,,,,
18,Partizan Belgrade,Rigas Futbola skola,1.53,3.56,9.1,1.085,1.33,2.6,2.056,2,1.8,2.03,-1+,1.82,2.08,1.5,1.75,2.34,0.5,1.6,,,,,
19,Levante UD,Mallorca,1.12,9.06,14.7,1.005,1.048,5.64,1.635,4,2.18,1.8,-2+,2.01,1.79,3,1.98,1.92,1,1.84,,,,,
20,Waalwijk,Sparta Rotterdam,4.94,1.89,2.97,1.37,1.86,1.16,1.64,2.5,2.26,2.46,0,1.55,3.13,1.5,1.34,2.21,1.5,1.64,,,,,
21,Pittsburgh Pirates,St.Louis Cardinals,2.225,-,1.688,-,-,-,1.96,5.5,1.88,1.5,+1.5-,2.66,2.04,2.5,1.75,1.75,2.5,2.04,,,,,
22,Seattle Mariners,San Diego Padres,3.165,-,1.38,-,-,-,2.14,5.5,1.74,1.808,+1.5-,2.048,1.88,1.5,1.88,2.12,3.5,1.69,,,,,
