,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
44,0,Manchester United,LASK Linz,1.33,5.3,9.0,1.06,1.16,3.3,-1.5,1.9,1.5,1.9,3.5,2.4,1.58,276.0
45,1,Internazionale Milano,Getafe,1.75,3.45,5.2,1.16,1.3,2.1,-1.5,3.35,1.5,1.33,2.5,2.45,1.55,282.0
46,2,Интер М-Хета. Martinez L,Mata Jaime,3.4,1.65,5.5,1.11,2.1,1.27,0.0,1.55,0.0,2.3,0.5,1.83,1.87,4.0
47,3,Cittadella,Frosinone,2.85,2.85,2.85,1.42,1.42,1.42,-1.5,6.5,1.5,1.11,2.5,2.35,1.6,196.0
48,4,Finnentrop/Bamenohl,Arpe/Wormbach,1.02,,,,,14.0,,,,,3.5,7.7,1.06,
49,5,Monheim,Rather SV,5.6,3.25,1.68,2.05,1.3,1.11,1.5,1.15,-1.5,4.7,3.5,1.4,2.7,70.0
50,6,Germany Grosskrotzenburg,Aschaffenburg,,,,,,,3.5,1.88,-3.5,1.82,3.5,1.45,2.55,
51,7,Friesdorf,Engers,,,,,,,3.5,1.2,-3.5,3.95,5.5,2.05,1.68,4.0
52,8,Wattenscheid 09,Honnepel,,,,,,,-3.5,2.17,3.5,1.62,3.5,1.58,2.25,
53,9,SSV Jeddeloh,Atlas Delmenhorst,,,1.03,10.5,,,1.5,3.15,-1.5,1.3,2.5,1.6,2.2,7.0
54,10,Meerbusch,Kapellen Erft,2.35,1.9,8.0,1.05,1.8,1.53,-1.5,6.6,1.5,1.07,6.5,1.63,2.15,10.0
55,11,Raq Mons,Tubize,1.27,4.3,18.0,,1.18,3.4,-1.5,3.65,1.5,1.25,3.5,1.7,2.02,6.0
56,12,Yeg Hassel 1993,Rot-Weiss Mulheim,,,,,,,-2.5,2.6,2.5,1.43,4.5,1.77,1.93,12.0
57,13,Sterkrade-Nord,Fichte,1.4,4.3,7.1,1.06,1.18,2.75,-1.5,2.45,1.5,1.48,4.5,1.52,2.35,2.0
58,14,Wormatia Worms,Hessen Dreieich,1.04,11.0,50.0,,1.01,8.5,-2.5,2.3,2.5,1.55,3.5,1.97,1.73,92.0
59,15,Viktoria 1915 Glesch-Paffe,TUS BW Konigsdorf,6.2,6.4,1.3,3.2,1.08,1.09,1.5,1.87,-1.5,1.83,6.5,2.15,1.62,9.0
60,16,Crumlin United,Cherry Orchard,1.7,3.35,5.1,1.13,1.28,2.02,-1.5,3.45,1.5,1.25,3.5,1.6,2.2,33.0
61,17,Liffey Wanderers,Portmarnock FC,1.45,5.1,5.0,1.13,1.13,2.55,-1.5,2.1,1.5,1.65,3.5,1.6,2.2,211.0
62,18,Bluebell Un,Newbridge T,1.14,7.4,15.0,,1.06,4.9,-1.5,1.58,1.5,2.2,2.5,1.5,2.4,114.0
63,19,Ballymun United,Killester Donnycarney,4.4,3.3,1.83,1.87,1.3,1.17,1.5,1.28,-1.5,3.35,1.5,1.6,2.2,81.0
64,20,Maynooth University Town,Malahide Un,2.3,2.8,3.5,1.25,1.38,1.55,-1.5,4.9,1.5,1.14,1.5,1.8,1.9,144.0
65,21,Portlaoise AFC,Drumcondra,2.25,4.2,2.45,1.48,1.19,1.57,-1.5,3.65,1.5,1.25,4.5,2.1,1.65,175.0
66,22,Tolka Rovers,Collinstown,2.45,3.75,2.45,1.48,1.23,1.48,-1.5,4.15,1.5,1.19,2.5,1.55,2.35,210.0
67,23,St. Mochtas,Wayside Celtic,1.33,5.1,7.5,1.06,1.13,3.05,-1.5,1.9,1.5,1.8,2.5,1.55,2.3,9.0
68,24,Edenderry City,Bangor Celtic,3.45,4.5,1.75,1.95,1.16,1.25,1.5,1.38,-1.5,2.8,3.5,1.95,1.75,213.0
69,25,Greystones,Swords Celtic,1.78,4.5,3.35,1.28,1.16,1.92,-1.5,2.95,1.5,1.35,3.5,2.15,1.62,211.0
70,26,Vojvodina,Cukaricki,1.88,3.45,4.1,1.22,1.3,1.88,-1.5,3.45,1.5,1.3,2.5,1.9,1.85,203.0
71,27,Istra 1961 Pula,Orijent Rijeka,1.88,2.95,5.1,1.15,1.37,1.88,-1.5,3.9,1.5,1.23,1.5,1.82,1.92,146.0
72,28,Alta U19,Bolstanaes U19,1.27,5.8,8.5,1.04,1.1,3.4,-1.5,1.8,1.5,1.9,8.5,1.9,1.8,9.0
73,29,Al Hussein,AL Sareeh,1.37,3.9,10.5,1.01,1.2,2.85,-1.5,4.7,1.5,1.15,1.5,1.7,2.02,14.0
74,30,MAT Tetouan,Raja Casablanca,3.9,2.7,2.2,1.6,1.4,1.2,1.5,1.15,-1.5,4.8,1.5,1.6,2.2,177.0
75,31,Aguia Maraba,Bragantino PA,22.0,7.5,1.11,5.5,1.06,,1.5,2.35,-1.5,1.55,2.5,1.82,1.88,128.0
76,32,Concordia Atletico,Tubarao,1.03,13.0,50.0,,,9.0,-2.5,2.3,2.5,1.55,3.5,2.2,1.6,142.0
77,33,Krasnie Maki,Zelenie Berety,2.4,4.3,2.3,1.55,1.18,1.5,0.0,1.88,0.0,1.82,5.5,1.72,2.0,26.0
78,34,Minsk,University,1.14,,,,,4.8,-2.5,2.3,2.5,1.55,3.5,1.9,1.8,
79,35,MPR,Mazda,,,,,,,3.5,1.82,-3.5,1.88,5.5,2.1,1.65,26.0
80,36,Soyuz Minsk,FK Sukharevo,,12.0,,,1.02,,1.5,2.8,-1.5,1.38,7.5,2.25,1.57,4.0
81,37,Man. City (sane4ek8),Liverpool (Chellovekk),,,,,,,,,,,,,,
82,38,Arsenal L (FEARGGWP),Tottenham (Flewless_ph.),,,,,,,,,,,,,,
83,39,US SASSUOLO CALCIO (DEN1BRAVO),UDINESE CALCIO (XHALE),,,,,,,-2.5,2.0,2.5,1.72,2.5,1.4,2.7,
84,40,Lazio (Aventon),JUVENTUS (VITO),1.1,,,,,5.8,-1.5,1.82,1.5,1.88,6.5,2.45,1.48,7.0
85,41,Arizona Coyotes,Nashville Predators,2.05,4.4,2.85,1.4,1.19,1.73,-1.5,3.1,1.5,1.35,5.5,1.85,1.9,167.0
86,42,Meteor Minsk,Patriot-2 Minsk,10.0,3.5,1.45,2.55,1.25,1.02,0.0,6.2,0.0,1.09,3.5,1.6,2.2,20.0
87,43,SAN JOSE SHARKS (KEKS),DETROIT RED WINGS (SUPERNOVA),,,,,,,4.5,1.8,-4.5,1.9,6.5,1.8,1.9,61.0
88,44,Uta Jazz,Memphis Grizzlies,1.57,,2.41,,,,-3.5,1.9,3.5,1.9,221.5,1.93,1.87,24.0
89,45,Zenit Spb (JoKeR),Baskonia (Fosters23),3.25,,1.29,,,,5.5,1.87,-5.5,1.83,93.5,1.83,1.87,6.0
90,46,Garde Marin,Rakurs,,,,,,,-5.5,1.8,5.5,1.9,143.5,1.9,1.8,2.0
91,47,Phantoms,Palyacite,,,,,,,-5.5,1.92,5.5,1.78,128.5,1.87,1.83,2.0
92,48,Sucre,Las Ferias,,,,,,,,,,,,,,
93,49,Portland Trail Bl. (SHIVA),Atlanta Hawks(iamdevilwalk,8.3,,1.04,,,,13.5,1.83,-13.5,1.87,101.5,1.85,1.85,6.0
94,50,Toronto Raptors (BEPADO),Boston Celtics(SLAMDUNKVV),3.15,,1.31,,,,5.5,1.87,-5.5,1.83,120.5,1.85,1.85,6.0
95,51,Utah Jazz (Lily),Denver Nuggets (Jasmine),,,,,,,-17.5,1.9,17.5,1.8,202.5,1.87,1.83,6.0
96,52,Charlotte Horn.(alex_007_m,Indiana Pacers(nikitos349),4.7,,1.15,,,,8.5,1.9,-8.5,1.8,119.5,1.83,1.87,6.0
97,53,Ballerz-hatetw (white),Ringers-Dr_Martynov (black),,,,,,,-6.5,1.94,6.5,1.76,,,,2.0
98,54,HellRaisers,Omegalil,,,,,,,,,,,,,,
