14,Jennifer Brady,Jessica Pegula(LL),1.35,-,3.3,1.864,25.5,1.975,1.66,-2.5+,2.27,1.88,13.5,1.88,1.75,12.5,2.03,-,-,,,,,-,
15,Christina McHale(Q),Iga Swiatek,1.25,-,4.11,2.07,18.5,1.79,1.504,-5.5+,2.645,2.22,12.5,1.63,2.03,6.5,1.75,-,-,,,,,-,
16,Laura Siegemund(Q),Marketa Vondrousova(10),2.01,-,1.84,1.71,30,2.19,1.92,-2.5+,1.92,1.94,15.5,1.83,1.83,15.5,1.94,-,-,,,,,-,
17,Boston Red Sox,Baltimore Orioles,1.575,-,2.456,2,8.5,1.85,2,-1.5+,1.85,1.88,4.5,1.88,1.95,3.5,1.81,,,,-,-,-,,
18,Detroit Tigers,Cleveland Indians,4.11,-,1.25,1.85,8.5,2,1.808,+2.5-,2.048,1.81,2.5,1.95,1.92,5.5,1.84,,,,-,-,-,,
19,Miami Marlins,Washington Nationals,8.2,-,1.088,1.92,9.5,1.92,1.92,+3.5-,1.92,1.95,2.5,1.81,1.92,6.5,1.84,,,,-,-,-,,
20,Minnesota Twins,Kansas City Royals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
21,Toronto Blue Jays,Tampa Bay Rays,1.37,-,3.2,1.775,6.5,2.088,1.71,-1.5+,2.18,1.69,3.5,2.12,1.95,2.5,1.81,,,,-,-,-,,
22,Cincinnati Reds,St.Louis Cardinals,1.96,-,1.88,2,9.5,1.85,2.456,-1.5+,1.575,1.88,4.5,1.88,1.92,4.5,1.84,,,,-,-,-,,
23,Sarajevo,Velež Mostar,3.52,2.01,3.48,2.24,3,1.65,1.9,0,1.9,2.43,1.5,1.53,2.31,1.5,1.58,,,,1.755,1.285,1.28,,
24,Atletico Ottawa,Edmonton,1.09,9.98,18.9,2.152,3.5,1.7,1.98,-2+,1.83,1.82,2.5,1.95,1.77,0.5,2.01,,,,1.035,-,6.57,,
25,Bohemians 1905 Prague,Mlada Boleslav,-,-,-,3.84,4.5,1.28,1.555,-4+,2.504,5.48,4.5,1.13,8,0.5,1.09,,,,-,-,-,,
26,Wadi Degla,Al-Ittihad Al-Sakndary,2.58,2.73,3.17,1.87,1.5,1.93,1.72,0,2.12,1.54,0.5,2.41,1.69,0.5,2.11,,,,1.43,1.33,1.475,,
27,Puebla (Women),Tijuana (Women),2.66,2.35,3.74,1.67,1,2.2,1.64,0,2.25,1.8,0.5,1.97,1.96,0.5,1.8,,,,1.56,1.25,1.45,,
28,Club Plaza Colonia de Deportes,Club Nacional Montevideo,4.02,2.89,2.11,2.184,2,1.68,2.62,0,1.49,1.64,0.5,2.2,1.75,1,2.03,,,,1.39,1.69,1.225,,
29,Katarzyna Wysoczanska,Weronika Falkowska,13.5,-,1.02,4.29,22.5,1.22,4.53,+3.5-,1.2,4.07,9.5,1.2,8.46,13.5,1.04,-,-,,,,,-,
30,Botev Plovdiv,Beroe Stara Zagora,3.21,2.11,3.52,1.88,5,1.92,1.81,0,2,1.96,2.5,1.8,2.12,2.5,1.69,,,,1.688,1.28,1.325,,
31,Villarreal,Cartagena,1.16,6.57,19.2,1.64,4,2.26,2.12,-1.5+,1.72,1.64,2.5,2.2,2.69,1.5,1.45,,,,1.096,-,4.9,,
32,Malaga,Real Valladolid,5.55,2.12,2.4,2.192,1,1.675,3.13,0,1.36,3.23,0.5,1.33,1.88,0.5,1.88,,,,1.68,1.54,1.13,,
33,Anorthosis,Ermis Aradippou,-,-,-,3.1,4.5,1.37,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
34,Vejle U19,Silkeborg U19,2.69,3.07,2.69,2.184,4,1.68,1.9,0,1.9,2.34,2,1.57,2.34,2,1.57,,,,1.35,1.44,1.44,,
35,Olmedo,Mushuc Runa,2.29,3.33,3.12,2.16,2.5,1.725,1.68,0,2.24,2.29,1.5,1.6,1.87,1,1.89,,,,1.325,1.36,1.616,,
36,Flora Tallinn U19,Harju Jalgpallikooli,25,25,-,2.256,6.5,1.64,1.78,+3.5-,2.03,2.49,1.5,1.51,2.31,5,1.59,,,,-,-,-,,
37,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,1.04,10.9,80,5.25,3.5,1.16,1.72,-1+,2.12,6.31,2.5,1.1,8.73,1.5,1.05,,,,1.025,-,9.57,,
38,Hapoel Ironi Kiryat Shmona,Ashdod,1.02,16.9,34,1.965,2.5,1.84,2.62,-2+,1.49,4.2,2.5,1.21,2.9,0.5,1.39,,,,-,-,11.3,,
39,Ironi Sport Hadera,Hapoel Haifa,1.32,4.55,11.1,1.8,4,2.01,1.78,-1+,2.03,1.96,2.5,1.81,2.15,1.5,1.67,,,,1.18,1.025,3.235,,
40,Chinandega U20,CD Junior de Managua U20,2.14,4.7,2.56,2.01,4.5,1.8,1.77,0,2.05,2.16,2.5,1.67,1.82,2,1.95,,,,1.17,1.48,1.665,,
41,Floya,Alta,-,-,-,3.1,4.5,1.37,5.65,+2-,1.14,-,-,-,-,-,-,,,,-,-,-,,
42,Vozdovac,Zlatibor,2.19,2.19,6.46,1.94,1,1.86,1.29,0,3.6,1.7,0.5,2.1,3.28,0.5,1.32,,,,1.64,1.1,1.64,,
43,Macva Sabac,Novi Pazar,1.07,10.1,29,2.136,2,1.71,1.95,-1.5+,1.85,1.64,1.5,2.2,4.6,0.5,1.18,,,,1.025,-,11.8,,
44,Mladost Lucani,Rad,1.93,2.33,8.11,1.8,1,2.01,3.47,-1+,1.31,1.59,0.5,2.31,3.64,0.5,1.27,,,,1.57,1.06,1.82,,
45,Belarus U19 (Women),Serbia U19 (Women),2.65,-,1.48,1.9,182.5,1.9,1.95,+6.5-,1.85,1.86,89.5,1.9,1.93,94.5,1.83,-,-,,,,,-,
46,Victoria Volokhina,Maria Makarevich,3.91,-,1.216,1.89,107.5,1.85,1.955,+7.5-,1.79,1.8,49.5,1.944,1.784,56.5,1.965,-,-,,,,,-,
47,Dimitriy Voronin,Alexandr Binda,2.01,-,1.73,2.05,44.5,1.7,1.82,-0.5+,1.93,-,-,-,-,-,-,-,-,,,,,-,
48,Capitals Team,Tampa Team,11.7,4.12,1.33,2.205,8,1.67,2,+1-,1.81,2.07,3.5,1.76,,,,-,-,,1.19,3.05,1.01,,-
49,CSKA Team,Dinamo Team,1.91,6.3,2.505,1.952,7.5,1.85,1.67,0,2.2,1.9,4,1.9,,,,-,-,,1.085,1.464,1.792,,-
