0,Philadelphia 76ers,Boston Celtics,2.64,10,1.51,1.9,228,1.9,1.92,+4-,1.88,1.95,112.5,1.81,1.93,116.5,1.83,-,-,-,,,,,
1,Philadelphia 76ers,Boston Celtics,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,Neman Grodno,BATE Borisov,26,11,1.045,2.184,3,1.712,1.88,+2-,1.96,2.08,0.5,1.75,2.22,2.5,1.66,,,,1.064,8.21,1.015,,
3,Kaposvari Rakoczi,Aqvital Csakvar,1.37,4.28,9.63,1.775,4,2.04,1.9,-1+,1.9,2.15,2.5,1.67,2.15,1.5,1.67,,,,1.2,1.04,2.97,,
4,Ajka,Szentlorinc SE,-,25,25,2.22,4,1.66,2.41,-3.5+,1.57,1.96,3.5,1.81,3.28,0.5,1.32,,,,-,-,-,,
5,Pecsi MFC,Bekescsaba 1912 Előre,2.71,1.97,5.16,1.555,0.5,2.37,1.47,0,2.7,2.15,0.5,1.67,3.38,0.5,1.3,,,,1.785,1.145,1.432,,
6,Szeged 2011,Budaorsi,8.73,3.85,1.44,2.12,2,1.72,1.64,+1-,2.26,2.06,0.5,1.73,2.56,1.5,1.48,,,,1.24,2.68,1.05,,
7,Szolnoki MÁV,BFC Siofok,3.47,1.99,3.57,2.405,3,1.57,1.85,0,1.95,2.43,1.5,1.53,2.56,1.5,1.48,,,,1.77,1.27,1.285,,
8,Gyirmot Sportegyesulet,Debreceni VSC,1.83,3.26,4.59,2.24,2.5,1.65,1.36,0,3.16,2.56,1.5,1.48,2.29,1,1.59,,,,1.315,1.18,1.92,,
9,Aljaz Bedene(Q),Christian Garin(13),1.185,-,5,1.89,22.5,1.95,1.72,-3.5+,2.17,1.75,12.5,2.03,1.88,9.5,1.88,-,-,,,,,-,
10,Daniel Evans,Andrey Rublev(10),2,-,1.85,1.944,26.5,1.896,1.975,+0.5-,1.864,1.69,12.5,2.11,2.04,13.5,1.74,-,-,,,,,-,
11,Marton Fucsovics(Q),Norbert Gombos(Q),1.14,-,6,1.86,21,1.98,1.72,-4.5+,2.17,1.69,12.5,2.12,1.88,8.5,1.88,-,-,,,,,-,
12,Paul/Tiafoe,Cacic/Lajovic,2.33,-,1.63,2.07,20.5,1.79,1.92,+1.5-,1.92,1.69,9.5,2.12,1.83,11.5,1.94,-,-,,,,,-,
13,Pirin Blagoevgrad,Sozopol,-,-,-,2.315,6.5,1.61,1.74,-3.5+,2.09,2.01,5,1.76,3.47,1.5,1.29,,,,-,-,-,,
