0,Jagiellonia,Wisla Krakow,1.98,3.60,3.75,1.27,1.30,1.82,-1.5,3.90,+1.5,1.25,2.5,2.15,1.70,+200
1,NEA Salamina,AEK Larnaca,3.25,3.05,2.30,1.58,1.35,1.32,+1.5,1.14,-1.5,5.20,1.5,1.60,2.30,+216
2,Metallurg Vidnoe,Sakhalin,,,,,,,-2.5,1.57,+2.5,2.25,3.5,1.83,1.87,+79
3,Gazisehir,Eskisehirspor,,,,,,,-5.5,4.40,+5.5,1.17,5.5,3.40,1.27,+4
4,Cercle Brugge (r),Brussels (r),1.35,5.20,6.70,1.07,1.13,2.95,-1.5,1.85,+1.5,1.85,3.5,2.07,1.67,+195
5,Montana,Etar Veliko Tarnovo,1.83,3.00,5.10,1.13,1.35,1.87,-1.5,3.70,+1.5,1.25,1.5,1.65,2.10,+176
6,Jelgava-2,Rigas Futbola Skola-2,1.68,5.50,3.30,1.30,1.11,2.05,-1.5,2.30,+1.5,1.55,4.5,1.60,2.20,+9
7,Grorud,Kfum Oslo,3.15,3.20,2.20,1.60,1.30,1.30,+1.5,1.19,-1.5,4.10,2.5,2.05,1.68,+202
8,Qygarden,Jerv Grimstad,2.75,3.55,2.30,1.55,1.25,1.40,+1.5,1.16,-1.5,4.60,2.5,2.07,1.67,+199
9,Ranheim,Strommen,1.08,10.00,19.00,,1.02,6.50,-2.5,1.78,+2.5,1.92,4.5,2.05,1.68,+156
10,Raufoss,Ullensaker/Kisa,2.95,3.90,2.07,1.67,1.20,1.35,+1.5,1.25,-1.5,3.65,3.5,1.60,2.20,+173
11,Sandnes Ulf,Hamarkameratene,2.05,3.70,3.15,1.30,1.23,1.68,-1.5,3.30,+1.5,1.30,2.5,1.55,2.30,+208
12,Stjordals-Blink,Asane,1.78,4.30,3.70,1.25,1.20,1.98,-1.5,3.20,+1.5,1.33,5.5,1.68,2.13,+144
13,Tromso,Sogndal,1.35,4.50,9.00,1.03,1.16,2.95,-1.5,2.18,+1.5,1.61,3.5,2.35,1.52,+159
14,Start-2 U19,Arendal U19,1.63,3.95,4.60,1.16,1.20,2.15,-1.5,2.70,+1.5,1.40,2.5,2.20,1.60,+9
15,Voluntari,Gaz Metan Medias,2.60,2.15,4.60,1.18,1.65,1.47,-1.5,7.40,+1.5,1.07,2.5,1.40,2.80,+100
16,Trajal FC,Loznica,1.30,4.30,13.00,,1.18,3.20,-1.5,2.85,+1.5,1.37,1.5,1.40,2.70,+99
17,Zvezdara U19,Bask Beograd U19,1.70,3.35,5.20,1.13,1.28,2.02,-1.5,3.10,+1.5,1.32,3.5,1.63,2.13,+94
18,Iskra Danilovgrad U19,Titograd U19,2.40,3.20,2.80,1.38,1.30,1.50,0,1.72,0,2.00,2.5,2.15,1.62,+7
19,Podgorica U19,Kom Podgorica U19,2.25,4.50,2.40,1.50,1.16,1.57,-1.5,3.70,+1.5,1.23,3.5,1.77,1.93,+210
20,Elva,Tallinna Levadia-2,1.03,14.00,73.00,,,9.00,-2.5,1.65,+2.5,2.10,3.5,1.52,2.35,+94
21,Tammeka Tartu-2,Flora-2 Tallinn,1.48,5.00,4.90,1.14,1.13,2.45,-1.5,2.25,+1.5,1.58,4.5,2.25,1.58,+177
22,Kalju Nomme-2,Tallinna Kalev-2,,,,,,,+2.5,1.80,-2.5,1.90,3.5,1.60,2.20,
23,Kose,Tulevik-2 Viliandi,3.05,3.70,2.07,1.67,1.23,1.33,+1.5,1.30,-1.5,3.20,3.5,2.15,1.62,+207
24,kuressaare-2,Viimsi-2,1.10,9.00,15.00,,1.03,5.80,-2.5,1.87,+2.5,1.83,5.5,1.95,1.75,+52
25,Parnu Poseidon,Pohja-Sakala,9.00,7.00,1.20,4.05,1.07,1.03,+2.5,1.62,-2.5,2.15,4.5,1.98,1.72,+74
26,Al Ettifaq,Al Raed,1.12,8.00,17.00,,1.05,5.30,-1.5,1.45,+1.5,2.55,3.5,1.55,2.30,+117
27,Al Shabab Riyadh,Abha,1.22,5.90,11.00,1.01,1.10,3.85,-1.5,1.70,+1.5,2.02,3.5,1.80,1.90,+164
28,Nasaf Qarshi,Bunyodkor,,,,,,,,,,,4.5,7.70,1.06,
29,Mamelodi Sundowns,Golden Arrows,1.75,2.95,6.00,1.09,1.35,1.95,-1.5,3.35,+1.5,1.28,1.5,1.60,2.20,+170
30,Juventud,Racing,,,,,,,-2.5,1.53,+2.5,2.35,4.5,2.40,1.50,+41
31,Krasnie Maki,Zheltie Tulpany,1.80,4.00,3.65,1.24,1.20,1.90,0,1.41,0,2.70,4.5,1.72,2.00,+22
32,ACC Minsk,Los Amigos,3.85,4.70,1.65,2.10,1.15,1.22,+1.5,1.50,-1.5,2.45,3.5,1.93,1.77,+9
33,Aleks,Krylya Mechty,2.25,4.50,2.35,1.52,1.16,1.57,0,1.80,0,1.90,4.5,1.90,1.80,
34,Man.United (white_boy1927),Porto (dm1trena),2.65,2.70,3.05,1.33,1.40,1.42,-1.5,5.30,+1.5,1.12,2.5,2.17,1.62,+91
35,Bayer L (mooneycb),Ajax (Inquisitor),2.25,2.65,3.80,1.22,1.42,1.57,-1.5,4.00,+1.5,1.20,2.5,1.70,2.02,+92
36,Zaporozhets (VEG) Bayern M,Ordinartsev (frZ) Real,1.28,4.40,13.00,,1.17,3.35,-1.5,2.02,+1.5,1.70,4.5,1.65,2.10,+54
