21,AZ Havirov,Frýdek-Místek,1.78,4.11,3.8,1.248,1.216,1.98,1.99,5,1.725,2.1,-1+,1.655,2.19,3,1.605,,,,-,-,,-,
22,Slovan Usti nad Labem,Sportovni Klub Kadan,1.48,4.72,4.92,1.135,1.144,2.425,1.8,5.5,1.9,1.88,-1.5+,1.82,1.96,3.5,1.76,,,,-,-,,-,
23,Lulea,Modo Hockey,1.72,5.23,3.36,1.3,1.144,2.056,2.01,6.5,1.8,2.112,-1+,1.645,1.91,3.5,1.85,,,,-,-,,-,
24,Levice,05 Banska Bystrica,4.45,5.36,1.52,2.44,1.14,1.19,1.92,4.5,1.88,1.87,+1.5-,1.93,1.88,1.5,1.88,,,,-,-,,-,
25,Stadion Vrchlabí,Benatky nad Jizerou,1.42,5.68,5.28,1.14,1.125,2.75,1.9,5.5,1.9,1.82,-1.5+,1.99,1.88,3.5,1.88,,,,-,-,,-,
26,Havlickuv Brod,Velke Mezirici,1.08,11.7,18,-,1.01,6.8,1.925,10,1.775,1.92,-3.5+,1.88,1.83,6.5,1.93,,,,-,-,,-,
27,Zdar nad Sazavou,Trutnov,1.36,5.74,6.25,1.104,1.12,3.008,1.664,5,2.08,2.02,-2+,1.704,1.91,3.5,1.85,,,,-,-,,-,
28,Kolín,Tabor,1.04,14,27,-,-,8.5,1.87,7.5,1.93,1.8,-3.5+,2.01,1.83,5.5,1.93,,,,-,-,,-,
29,Mostecti lvi,Cheb,1.58,4.84,4.33,1.2,1.165,2.3,1.85,6.5,1.95,2.05,-1.5+,1.77,2.104,4,1.655,,,,-,-,,-,
30,Jestrabi Prostejov,Horacka Slavia Trebic,2.27,4.18,2.57,1.475,1.21,1.6,2.08,6.5,1.75,1.8,0,2.01,1.625,3,2.155,,,,-,-,,-,
31,Bobri Valasske Mezirici,Novy Jicin,1.25,7.19,7.8,1.065,1.08,3.75,1.88,8.5,1.92,1.75,-2.5+,2.08,1.83,5.5,1.93,,,,-,-,,-,
32,SKA-Neva,Dynamo Saint Petersburg,4.12,3.99,1.74,2.032,1.225,1.216,2.01,4.5,1.8,1.72,+1-,2,1.69,1.5,2.11,,,,-,-,,-,
33,Wolfsberger AC,Ajax,16.8,8.41,1.12,5.64,1.056,-,2.136,4,1.71,2.03,+2-,1.78,1.64,0.5,2.2,2.04,3,1.75,,,,,
34,Schalke 04,Uerdingen 05,3.47,4.5,1.79,1.968,1.184,1.288,1.975,5,1.83,1.56,+1-,2.43,1.8,2,1.97,1.7,2.5,2.1,,,,,
35,Misr El-Makasa,El Gouna,2.9,2.8,2.72,1.43,1.41,1.384,2.08,2,1.75,1.98,0,1.83,2.24,1,1.62,2.1,1,1.7,,,,,
36,Taraz,Kyzylzhar,4.16,1.61,4.79,1.168,2.24,1.21,2.05,0.5,1.77,1.85,0,1.95,3.18,0.5,1.34,3.3,0.5,1.31,,,,,
37,Marvin Netuschil,Marvin Moeller,1.25,-,3.94,,,,1.9,19.5,1.9,1.96,-6.5+,1.85,2.09,12.5,1.66,1.72,6.5,2,-,-,-,,
38,Oana Gavrila,Tayisiya Morderger,1.74,-,2.1,,,,1.92,32.5,1.88,1.95,-2.5+,1.85,1.52,17.5,2.36,1.8,16.5,1.9,-,-,-,,
39,Yshai Oliel,Daniel Cukierman,1.7,-,2.15,,,,1.83,26.5,1.98,1.82,+2.5-,1.99,-,-,-,-,-,-,-,-,-,,
40,Cactus Tbilisi II,Titebi II,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-
41,Ekenas II,Finnkurd,2.65,3.16,2.65,1.45,1.335,1.45,1.88,2,1.92,1.9,0,1.9,2.16,1,1.66,2.16,1,1.66,,,,,
42,VPV Pallo-Veikot,KPV Akatemia,1.84,4.08,3.57,1.275,1.22,1.91,1.77,3.5,2.05,2.41,-1+,1.57,1.81,2,1.95,1.96,1.5,1.81,,,,,
43,Club Cienciano Cusco,Atletico Grau,2.32,2.89,3.42,1.295,1.39,1.575,2.09,2,1.74,1.61,0,2.32,1.92,1,1.85,1.59,0.5,2.31,,,,,
44,Aviator Baranavichy,Vitebsk,2.33,3.49,2.83,1.405,1.285,1.57,2.016,5,1.71,1.75,0,2.08,1.96,2.5,1.8,,,,-,-,,-,
45,Gomel,Metallurg Zhlobin,1.49,4.26,6.15,1.11,1.205,2.525,2.152,4.5,1.7,2.16,-1.5+,1.69,1.73,2.5,2.06,,,,-,-,,-,
46,Khimvolokno Mogilev,Lokomotiv Orsha,3.02,3.62,2.16,1.656,1.264,1.36,1.75,3,1.965,2.24,0,1.65,2.09,1.5,1.71,,,,-,-,,-,
47,Neman,Dinamo-Maladzyechna,1.32,5.68,7.4,1.075,1.125,3.225,1.885,5,1.816,2.005,-2+,1.715,2.03,3.5,1.75,,,,-,-,,-,
48,Pinskie Yastreby,Lida,1.37,5.37,6.58,1.096,1.136,2.968,2.01,5,1.712,1.82,-1.5+,1.99,1.625,3,2.155,,,,-,-,,-,
49,Khimik Novopolotsk,Brest,2.02,4.09,3.03,1.36,1.216,1.75,2.03,4,1.7,1.6,0,2.33,1.784,2,1.92,,,,-,-,,-,
