0,Rush Cash,Sangmu Shinhyup,2.04,-,1.81,1.95,215.5,1.89,1.89,+2.5-,1.95,1.95,107.5,1.81,1.95,106.5,1.81,-,-,-,,,,,
1,Mario Vilella Martinez,Yannick Hanfmann(3),2.82,-,1.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,Liaoning,Tianjin,-,-,-,1.87,138.5,1.97,1.9,+12.5-,1.94,1.6,62.5,2.29,2.63,75.5,1.46,-,-,-,,,,,
3,Karlo Cubelic,Alexander Mannapov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
4,Viktoriia Kalinina,Eva Gartseva,-,-,-,1.64,17.5,2.145,1.88,+6.5-,1.84,-,-,-,-,-,-,-,-,-,,,,,
5,Valentina Sabitova,Olga Vishniakova,1.008,-,14.3,1.875,94.5,1.864,1.68,-8.5+,2.1,1.875,51.5,1.864,1.875,43.5,1.864,-,-,-,,,,,
6,Nikolay Shirokov,Semyon Rakov,2.68,-,1.405,1.86,41.5,1.86,1.99,+2.5-,1.744,-,-,-,-,-,-,-,-,-,,,,,
7,Devils Team,Bruins Team,1.152,7.99,11.3,2.12,9.5,1.72,1.9,-2+,1.9,1.856,5.5,1.945,,,,-,,-,-,1.048,1.008,4.67,
8,Dmitriy Tsibikdorzhiev,Sergey Varfolomeev,5.81,-,1.11,1.87,104.5,1.87,1.78,+8.5-,1.968,1.885,48.5,1.856,1.816,54.5,1.93,-,-,-,,,,,
9,Paris Saint-Germain+,Borussia D+,5.4,4,1.55,2.504,3.5,1.44,1.664,+1-,2.21,1.835,1,1.968,2.33,2,1.605,,,,,1.19,2.296,1.1,
10,Lime (Black),Atlant (Grey),2.784,10,1.525,1.83,85.5,1.97,-,-,-,1.9,41.5,1.8,1.79,44.5,1.91,-,,-,,,,,-
11,Impuls,Fakel,1.64,-,2.26,1.915,192.5,1.888,1.952,+4.5-,1.85,1.9,92.5,1.9,1.87,99.5,1.93,-,-,-,,,,,
12,Ekaterina Mezinova/Seraphima Taran,Valeria Gnidko/Taisia Trokhina,1.62,-,2.21,1.864,89.5,1.875,1.86,-2.5+,1.88,1.856,44.5,1.885,1.835,43.5,1.904,,,,,-,-,-,
13,Thailand (3х3),China (3х3),2.075,8.48,2.075,2,14,1.81,1.9,0,1.9,2.03,7,1.784,2.03,7,1.784,,,,,1.035,1.665,1.736,
14,Barcelona (4х4),Liverpool (4х4),1.032,10.1,13.7,1.89,9,1.905,1.76,-2.5+,2.04,1.925,6,1.875,2.056,3,1.765,,,,,-,-,9.94,
15,Manchester United (4х4),Juventus (4х4),1.61,5.02,3.84,1.936,7,1.864,2.045,-1+,1.775,2.13,4,1.712,1.925,3,1.875,,,,,1.136,1.22,2.29,
16,Black Panthers,Strazhy Galaktiki,-,-,-,2.15,5,1.7,-,-,-,-,-,-,,,,-,,-,-,-,-,-,
17,Ural University,Elevation,1.9,-,1.9,1.87,185.5,1.93,1.95,-0.5+,1.85,1.864,94.5,1.936,1.864,94.5,1.936,-,-,-,,,,,
18,Sofiia Demydenko,Taisiya Popsuishapka,1.08,-,7.38,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,
19,Denis Sokolchuk,Stepan Guryanov,1.21,-,3.8,1.88,22.5,1.845,2.125,-4.5+,1.656,-,-,-,-,-,-,-,-,-,,,,,
20,Canada (Amateur),Switzerland (Amateur),-,-,-,-,-,-,1.9,-3+,1.9,-,-,-,,,,-,,-,-,-,-,-,
21,Dmitri Popov S.,Danil Khramukhin,2.195,-,1.645,1.9,77.5,1.84,1.875,+2.5-,1.864,1.925,39.5,1.816,1.885,40.5,1.86,-,-,-,,,,,
22,Ilona Kremen,Elena Bairasheuskaya,1.465,-,2.616,2.05,25.5,1.72,1.88,-2.5+,1.92,-,-,-,-,-,-,-,-,-,,,,,
23,Blazar,Pulsar,4.52,12.1,1.24,1.9,102.5,1.9,1.84,+8.5-,1.97,1.78,46.5,1.93,1.89,55.5,1.81,-,,-,,,,,-
24,Bulls,Olympians,-,-,-,1.19,8.5,3.67,1.88,-4+,1.92,-,-,-,,,,-,,-,-,-,-,-,
25,Storm,Hurricane,3.88,-,1.195,1.88,79.5,1.78,1.885,+5.5-,1.78,1.88,37.5,1.78,1.936,42.5,1.736,-,-,-,,,,,
26,Paris Saint-Germain (ACL),Barcelona (ACL),-,-,-,-,-,-,1.87,+6-,1.87,-,-,-,-,-,-,,,,,-,-,-,
27,Kazakhstan (3х3),Russia (3x3),1.56,5.62,3.8,1.98,14,1.77,1.87,-1+,1.87,2.025,7.5,1.736,2.025,6.5,1.736,,,,,1.096,1.22,2.21,
28,Alexander Kuritsyn,Alexandrina Serdyukovskaya,3.295,-,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
29,USA (AHL),Finland (AHL),-,-,-,2.3,6.5,1.62,1.9,0,1.9,-,-,-,,,,-,,-,-,-,-,-,
30,Merseyside,Blue London,1.616,7.62,3.025,1.95,23,1.795,1.832,-1+,1.905,1.96,12,1.784,2.025,11,1.736,,,,,1.04,1.33,2.11,
31,American Eagles,Australian Spiders,-,-,-,1.9,105.5,1.9,1.89,-20.5+,1.91,1.94,63.5,1.77,1.92,42.5,1.79,-,,-,,,,,-
32,Bruins vrn,Penguins vrn,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,-,-,-,-,-,
33,Arsenal (4х4),Torpedo (4х4),1.56,-,2.49,1.89,102.5,1.91,1.944,-4.5+,1.86,1.92,51.5,1.88,1.965,51.5,1.84,-,-,-,,,,,
