,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
432,34,Gazprom-Ygra,Sinara,4.15,3.55,1.8,1.9,1.25,1.19,0.0,2.9,0.0,1.36,3.5,1.93,1.77,21.0
433,35,Pervomay (w),Gorchitsa (w),2.25,,1.55,,,,5.5,1.68,-5.5,2.05,94.5,1.8,1.9,8.0
434,36,SGSPU-EKOVOZ (w),Zvezda Saint Petersburg (w,,,,,,,5.5,1.65,-5.5,2.1,5.5,1.65,2.1,4.0
435,37,VVA Podmoskovye,Bulava,,,,,,,-27.5,1.83,27.5,1.87,53.5,1.83,1.87,12.0
436,38,Sydney Swans,Western Sydney,,,,,,,-46.5,1.55,46.5,2.3,,,,
437,39,Uni-7-Eleven Lions,Brothers Elephants,2.3,,1.55,,,,1.5,1.65,-1.5,2.1,11.5,2.05,1.68,22.0
438,40,Chiba Lotte Marines,Nippon Ham Fighters,,,,,,,0.0,1.15,0.0,4.7,12.5,1.68,2.05,16.0
439,41,Seibu Lions,Rakuten Gold. Eagles,,,,,,,2.5,3.15,-2.5,1.3,11.5,1.73,2.0,6.0
440,42,Yomiuri Giants,Yakult Swallows,,,,,,,0.0,1.3,0.0,3.15,,,,
441,43,Kiwoom Heroes,Hanwha Eagles,,,,,,,0.0,1.05,0.0,8.0,7.5,1.83,1.87,6.0
442,44,KT Wiz,Wyverns,,,,,,,0.0,7.0,0.0,1.07,17.5,1.67,2.08,17.0
443,45,LG Twins,KIA Tigers,,,,,,,,,,,,,,
444,46,Lotte Giants,NK Dinos,,,,,,,7.5,1.25,-7.5,3.55,11.5,1.87,1.83,2.0
445,47,Samsung Lions,Doosan Bears,,,,,,,0.0,1.13,0.0,5.0,5.5,1.75,1.95,8.0
446,48,Rooster,AVANT,,,,,,,,,,,,,,
447,49,SKADE,Copenhagen Flames,,,,,,,,,,,,,,
448,50,Wisla Krakow,BIG Academy,,,,,,,,,,,,,,
449,51,Endpoint,Heroic,7.0,,1.07,,,,,,,,,,,3.0
450,52,Tempo,Omegalil,,,,,,,,,,,,,,
451,53,Victory Five,FunPlus Phoenix,,,,,,,,,,,,,,
