0,Fakhretdinov (ROB) Lokom.,Ordinartsev (frZ) Real,6.20,3.50,1.57,2.25,1.25,1.09,+1.5,1.20,-1.5,3.95,4.5,2.45,1.48,+33
1,Netherlands (Hrusch),England (slezaintima),2.90,2.45,3.05,1.33,1.48,1.35,0,1.80,0,1.90,1.5,1.53,2.35,+7
2,France (nikkitta),Italy (DangerDim77),2.95,2.65,2.75,1.40,1.42,1.35,+1.5,1.12,-1.5,5.40,2.5,2.30,1.55,+37
3,RB Leipzig (Skromnuy),Bayer L (LaikingDast),1.45,3.15,13.00,,1.30,2.55,-1.5,3.80,+1.5,1.22,1.5,1.53,2.35,+40
4,Bayern (vrico),Borussia M (Boulevard_Pr.),19.00,4.50,1.25,3.55,1.16,,+1.5,1.33,-1.5,3.00,1.5,1.55,2.30,
5,Liverpool (Unknown),PSG (CarlWhizzer),,,,,,,,,,,,,,
6,Dinamo Altay,Krasnoyarskie Rysi,,,,,,,-3.5,3.40,+3.5,1.27,7.5,2.40,1.50,+6
7,Moscow Kremlevci,Centrovie Kulturologi,2.25,3.70,2.85,1.40,1.25,1.60,-1.5,3.80,+1.5,1.25,11.5,1.85,1.90,+44
8,Russia (nazar4ik99),Canada (IanJoe),4.20,1.43,6.90,1.07,2.60,1.19,0,1.50,0,2.40,4.5,2.30,1.55,+6
9,USA (lalkoff),Finland (Joker),11.00,1.85,2.20,1.60,1.85,1.01,0,4.80,0,1.15,4.5,1.65,2.10,+27
10,Old Stars,BK Voriors,1.67,,2.07,,,,-2.5,1.85,+2.5,1.85,182.5,1.87,1.83,+2
11,New Orleans Pelicans (bird_033),Utah Jazz (Galka_khv),,,,,,,+12.5,1.83,-12.5,1.87,90.5,1.90,1.80,+6
12,Romantika (w),Greenland (w),2.00,,1.72,,,,+0.5,1.97,-0.5,1.73,86.5,1.90,1.80,+24
13,France (Ballvanni),Australia (JTD),,,,,,,+46.5,1.87,-46.5,1.83,71.5,1.85,1.85,+16
14,Hawthorn,Essendon,,,,,,,-38.5,1.85,+38.5,1.85,133.5,1.85,1.85,+4
15,Yomiuri (r),Chiba Lotte (r),,,,,,,0,6.60,0,1.08,9.5,2.10,1.65,+19
16,Renegades,ORDER,1.18,,4.20,,,,,,,,,,,+3
17,Team Aspirations,Sunrise,,,,,,,,,,,,,,
18,Team Trust,Team Adroit,,,,,,,,,,,,,,
