19,Dynamo (Amateur),Lokomotiv (Amateur),1.29,4.42,10,2.344,8.5,1.5,1.78,-1+,2.035,1.87,4.5,1.93,2,3.5,1.81,,,,,-,-,-,
20,Semen Sharlay,Edward Riman,1.01,-,16.2,1.44,20.5,2.67,1.39,-4.5+,3.01,-,-,-,-,-,-,-,-,-,,,,,
21,Naos,Ozon,1.408,12.2,3.144,1.95,107.5,1.85,1.94,-6.5+,1.86,1.82,56.5,1.88,1.89,50.5,1.81,-,,-,,,,,-
22,Bulls,Anubisdogs,2.17,7.21,2.075,1.94,10.5,1.73,1.944,0,1.86,1.92,5,1.88,,,,-,,-,-,1.05,1.665,1.58,
23,China (Amateur) Women,Japan (Amateur) Women,1.83,-,1.83,1.835,85.5,1.825,1.79,+0.5-,1.875,1.805,42.5,1.856,1.805,42.5,1.856,-,-,-,,,,,
24,India (Kung),South Korea (Kung),1.275,-,3.25,1.845,100.5,1.82,1.72,-3.5+,1.95,1.865,46.5,1.795,1.816,49.5,1.848,-,-,-,,,,,
25,China (Kung),Iran (Kung),3.06,-,1.304,1.81,95.5,1.85,1.8,+6.5-,1.86,1.85,46.5,1.81,1.83,46.5,1.83,-,-,-,,,,,
26,Real Madrid (ACL),Paris Saint-Germain (ACL),8.14,4.22,1.384,1.784,12.5,1.96,1.87,+1-,1.87,1.595,5.5,2.255,1.595,6.5,2.255,,,,,1.17,2.78,1.03,
27,Venlo (Amateur),Den Haag (Amateur),1.856,6.01,2.66,1.79,6.5,2.025,1.61,0,2.315,1.888,3.5,1.912,1.87,3,1.93,,,,,1.08,1.42,1.805,
28,ECON,LAW,2.29,4.82,2.29,1.935,4.5,1.865,1.9,0,1.9,1.71,2,2.136,1.71,2,2.136,,,,,1.144,1.55,1.61,
29,Vladislav Lashkov,Nikita Medenko,3.344,-,1.275,-,-,-,2.99,+2.5-,1.36,-,-,-,-,-,-,-,-,-,,,,,
30,Asian Tigers,Australian Spiders,7.89,13,1.09,1.97,102.5,1.84,1.99,+10.5-,1.82,-,-,-,-,-,-,-,,-,,,,,-
31,Arsenal (4х4),Traktor (4х4),1.205,-,4.72,1.895,92.5,1.905,1.925,-9.5+,1.875,2.05,50.5,1.77,1.895,41.5,1.905,-,-,-,,,,,
32,Portugal (SSL),Australia (SSL),1.66,8.51,2.76,1.92,14,1.88,1.9,-1+,1.9,1.96,7.5,1.84,1.96,6.5,1.84,,,,,1.035,1.39,2.19,
33,Russia (SSL) Women,England (SSL) Women,2.07,8.69,2.07,1.835,14.5,1.968,1.9,0,1.9,2.056,7.5,1.765,2.056,7.5,1.765,,,,,1.035,1.67,1.74,
34,Roman Gumenyuk,Anton Bondarik,1.304,-,3.39,1.87,20.5,1.93,1.792,-3.5+,2.02,-,-,-,-,-,-,-,-,-,,,,,
35,Red Lions,Blue Eagles,4.21,-,1.225,1.9,178.5,1.9,1.96,+10.5-,1.84,1.88,84.5,1.92,1.864,93.5,1.936,-,-,-,,,,,
36,Atletico (Amateur),Real Betis (Amateur),2.575,5.2,2,1.81,5,2,2.175,0,1.685,2.096,2.5,1.74,1.792,2.5,2.02,,,,,1.11,1.72,1.42,
37,Egor Brusilovsky,Diana Starovoitova,1.72,-,2.025,1.44,28.5,2.62,1.72,+0.5-,2.025,-,-,-,-,-,-,-,-,-,,,,,
38,Knights (Red),Mariners (Blue),2.425,10.3,1.66,1.93,225.5,1.87,1.9,+2.5-,1.9,1.85,111.5,1.85,1.78,113.5,1.92,-,,-,,,,,-
39,Proletarii Hockeya,Kalinin Front,2.27,4.76,2.38,1.8,8.5,2.01,1.98,0,1.83,2.13,4.5,1.68,,,,-,,-,-,1.17,1.544,1.595,
40,Proletarii Hockeya,Kalinin Front,5.16,1.47,5.16,2.24,0.5,1.65,1.9,0,1.9,3.55,0.5,1.28,,,,-,,-,-,2.585,1.145,1.145,
41,Argentina (TSL),Brazil (TSL),1.904,8.91,2.2,1.77,24,1.896,1.77,0,2.05,1.8,12,2.02,1.992,12,1.815,,,,,1.01,1.61,1.76,
42,Belgium (TSL) Women,Brazil (TSL) Women,2.07,8.6,2.07,1.75,18,1.92,1.9,0,1.9,1.88,9,1.92,1.88,9,1.92,,,,,1.025,1.69,1.64,
43,Michail Abramov,Georgiy Smirnov,-,-,-,1.34,17.5,3.09,1.36,+6.5-,2.99,-,-,-,-,-,-,-,-,-,,,,,
44,Malaysia (Amateur),Thailand (Amateur),1.83,-,1.83,1.832,91.5,1.825,1.775,+0.5-,1.888,1.816,44.5,1.845,1.816,44.5,1.845,-,-,-,,,,,
45,Robben team,Beckham team,1.845,-,1.96,1.83,5.5,1.975,3.184,-1.5+,1.32,1.7,3,2.15,2.12,3,1.72,,,,,-,-,-,
46,Aurora (Women),Victory (Women),1.62,-,2.295,1.93,186.5,1.87,1.856,-2.5+,1.944,1.925,95.5,1.88,1.885,94.5,1.92,-,-,-,,,,,
