0,Oostende,Anderlecht,4.20,4.30,1.67,2.15,1.20,1.20,+1.5,1.43,-1.5,2.75,2.5,1.57,2.35,+245
1,Stal Mielec,Gornik Zabrze,2.75,3.45,2.45,1.52,1.30,1.42,+1.5,1.15,-1.5,5.10,2.5,2.18,1.65,+232
2,AEL Limassol,NEA Salamina,2.20,2.30,5.40,1.13,1.58,1.63,-1.5,5.90,+1.5,1.12,3.5,2.65,1.45,+104
3,Boulogne,Red Star FC 93,1.32,4.50,10.00,1.02,1.16,3.10,-1.5,2.85,+1.5,1.37,2.5,2.80,1.40,+102
4,Concarneau,Stade Briochin,2.60,2.17,4.30,1.18,1.62,1.45,-1.5,7.00,+1.5,1.07,0.5,1.38,2.80,+128
5,Creteil Lusitanos,Orleans,2.45,2.35,4.15,1.19,1.53,1.48,-1.5,6.40,+1.5,1.08,1.5,2.35,1.53,+152
6,Le Mans,Quevilly,13.00,6.50,1.17,4.40,1.08,,+1.5,2.02,-1.5,1.70,3.5,2.00,1.72,+95
7,Sete,Lyon Duchere,9.50,3.65,1.42,2.65,1.25,1.02,+1.5,1.28,-1.5,3.35,2.5,2.55,1.45,+102
8,Villefranche,Cholet,1.90,2.50,6.40,1.08,1.47,1.80,-1.5,4.50,+1.5,1.16,1.5,2.45,1.48,+125
9,Granada Cf,Valladolid,,,,,,,,,,,,,,
10,Germany Egestorf,Schwachhausen,1.09,8.50,23.00,,1.04,6.10,-1.5,1.55,+1.5,2.30,2.5,1.80,1.90,+35
11,Sterkrade 72,Buschhausen,,,,,,,-4.5,1.75,+4.5,1.95,7.5,1.65,2.10,+7
12,Kevelar SF-2,TUS Bort,1.02,,,,,12.50,-3.5,1.95,+3.5,1.75,5.5,1.65,2.10,+7
13,Valencia,Villarreal,13.00,5.20,1.25,3.75,1.14,1.01,+1.5,1.65,-1.5,2.15,2.5,1.85,1.90,+113
14,Mosta FC,Zejtun Corinthians,2.25,3.65,2.80,1.38,1.25,1.57,-1.5,3.90,+1.5,1.20,2.5,1.70,2.02,+207
15,Penistone Church,Brighouse Town,2.25,4.30,2.45,1.48,1.18,1.57,-1.5,3.85,+1.5,1.22,3.5,2.02,1.70,+208
16,Trafford,Matlock Town,3.10,3.85,2.00,1.72,1.22,1.32,+1.5,1.28,-1.5,3.30,2.5,1.70,2.02,+206
17,Worrington Town,City Liverpool,1.10,9.00,17.00,,1.03,5.80,-2.5,1.97,+2.5,1.73,4.5,1.90,1.80,+153
18,Rushden & Diamonds,Bedford Town,1.62,4.15,4.50,1.16,1.19,2.15,-1.5,2.55,+1.5,1.45,3.5,2.13,1.64,+207
19,Coalville Town,Mickleover,1.63,4.50,4.05,1.20,1.16,2.15,-1.5,2.55,+1.5,1.45,3.5,2.02,1.70,+211
20,Leek Town,Congleton T,1.23,7.00,7.90,1.05,1.07,3.75,-2.5,2.20,+2.5,1.60,4.5,1.75,1.95,+9
21,FC Gleisdorf 09,Ried,,,,,,,,,,,,,,
22,Vienna FC 1894,Mannsdorf,,,,,,,,,,,4.5,5.50,1.11,
23,Grodig,SKU Amstetten,,,,,,,,,,,,,,
24,Treibach,SV Horn,,,,,,,,,,,,,,
25,Worgl,Union VB Vocklamarkt,,,,,,,,,,,,,,
26,WSC Hertha Wels,Admira,,,,,,,,,,,,,,
27,KSV 1919,Anif/Salzburger-2,,,,,,,-4.5,1.90,+4.5,1.80,7.5,2.10,1.65,
28,Sturm Graz,Innsbruck,,,,,,,-8.5,2.03,+8.5,1.70,8.5,1.83,1.87,+20
29,Gnas,Lafnitz-2,,,,,,,,,,,,,,
30,OTSU Hallein,Bergheim,,,,,,,,,,,3.5,5.00,1.14,
31,Sankt Margarethen,Leithaprodesdorf,,,,,,,-2.5,1.45,+2.5,2.55,4.5,2.80,1.40,+67
32,Zams,Motz/Silz,26.00,11.00,1.06,7.30,1.01,,+2.5,1.67,-2.5,2.08,3.5,1.50,2.45,+103
33,SV Spittal,Ried (am),7.40,1.25,6.80,1.07,3.55,1.06,,,,,2.5,3.45,1.25,+4
34,Sc Weiz,Deutschlandsberger,,,,,,,,,,,,,,
35,Dnepr FC Mogilev,Islotch Minsk,,,,,,,,,,,3.5,6.40,1.08,
36,Seraing,Deinze,22.00,8.00,1.09,6.10,1.05,,+2.5,1.40,-2.5,2.70,3.5,1.75,1.95,+98
37,Beroe Stara Zagora,Botev Vratsa,,,,,,,-3.5,1.77,+3.5,1.97,4.5,1.75,2.00,+98
38,Diosgyori VTK,MTK Budapest,1.50,4.05,6.40,1.10,1.22,2.50,-1.5,2.75,+1.5,1.43,2.5,1.77,1.97,+117
39,HJK Hellerup,Tarnby AB,,,,,,,,,,,,,,
40,St. Patrick's CYFK,Firhouse Clover,1.30,6.80,6.00,1.09,1.07,3.20,-1.5,1.70,+1.5,2.02,5.5,2.05,1.68,+9
41,Athlone Town,Wexford,2.80,3.70,2.20,1.60,1.23,1.38,+1.5,1.22,-1.5,3.85,2.5,1.70,2.02,+223
42,Leiknir Reykjavik,Keflavik IF,1.13,7.50,17.00,,1.06,5.10,-1.5,1.45,+1.5,2.55,6.5,2.35,1.53,+89
43,UMFN Njarvik,Kordrengir,1.40,4.20,7.90,1.05,1.19,2.75,-1.5,2.65,+1.5,1.40,2.5,1.80,1.90,+115
44,Banga-2,Silute,,,,,,,,,,,3.5,6.00,1.09,
45,Chojniczanka Chojnice,Pogon Siedlce,,,,,,,-3.5,2.20,+3.5,1.60,6.5,2.50,1.47,+46
46,Grom Warsaw,Naprzod Brwinow,1.25,5.90,9.50,1.02,1.10,3.55,-1.5,1.85,+1.5,1.85,3.5,2.10,1.65,+129
47,UTA Arad,Voluntari,3.00,2.35,3.30,1.30,1.55,1.35,-1.5,8.00,+1.5,1.06,1.5,2.20,1.65,+160
48,Metalac GM,Cukaricki,,,,,,,,,,,0.5,10.50,1.04,
49,Aucsilium,Sparta Dnepr,1.43,4.70,5.90,1.10,1.15,2.60,-1.5,2.35,+1.5,1.52,6.5,1.55,2.30,+6
50,TB Tvoroyri,Vikingur Gota,7.50,2.45,1.85,1.85,1.48,1.06,0,4.20,0,1.19,3.5,2.70,1.40,
51,EB/Streymur,Fuglafjordur,2.80,2.90,2.65,1.42,1.35,1.38,+1.5,1.11,-1.5,5.60,1.5,1.72,2.00,+151
52,ACE,Nops,,,,,,,,,,,,,,
53,Valtti,SAPA 3,11.50,4.50,1.30,3.20,1.16,1.01,+1.5,1.30,-1.5,3.20,3.5,1.50,2.40,+70
54,POHU,Tikka,3.75,2.30,2.65,1.42,1.55,1.23,+1.5,1.11,-1.5,5.60,3.5,2.30,1.55,+90
55,NK Gorica,Sibenik,1.16,6.10,24.00,,1.11,4.90,-1.5,1.77,+1.5,1.97,2.5,1.80,1.95,+141
56,Inter Zapresic,Cibalia Vinkovci,1.04,13.00,34.00,,,8.50,-2.5,2.15,+2.5,1.63,3.5,1.80,1.90,+99
57,Medjimurje,Dubrava NK,1.40,4.20,7.50,1.06,1.19,2.75,-1.5,2.70,+1.5,1.40,4.5,1.88,1.82,+92
58,Huddinge U19,Vallentuna U19,2.80,3.00,2.55,1.45,1.35,1.38,+1.5,1.13,-1.5,5.20,1.5,1.58,2.25,+153
59,Genk (w),Royal Charleroi SC (w),1.55,5.00,4.20,1.19,1.13,2.30,-1.5,2.25,+1.5,1.57,5.5,2.15,1.62,+2
60,White Star Woluwe (w),Zulte-Waregem (w),2.35,3.90,2.50,1.47,1.20,1.53,-1.5,4.50,+1.5,1.17,2.5,2.10,1.65,+41
61,Thor/Ka (w),Valur Reykjavik (w),61.00,9.00,1.06,7.30,1.03,,+1.5,1.47,-1.5,2.50,1.5,1.90,1.80,+12
62,Fjolnir (w),Volsungur (w),6.50,3.20,1.63,2.15,1.30,1.08,+1.5,1.27,-1.5,3.40,2.5,1.90,1.80,+117
63,Enskede U19 (w),Sollentuna U19 (w),,,,,,,-6.5,1.80,+6.5,1.90,7.5,2.25,1.58,+2
64,Shemyakin (PSG) PSG,Klenov (KAB) Inter,3.55,2.95,2.17,1.62,1.35,1.25,+1.5,1.17,-1.5,4.40,1.5,1.70,2.02,+92
65,Man. City (Chellovekk),Man.United (FEARGGWP),,,1.03,11.50,,,+2.5,1.40,-2.5,2.80,2.5,1.45,2.55,
66,Liverpool (BlackStar98),Arsenal L (sane4ek8),3.70,1.70,4.60,1.16,2.02,1.23,0,1.68,0,2.05,0.5,1.65,2.10,+7
67,Sevilla (Aventon),Barcelona (Oolancer),,,1.02,12.50,,,+2.5,1.65,-2.5,2.10,3.5,2.30,1.55,+7
68,Real Sociedad (Den1Bravo),Betis (Oliver),4.50,2.25,2.45,1.48,1.57,1.16,0,2.55,0,1.45,1.5,2.80,1.40,+7
69,Villarreal (Iceman),Getafe (Spursmax),1.18,5.20,24.00,,1.13,4.30,-1.5,2.20,+1.5,1.60,4.5,2.70,1.40,
70,Valencia (Kiser),REAL MADRID (SPECIALIST),1.14,6.70,17.00,,1.07,4.90,-1.5,1.70,+1.5,2.02,3.5,2.35,1.53,+36
71,Sporting (Archi),Fenerbahce (Totti),7.40,4.90,1.35,2.95,1.14,1.06,+1.5,1.75,-1.5,1.95,2.5,1.57,2.25,+2
72,Man.United (Diablo),Milan (Paulo),4.60,5.10,1.50,2.40,1.13,1.16,+1.5,1.60,-1.5,2.20,3.5,1.60,2.20,+2
73,Lokomotiv M (HovHar),Shakhtar D (Tigo),8.50,7.10,1.20,4.05,1.06,1.04,+2.5,1.57,-2.5,2.25,9.5,2.20,1.60,
74,Ambri-Piotta,Davos,72.00,12.00,1.03,9.00,,,+2.5,1.67,-2.5,2.07,3.5,2.35,1.52,+84
75,Rodovre,Esbjerg,3.10,2.45,2.85,1.37,1.48,1.32,+1.5,1.13,-1.5,5.10,7.5,1.75,1.95,+58
76,Geneve Servette,Visp,,,,,,,-2.5,1.70,+2.5,2.02,3.5,2.60,1.45,+27
77,Herning,Frederikshavn,4.40,1.65,4.10,1.19,2.10,1.17,+1.5,1.05,-1.5,8.50,4.5,1.82,1.88,+47
78,Lausanne Hc,Ajoie,2.45,4.40,2.25,1.57,1.17,1.48,+1.5,1.25,-1.5,3.45,5.5,2.02,1.70,+159
79,Winterthur,EHC Basel,1.10,8.50,19.00,,1.04,5.80,-2.5,1.67,+2.5,2.07,5.5,1.83,1.87,+89
80,SKA St. Petersburg,Avangard,,,,,,,,,,,4.5,2.55,1.45,
81,Penguins Saint Petersburg,Elephants-2 Saint Petersburg,3.00,4.40,1.92,1.78,1.17,1.35,+1.5,1.55,-1.5,2.30,6.5,1.70,2.02,+98
82,Pyaterki,RZhD+ Пермь,,,,,,,-3.5,4.80,+3.5,1.15,7.5,2.90,1.35,+4
83,WarGamers-2,BYzone 2,1.95,3.90,3.20,1.30,1.20,1.75,-1.5,3.15,+1.5,1.30,4.5,1.85,1.85,+47
84,Edmonton Oilers (Agreneg),Washington Capitals (Dmitry_gavr13),,,,,,,-3.5,3.35,+3.5,1.28,5.5,1.70,2.02,+13
85,Basel U20,Valais-Wallis Future U20,3.70,4.60,1.70,2.02,1.16,1.23,+1.5,1.60,-1.5,2.20,5.5,1.62,2.15,+114
86,Brno,Kk Helios Domzale,1.01,,11.00,,,,-12.5,1.92,+12.5,1.78,151.5,1.83,1.87,+6
87,Joventut Badalona,Valencia B.C.,,,,,,,+16.5,1.78,-16.5,1.92,165.5,1.85,1.85,+26
88,GTK Gliwice,Torun,1.24,,3.60,,,,-5.5,1.78,+5.5,1.92,166.5,1.83,1.87,+8
89,Aix Maurienne Savoie,Saint-Chamond,2.40,,1.50,,,,+4.5,1.80,-4.5,1.90,164.5,1.83,1.87,+16
90,San Antonio Spurs (Reta),Golden State Warriors (Ellka),2.55,,1.45,,,,+4.5,1.85,-4.5,1.85,225.5,1.80,1.90,+6
91,Utah Jazz (Hayley),Denver Nuggets (Della),3.30,,1.28,,,,+6.5,1.87,-6.5,1.83,194.5,1.83,1.87,+6
92,Miami Heat (Wind),Portland Trail Blazers (Flame),5.55,,1.11,,,,+11.5,1.80,-11.5,1.90,195.5,1.87,1.83,+6
93,Memphis Grizzlies (aLikan_),New Orleans Pelicans (mcdonals999),,,,,,,-25,2.04,+25,1.69,,,,
94,Ballerz-mihey77 (white),Ringers-hatetw (black),1.60,,2.20,,,,-2.5,1.94,+2.5,1.76,37.5,1.75,1.95,+2
95,BM Antequera,Angel Ximenez Puente Genil,2.07,7.00,2.20,1.60,1.07,1.67,0,1.80,0,1.90,57.5,1.93,1.77,+10
96,Team Sydhavsoerne,Skanderborg Handbold Herrer,,,,,,,+11.5,1.72,-11.5,2.00,48.5,1.93,1.77,+10
97,SG Westwien,RK Maribor Branik,1.40,8.00,4.15,1.19,1.05,2.75,-2.5,1.88,+2.5,1.82,54.5,1.95,1.75,+10
98,Sava Sabac,Vrachar,,,,,,,-6.5,1.70,+6.5,2.03,17.5,2.03,1.70,+21
99,Ferencvarosi,Haladas,,,,,,,+2.5,1.50,-2.5,2.40,6.5,1.57,2.25,+6
100,Berettyoujfalu,Aramis,,,,,,,-2.5,1.62,+2.5,2.15,3.5,1.57,2.25,+19
101,Las Plantas,Strakonice,,,1.20,4.00,,,+1.5,1.93,-1.5,1.77,11.5,2.35,1.52,+20
102,Pitbulls Kolin,Vysoke Myto,,,,,,,+9.5,1.67,-9.5,2.07,14.5,1.77,1.93,+26
103,Basel Regio,Sparta Praha,1.67,4.70,3.70,1.23,1.15,2.07,-1.5,2.50,+1.5,1.47,9.5,2.03,1.70,+23
