,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
583,0,Wuhan Zall,Chongqing Lifan,1.45,3.55,10.0,1.03,1.27,2.65,-1.5,3.55,1.5,1.28,2.5,2.6,1.47,158.0
584,1,Daejeon Citizen,Seoul E-Land,3.0,2.35,3.1,1.32,1.53,1.35,-1.5,8.0,1.5,1.05,1.5,2.5,1.48,132.0
585,2,Khaan Khuns Erchim,Anduud City,1.04,14.0,38.0,,,8.5,-3.5,1.8,3.5,1.9,4.5,1.75,1.95,38.0
586,3,Blue Star,Country Lions,2.5,2.55,3.45,1.25,1.45,1.47,-1.5,5.6,1.5,1.11,3.5,2.0,1.72,96.0
587,4,Zheltie Tulpany,Krasnie Maki,1.48,5.1,4.7,1.15,1.13,2.47,-1.5,2.03,1.5,1.7,6.5,2.15,1.62,30.0
588,5,Kostin (NFC) Chelsea,Amoyan (EZ1) Atletico M,,,,,,,,,,,,,,
589,6,Dynamo K (LaikingDast),CSKA M (DangerDim77),1.28,,,,,3.3,-1.5,2.55,1.5,1.45,2.5,2.7,1.4,19.0
590,7,Shakhtar D (Hrusch),Lokomotiv M (d1pseN),3.4,1.8,4.3,1.18,1.9,1.27,0.0,1.67,0.0,2.08,0.5,1.5,2.4,54.0
591,8,AS ROMA (DIMQAA),Porto (Specialist),2.35,3.7,2.6,1.45,1.23,1.53,0.0,1.78,0.0,1.92,2.5,1.65,2.1,
592,9,BORUSSIA MONCHENGLADBACH (CARLWHIZZER),WOLVERHAMPTON WANDERERS (QUAVO),1.4,4.8,6.2,1.09,1.15,2.75,-1.5,2.05,1.5,1.68,4.5,2.0,1.72,82.0
593,10,Zvezda Moskva,HK Ryazan,1.17,9.0,10.0,1.03,1.05,4.7,-2.5,1.85,2.5,1.9,5.5,1.9,1.85,100.0
594,11,Spartak Moscow,Avangard,9.0,4.1,1.4,2.85,1.22,1.05,1.5,1.75,-1.5,2.0,3.5,2.3,1.58,127.0
595,12,SKA-Neva,Yugra,3.85,3.45,1.93,1.82,1.3,1.25,1.5,1.35,-1.5,3.1,4.5,2.05,1.75,166.0
596,13,Metallurg Nk,Buran Voronezh,1.42,5.1,5.5,1.11,1.13,2.65,-1.5,1.8,1.5,1.9,7.5,2.05,1.68,109.0
597,14,Ledovyy Desant,Stalker,4.3,4.6,1.6,2.25,1.18,1.2,1.5,1.62,-1.5,2.25,7.5,1.93,1.83,57.0
598,15,Mitrakov (D1S) Colorado,Zavgorodny (SPB) Pittsburg,1.45,4.9,5.2,1.13,1.14,2.55,-1.5,1.9,1.5,1.8,4.5,1.58,2.2,98.0
599,16,Columbus (Yarik_SH),Washington (IanJoe),1.67,4.3,4.05,1.2,1.18,2.07,-1.5,2.4,1.5,1.5,4.5,2.25,1.58,110.0
600,17,Boston Bruins (Joker),Toronto (nazar4ik99),1.57,4.9,4.15,1.19,1.14,2.25,-1.5,2.02,1.5,1.7,5.5,1.7,2.02,108.0
601,18,Anadolu Efes (Ash),CSKA Moscow (JoKeR),4.9,,1.14,,,,4.5,1.85,-4.5,1.85,126.5,1.83,1.87,
602,19,TSU-Hyundai Tbilisi (d),Mgzavredi Tbilisi (d),2.4,,1.5,,,,4.5,1.83,-4.5,1.87,144.5,1.8,1.9,8.0
603,20,Lincoln Un First Team,Tongren C3 Bar Team,2.3,,1.55,,,,3.5,1.8,-3.5,1.9,113.5,1.85,1.85,8.0
604,21,Minnesota Timberwolves (BoBBY),Sacramento Kings (SLAMDUNKVV),,,,,,,6.5,1.78,-6.5,1.92,110.5,1.9,1.8,6.0
605,22,Miami Heat (Potter),Portland Trail Blazers (Jasmine),,,,,,,,,,,,,,
606,23,FTK Tbilisi,Iliauni,3.15,4.0,1.95,1.75,1.2,1.31,0.0,2.35,0.0,1.52,5.5,1.95,1.75,25.0
607,24,Orange (w),Tsitron (w),1.95,,1.75,,,,0.5,1.88,-0.5,1.82,92.5,1.85,1.85,4.0
608,25,Australia (Kisha),Japan (JTD),1.45,20.0,2.55,,,,-2.5,2.15,2.5,1.62,29.5,1.76,1.94,12.0
609,26,Richmond,Gold Cost,,,,,,,-14.5,1.85,14.5,1.85,89.5,1.85,1.85,
610,27,CR4ZY,HellRaisers,,,,,,,,,,,,,,
611,28,K23,SJ,1.04,,8.5,,,,,,,,,,,
612,29,Neon Esports,For The Dream,,,,,,,,,,,,,,
