,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
489,14,Palmeira de Goianinha,Santa Cruz de Natal,1.6,3.2,6.8,1.07,1.3,2.2,-1.5,3.4,1.5,1.27,1.5,2.1,1.65,130.0
490,15,Treze,Campinense,1.95,2.8,4.7,1.15,1.38,1.75,-1.5,3.9,1.5,1.2,1.5,1.72,2.0,168.0
491,16,HFX Wanderers,Pacific,1.6,3.4,6.4,1.08,1.27,2.2,-1.5,3.1,1.5,1.32,2.5,1.6,2.2,148.0
492,17,River Plate,Nacional Football,4.6,2.2,2.5,1.5,1.63,1.18,1.5,1.1,-1.5,6.4,5.5,2.55,1.5,103.0
493,18,Belyye Rozy,Ryzhiye Lisy,1.4,4.3,7.5,1.06,1.18,2.75,-1.5,2.35,1.5,1.52,7.5,2.25,1.57,16.0
494,19,Athlone Town (w),Wexford Yts (w),,,1.85,1.85,,,0.0,4.1,0.0,1.2,1.5,2.65,1.42,7.0
495,20,Kostin (NFC) Chelsea,Zaporozhets (VEG) Bayern M,1.3,4.3,12.5,,1.18,3.2,-1.5,2.2,1.5,1.6,2.5,1.73,2.0,69.0
496,21,Man. City (vrico),Man.United (Skromnuy),3.5,2.4,2.65,1.42,1.5,1.25,1.5,1.07,-1.5,7.0,1.5,2.2,1.58,66.0
497,22,Liverpool (Bombit1t0),Tottenham (Arcos),4.6,1.87,3.0,1.35,1.83,1.16,0.0,2.3,0.0,1.55,0.5,1.53,2.35,54.0
498,23,Udinese (Walker),Fiorentina (Specialist),1.11,,,,,5.6,-2.5,2.5,2.5,1.47,3.5,1.65,2.1,
499,24,Parma (Aventon),SASSUOLO (OOLANCER),35.0,9.5,1.06,7.3,1.02,,2.5,1.55,-2.5,2.25,5.5,1.62,2.15,43.0
500,25,Juventus (Bobby),ATALANTA (INDRA13_27),,,,,,,3.5,2.13,-3.5,1.64,4.5,1.8,1.9,7.0
501,26,Arizona Coyotes,Colorado Avalanche,2.4,3.7,2.65,1.45,1.25,1.55,-1.5,3.7,1.5,1.25,5.5,1.95,1.8,168.0
502,27,Moscow Eshelon,Ace Banda,2.75,3.95,2.2,1.63,1.23,1.42,1.5,1.25,-1.5,3.8,7.5,2.1,1.7,54.0
503,28,Dzhersi 53,Legenda Moscow,2.25,5.1,2.25,1.57,1.13,1.57,-1.5,2.9,1.5,1.35,7.5,2.07,1.67,114.0
504,29,Basel U20,Rappersvil U20,1.35,4.8,7.3,1.06,1.15,2.95,-1.5,1.77,1.5,1.93,8.5,1.8,1.9,71.0
505,30,Portland Trail Blazers,Memphis Grizzlies,1.36,,3.15,,,,-5.5,1.9,5.5,1.9,230.5,1.87,1.93,24.0
506,31,Indiana (w),Los-Angeles (w),,,,,,,19.5,1.87,-19.5,1.83,166.5,1.9,1.8,26.0
507,32,Milan (Fosters23),Barcelona (jema11),,,,,,,-8.5,1.85,8.5,1.85,98.5,1.85,1.85,2.0
508,33,RK Vardar,RK Butel,1.07,15.0,13.0,1.02,1.01,7.0,-8.5,1.8,8.5,1.9,46.5,1.77,1.93,10.0
509,34,Huddersfield Giants,Warrington Wolves,7.1,5.9,1.25,,,,6.5,1.43,-6.5,2.6,36.5,1.85,1.85,4.0
510,35,O’Sullivan R,Wilson  Kyren,1.04,,10.0,,,,-7.5,1.75,7.5,1.95,28.5,1.95,1.75,36.0
511,36,Chicago Cubs,Mil Brewers,1.7,,2.02,,,,1.5,1.5,-1.5,2.45,8.5,1.85,1.85,19.0
512,37,Movistar Riders,Galaxy Racer Esports,,,,,,,,,,,,,,
513,38,RBG,New England Whalers,1.63,,2.14,,,,,,,,,,,
514,39,Rebirth,YEAH GAMING,2.3,,1.54,,,,,,,,,,,
515,40,OG,Heroic,3.75,,1.23,,,,,,,,,,,
516,41,Nigma,Alliance,,,,,,,,,,,,,,
517,42,SpaceStation Gaming,Team SoloMid,,,,,,,,,,,,,,
518,43,1 map. SpaceStation Gaming,Team SoloMid,2.2,,1.6,,,,1.5,1.85,-1.5,1.85,11.5,2.12,1.64,18.0
