0,Oklahoma City Thunder,Houston Rockets,2.69,11,1.49,-,232.5,1.76,1.95,+3.5-,1.85,1.87,114.5,1.79,1.85,117.5,1.91,3.3,2.12,2.99,,,,,
1,Oklahoma City Thunder,Houston Rockets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
2,Sint-Truidense,Oostende,5.1,1.536,5.1,2.432,0.5,1.584,1.92,0,1.92,4.24,0.5,1.22,4.24,0.5,1.22,,,,2.59,1.192,1.192,,
3,Alexander Zverev(5),Andy Murray(WC),1.49,-,2.704,1.864,21.5,1.975,1.975,-3.5+,1.864,1.88,12.5,1.88,1.83,11.5,1.94,-,-,,,,,-,
4,Denis Shapovalov(12),Jan-Lennard Struff,1.688,-,2.225,1.98,34,1.86,1.79,-2.5+,2.07,3.01,18.5,1.37,1.42,15.5,2.79,-,-,,,,,-,
5,Richard Gasquet,Roberto Bautista-Agut(8),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,
6,Klaasen/Marach(7),Rojer/Tecau,3.89,-,1.27,2.07,19.5,1.79,1.84,+4-,2.01,1.63,8.5,2.22,1.33,11.5,3.23,-,-,,,,,-,
7,Troyes AC,Le Havre,1.02,16,498,2.33,1.5,1.632,2.55,-1.5+,1.54,2.37,1.5,1.59,13.7,0.5,1.02,,,,1.025,-,16.5,,
8,Club Atletico Atenas,Rocha FC,2.28,3.04,3.3,1.736,2,2.1,1.61,0,2.31,1.68,1,2.13,1.56,0.5,2.36,,,,1.355,1.31,1.59,,
9,Anett Kontaveit(12),Jil Belen Teichmann(Q),1.008,-,20,10.8,19.5,1.04,6.91,-5+,1.09,11,12.5,1.03,10.2,7.5,1.03,-,-,,,,,-,
10,Naomi Osaka(4),Karolina Muchova,1.536,-,2.555,1.92,22.5,1.92,1.92,-2.5+,1.92,1.83,12.5,1.94,2.12,12.5,1.69,-,-,,,,,-,
11,Toronto Blue Jays,Tampa Bay Rays,2.96,-,1.42,1.688,6.5,2.225,1.74,+1.5-,2.14,1.88,2.5,1.88,1.69,3.5,2.12,,,,-,-,-,,
12,Red Star Saint-Ouen,Bastia,35,25,-,2.296,8.5,1.65,2.95,+2-,1.42,5.07,3.5,1.15,2.99,5.5,1.37,,,,-,-,-,,
13,Grotta Kria U19,Ungmennafelag Njarðvíkur U19,1.57,4.43,4.86,2.035,8,1.78,1.75,-1+,2.08,1.95,4.5,1.81,1.7,3,2.1,,,,1.19,1.165,2.325,,
14,Jokerit Team,SKA Team,6.41,4.66,1.408,2.048,7.5,1.77,2.03,+1-,1.784,1.768,3,2.056,,,,-,-,,1.152,2.7,1.08,,-
15,Canada team,Sweden team,5.57,4.93,1.43,1.936,8,1.864,2.05,+1-,1.77,2.145,3.5,1.704,,,,-,-,,1.14,2.616,1.11,,-
16,Alisher Karimjanov,Maxim Boboryko,1.048,-,9.2,1.885,116.5,1.856,1.415,-11.5+,2.76,1.888,64.5,1.856,1.9,52.5,1.84,-,-,,,,,-,
17,Vitaliy Shumakov,Bogdan Tikhonov,2.736,-,1.41,1.896,117.5,1.845,1.875,+3.5-,1.864,1.865,58.5,1.875,1.816,58.5,1.93,-,-,,,,,-,
18,Zenit+,Spartak+,2.17,7.44,2.06,1.795,10.5,2.016,1.95,0,1.85,2.096,5.5,1.736,2.02,5.5,1.792,,,,1.045,1.68,1.58,,
19,Real+,Inter+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
20,Germany (3x3),England (3x3),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
21,Artyom Rekunov,Denis Sokolchuk,1.19,-,4.39,1.78,16,1.97,-,-,-,1.152,9.5,4.92,1.79,6.5,1.955,-,-,,,,,-,
22,Cavs,Hornets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
23,City Devils,White Bruins,1.992,8.04,2.195,1.94,12.5,1.86,1.816,0,1.99,1.86,6.5,1.92,,,,-,-,,1.045,1.595,1.795,,-
24,Scorpion,Strazhy Galaktiki,-,-,-,1.93,6.5,1.87,-,-,-,1.62,3,2.1,,,,-,-,,-,-,-,,-
25,Club Victory,Ural Police,5.31,-,1.155,1.98,185.5,1.83,1.9,+9.5-,1.9,1.98,88.5,1.83,2.045,97.5,1.775,-,-,,,,,-,
26,Augsburg (Amateur),Mainz (Amateur),1.856,6.01,2.66,1.79,6.5,2.025,1.61,0,2.315,1.888,3.5,1.912,1.87,3,1.93,,,,1.095,1.42,1.845,,
27,Viktoria Glotova,Valeriya Chaykovskaya,4.68,-,1.15,1.96,20.5,1.77,2.485,+3.5-,1.488,-,-,-,-,-,-,-,-,,,,,-,
28,Alexander Boriskin,Aleksey Paleschikov,2.432,-,1.504,1.875,86.5,1.864,1.865,+3.5-,1.875,1.85,42.5,1.89,1.855,43.5,1.89,-,-,,,,,-,
29,Kira Toyisheva,Olga Nelyubina,6,-,1.104,2.01,69.5,1.75,2.04,+9.5-,1.73,2.41,32.5,1.53,2.04,39.5,1.72,-,-,,,,,-,
30,Holland (3x3),Germany (3x3),1.696,10,2.536,1.815,26.5,1.93,1.87,-1+,1.87,1.75,13.5,2.005,1.75,12.5,2.005,,,,1.008,1.456,1.99,,
31,Anton Bondarik,Aleksander Vasilevski,-,-,-,2.65,21.5,1.48,1.43,-4.5+,2.83,-,-,-,-,-,-,-,-,,,,,-,
32,Stars of Europe,Stars of America,2.608,3.185,2.608,1.39,11.5,2.664,1.9,0,1.9,-,-,-,,,,-,-,,1.29,1.432,1.41,,-
33,Venezuela (Kung),Ecuador (Kung),1.83,-,1.83,1.82,83.5,1.84,1.79,+0.5-,1.875,1.88,42.5,1.78,1.88,42.5,1.78,-,-,,,,,-,
34,Colombia (Kung),Mexico (Kung),1.83,-,1.83,1.82,83.5,1.84,1.79,+0.5-,1.875,1.88,42.5,1.78,1.88,42.5,1.78,-,-,,,,,-,
35,Arthur Mukomelov,Roman Korolev,3.67,-,1.28,1.94,109.5,1.86,1.98,+2.5-,1.825,1.944,55.5,1.856,1.915,55.5,1.888,-,-,,,,,-,
36,Dmitry Polyakov,Grigory Sludenko,1.51,-,2.56,1.875,109.5,1.925,1.92,-5.5+,1.885,1.895,56.5,1.905,1.85,53.5,1.955,-,-,,,,,-,
37,Kambrijcy,Drakony,3.455,5.69,1.625,2.085,10.5,1.744,1.504,+1.5-,2.336,1.82,4.5,1.99,3.16,6.5,1.26,,,,1.09,2.15,1.245,,
38,ENGIN,MECH,1.55,4.29,4.92,1.935,5.5,1.865,2.096,-1+,1.736,1.72,3,2.125,2.34,2.5,1.595,,,,1.18,1.14,2.42,,
39,Russia (3x3),Kazakhstan (3х3),9.2,10,1.1,1.82,18.5,1.92,1.84,+4-,1.9,2.02,7.5,1.74,1.74,11,2.03,,,,-,5.73,1.016,,
40,Anna Svetlova,Fedor Fomichev,1.504,-,2.5,2.02,21.5,1.74,1.91,-2.5+,1.89,-,-,-,-,-,-,-,-,,,,,-,
41,Yenisei (SVL) Women,Lokomotiv (SVL) Women,1.305,-,3.48,1.936,183.5,1.865,1.9,-6.5+,1.9,1.85,93.5,1.952,1.92,91.5,1.88,-,-,,,,,-,
42,Dmitry Dantsov,Konstantin Morgachev,-,-,-,1.9,50.5,1.9,1.904,+15.5-,1.896,1.9,17.5,1.9,-,-,-,-,-,,,,,-,
43,Gennady Urbanovich,Anastasiya Abramovich,1.115,-,6.04,1.82,18.5,1.985,2.01,-5.5+,1.75,-,-,-,-,-,-,-,-,,,,,-,
44,Sharks vrn,BlackHawks vrn,1.03,10,17,1.875,7,1.925,1.9,-3+,1.9,1.98,5,1.825,,,,-,-,,-,-,9.09,,-
45,Argentina (SSL),USA (SSL),1.835,5.36,2.86,2.08,11.5,1.745,2.375,-1+,1.584,2.115,6,1.72,2.155,5.5,1.7,,,,1.12,1.368,1.945,,
46,Panthers (Women),Foxes (Women),3.47,-,1.31,1.91,183.5,1.89,1.89,+6.5-,1.91,1.904,91.5,1.896,1.95,94.5,1.855,-,-,,,,,-,
47,Chetyre Ledokola,Moscow Eshelon,2.78,4.34,2.09,1.975,5.5,1.83,2.18,0,1.68,1.83,2.5,1.93,,,,-,-,,1.195,1.7,1.416,,-
