13,Rustavi II,TSU Tbilisi II,2.63,11,1.49,,,,-,-,-,1.85,+4.5-,1.89,1.91,78.5,1.81,1.91,82.5,1.81,-,-,,-,
14,SWU Basketball Club,Ban Bueng Devil Rays,-,-,-,,,,1.83,149.5,1.98,1.9,+24.5-,1.9,1.8,63.5,1.86,1.91,86.5,1.75,-,-,,-,
15,Aces,Military,1.125,-,6.05,,,,1.99,178.5,1.82,1.925,-6.5+,1.875,2.18,92.5,1.685,1.99,86.5,1.82,-,-,-,,
16,Yokohama DeNA BayStars,Hiroshima Toyo Carp,1.425,-,2.936,-,-,-,2.08,5.5,1.78,2,-1.5+,1.85,1.8,3,1.97,1.75,1.5,2.04,,,,,
17,Saitama Seibu Lions,Orix Buffaloes,3.89,-,1.27,-,-,-,1.89,5,1.95,1.92,+1.5-,1.92,1.95,1.5,1.81,1.76,3,2.02,,,,,
18,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
19,Fukuoka SoftBank Hawks,Chiba Lotte Marines,4.04,-,1.26,-,-,-,2.02,8,1.83,1.736,+2-,2.144,1.81,2.5,1.95,1.84,4.5,1.92,,,,,
20,Hanshin Tigers,Yomiuri Giants,-,-,-,-,-,-,1.82,4.5,2.03,1.95,+1.5-,1.89,2.06,1.5,1.73,-,-,-,,,,,
21,Chunichi Dragons,Tokyo Yakult Swallows,1.85,-,2,-,-,-,1.85,14,2,1.75,0,2.13,1.9,7,1.86,1.81,6.5,1.95,,,,,
22,Gold Coast Knights U20,Brisbane Roar U20,6.48,5.16,1.39,2.88,1.145,1.1,2.08,3.5,1.75,1.91,+1.5-,1.89,2.25,1,1.61,1.97,2.5,1.8,,,,,
23,University Azzurri,Port Darwin,1.73,4.19,3.98,1.23,1.21,2.048,1.93,4,1.87,2.13,-1+,1.71,2.07,2.5,1.72,1.88,1.5,1.88,,,,,
24,Redlands United,Brisbane Olympic,9.52,6.01,1.25,3.71,1.11,1.04,2.08,3,1.75,2.05,+1.5-,1.77,1.96,0.5,1.81,2.16,2.5,1.67,,,,,
25,Kawana II,Caloundra II,-,-,-,-,-,-,2.136,3.5,1.71,1.46,+3.5-,2.73,4.37,0.5,1.2,2.28,3.5,1.6,,,,,
26,Pacific Pines II,Kingscliff Green II,8.93,5.78,1.27,3.54,1.12,1.05,2.12,3,1.72,2.01,+1.5-,1.8,2.01,0.5,1.77,1.7,2,2.11,,,,,
27,Quirine Lemoine,Chantal Sauvant,1.12,-,6.19,,,,1.9,20.5,1.9,2.1,-5.5+,1.74,-,-,-,-,-,-,-,-,-,,
28,Laura Pigossi,Silvia Ambrosio,1.18,-,4.81,,,,1.84,26,1.97,1.73,-2.5+,2.11,2.39,14.5,1.51,2.12,12.5,1.64,-,-,-,,
29,Eva Gartseva,Ksenia Khlynova,5.82,-,1.096,,,,1.68,27.5,2.085,1.656,+2.5-,2.12,-,-,-,-,-,-,-,-,-,,
30,Irina Ermakova,Anna Kondratova,1.34,-,3.02,,,,1.9,118.5,1.84,1.66,-6.5+,2.14,1.9,63.5,1.84,1.95,58.5,1.79,-,-,-,,
31,Marsel Kurmaev,Alexey Dubinin,4.41,-,1.17,,,,1.925,37.5,1.8,2.2,+6.5-,1.61,-,-,-,-,-,-,-,-,-,,
32,Dinamo Team,Severstal Team,9.61,7.65,1.18,4.26,1.05,1.025,1.81,5.5,2,1.855,+2-,1.95,1.656,1.5,2.23,,,,-,-,,,-
33,Russia team (Women),Canada team (Women),-,10,17,-,-,10,2.02,7,1.792,1.856,-2+,1.944,2.225,4.5,1.656,,,,-,-,,,-
34,Ivan Grishunin,Sergei Shmelyov,1.2,-,4.05,,,,1.89,111.5,1.85,2.11,-7.5+,1.68,1.91,57.5,1.83,1.896,52.5,1.848,-,-,-,,
35,Triumf (White),Sokol (Yellow),3.16,10,1.42,,,,1.95,92.5,1.86,1.94,+4.5-,1.86,1.83,43.5,1.87,1.83,48.5,1.87,-,-,,-,
36,Spain (3х3),Italy (3х3),2.93,2.51,2.93,1.35,1.464,1.35,2.155,7.5,1.696,1.9,0,1.9,1.8,3.5,2.01,1.8,3.5,2.01,,,,,
37,Liverpool (4х4),Chelsea (4х4),1.384,4.35,7.73,1.05,1.175,2.78,2.225,5,1.656,1.845,-1+,1.96,2.25,3,1.645,2.375,2,1.59,,,,,
38,Manchester City (4х4),Juventus (4х4),2.725,2.78,2.816,1.375,1.384,1.4,1.8,5.5,2.01,1.87,0,1.93,1.625,2.5,2.285,1.648,2.5,2.245,,,,,
39,Raptors,Nets,1.51,9.93,2.88,,,,1.85,65.5,1.95,1.88,-3.5+,1.92,1.82,34.5,1.89,1.94,31.5,1.77,-,-,,-,
40,Beast,Titan,-,-,-,-,-,-,1.69,5.5,2.165,-,-,-,-,-,-,,,,-,-,,,-
41,Hamburg (Amateur),Borussia (Amateur),-,-,-,-,-,-,2.03,8.5,1.784,-,-,-,1.8,5,2.01,1.97,3.5,1.83,,,,,
42,Dmitriy Zaharkin,Vladimir Sandrkin,7.08,-,1.06,,,,1.696,28.5,2.06,1.696,-0.5+,2.06,-,-,-,-,-,-,-,-,-,,
43,Igor Matveychuk,Aleksandr Kuzmichev,5.97,-,1.1,,,,2.12,31.5,1.66,1.95,+2.5-,1.78,-,-,-,-,-,-,-,-,-,,
44,Sweden (Amateur),Czech Republic (Amateur),17,10,-,10,-,-,1.925,5.5,1.875,1.9,+3-,1.9,2.32,1.5,1.6,,,,-,-,,,-
45,Freedom,Infiniti,2.375,-,1.584,,,,1.925,187.5,1.875,1.94,+3.5-,1.86,1.896,94.5,1.904,1.936,96.5,1.864,-,-,-,,
46,Bears (blue),Falcons (white),1.59,9,2.76,1.41,1.04,2.23,1.8,99.5,1.97,1.88,-1.5+,1.88,1.81,50.5,1.96,1.98,49.5,1.79,,,,,
47,Ivan Volodkevich,Anastasiya Abramovich,1.07,-,8.23,,,,2.104,23.5,1.73,1.625,-3.5+,2.285,-,-,-,-,-,-,-,-,-,,
