0,Doosan Bears,Lotte Giants,1.31,-,3.43,-,-,-,1.76,12.5,2.06,1.76,-2.5+,2.06,1.84,7.5,1.92,1.75,4.5,2.04,,,,,
1,KIA Tigers,LG Twins,2.31,-,1.61,-,-,-,1.9,7.5,1.9,1.7,+1.5-,2.15,2.04,3.5,1.75,1.69,3.5,2.12,,,,,
2,Kiwoom Heroes,NC Dinos,3.43,-,1.31,-,-,-,2.06,9.5,1.76,1.76,+2.5-,2.06,1.73,2.5,2.06,1.88,5.5,1.88,,,,,
3,KT Wiz,Samsung Lions,1.83,-,1.98,-,-,-,1.94,9.5,1.86,1.87,0,1.93,1.81,4.5,1.95,2.04,4.5,1.75,,,,,
4,Hanwha Eagles,SK Wyverns,1.5,-,2.59,-,-,-,1.9,11.5,1.9,1.83,-1.5+,1.98,1.92,6.5,1.84,1.81,4.5,1.95,,,,,
5,Michael Vrbensky,Steven Diez(16),1.14,-,5.76,,,,1.9,22.5,1.9,1.52,-3.5+,2.53,2,13.5,1.72,1.85,9.5,1.85,-,-,-,,
6,Ernests Gulbis(14),Andrew Paulson,1.21,-,4.38,,,,2.15,25.5,1.7,1.66,-3+,2.22,2.36,14.5,1.52,2.09,11.5,1.66,-,-,-,,
7,Vega Hernandez/Hach Verdugo,Kolar/Rosol,2.42,-,1.56,,,,1.91,20,1.89,1.87,+2-,1.93,1.79,9.5,1.92,1.72,11.5,2,-,-,-,,
8,Roberto Marcora,Bernabe Zapata Miralles,2.15,-,1.7,,,,1.91,22,1.89,1.89,+2-,1.91,2.19,12.5,1.6,1.91,12.5,1.8,-,-,-,,
9,Juan Pablo Ficovich,Marco Trungelliti,2.15,-,1.7,,,,1.85,21.5,1.96,1.96,+1.5-,1.85,2.19,12.5,1.6,2,12.5,1.72,-,-,-,,
10,Defenders,Red Stars,1.94,3.8,3.45,1.29,1.248,1.816,1.91,3,1.89,2.61,-1+,1.5,1.75,1.5,2.04,1.67,1,2.15,,,,,
11,Peter Torebko,Benito Sanchez Martinez,1.24,-,4.06,,,,1.83,25.5,1.97,1.8,-2.5+,2.01,1.87,13.5,1.83,1.8,11.5,1.9,-,-,-,,
12,Nicole Khirin,Adva Dabah,-,-,-,,,,2.03,28.5,1.78,1.78,-1.5+,2.03,-,-,-,-,-,-,-,-,-,,
