0,Gjilani,APOEL Nicosia,,,,,,,,,,,,,,
1,Keshla,Laci FC,,,,,,,,,,,,,,
2,extra time. Gjilani,APOEL Nicosia,,,,,,,,,,,,,,
3,Shakhter Soligirsk,Sfintul Ghoerghe,,,,,,,,,,,,,,
4,The New Saints,Zilina,,,,,,,,,,,,,,
5,Hapoel Beer Sheva,Dynamo Batumi,,,,,,,-3.5,6.00,+3.5,1.11,3.5,3.35,1.30,+8
6,B 36 Torshavn,Tallinna FCI Levadia,26.00,4.70,1.22,4.05,1.17,,+1.5,1.33,-1.5,3.20,1.5,1.62,2.20,+126
7,Kukesi,Slavia Sofia,1.25,5.00,16.00,,1.15,3.75,-1.5,3.70,+1.5,1.25,1.5,1.80,1.95,+98
8,Iskra Danilovgrad,Lokomotiv Plovdiv,9.00,1.62,3.00,1.35,2.25,1.05,0,3.45,0,1.30,0.5,2.10,1.70,+107
9,Petrocub,Backa Topola,,,,,,,+2.5,1.32,-2.5,3.25,2.5,1.85,1.90,+65
10,Valletta FC,Bala Town,9.00,3.30,1.53,2.40,1.30,1.05,+1.5,1.12,-1.5,5.70,1.5,1.55,2.35,+108
11,Zrinjski Mostar,Differdange 03,,,,,,,-2.5,2.40,+2.5,1.55,2.5,1.67,2.15,+75
12,Servette FC,Ruzomberok,1.10,,,,,7.10,-1.5,1.80,+1.5,2.00,2.5,2.45,1.55,+121
13,Steaua Bucuresti,Shirak,1.06,12.50,24.00,,1.01,8.00,-1.5,1.57,+1.5,2.35,2.5,1.65,2.15,+110
14,Aberdeen,NSI Runavik,,,,,,,-3.5,2.25,+3.5,1.60,3.5,1.70,2.10,+30
15,Maribor Branik,Coleraine,1.35,3.90,15.00,,1.23,3.05,-1.5,2.20,+1.5,1.63,1.5,1.62,2.25,+174
16,Motherwell,Glentoran,1.45,3.65,9.00,1.05,1.25,2.65,-1.5,2.75,+1.5,1.43,1.5,1.72,2.05,+155
17,Honved Budapest,Inter Turku,2.40,3.05,3.25,1.35,1.38,1.57,-1.5,5.90,+1.5,1.13,1.5,1.85,1.95,+210
18,Fk Partizan Beograd,Rigas Futbola Skola,1.48,4.00,7.20,1.08,1.22,2.55,-1.5,2.50,+1.5,1.50,1.5,1.52,2.45,+217
19,Lech Poznan,Valmiera,1.19,6.30,14.00,,1.10,4.40,-1.5,1.65,+1.5,2.20,2.5,1.70,2.07,+210
20,Dassendorf,Kieler SV Holstein-2,7.00,4.00,1.45,2.55,1.20,1.07,+1.5,1.22,-1.5,3.80,6.5,2.50,1.47,+79
21,Reusrath,Turu 1880 Dusseldorf,,,,,,,+4.5,1.16,-4.5,4.60,4.5,3.60,1.25,+2
22,Gudja Utd FC,Lija Athletic FC,,,,,,,-4.5,2.10,+4.5,1.65,4.5,1.50,2.40,+49
23,RKC Waalwijk,Sparta Rotterdam,4.60,1.85,3.15,1.30,1.85,1.16,0,2.25,0,1.57,2.5,1.65,2.10,+67
24,TSF Weeze-2,Udemer SF,,,1.02,14.00,,,+2.5,1.73,-2.5,2.00,3.5,2.40,1.50,+7
25,Stamford,Grantham Town,1.25,6.30,8.00,1.05,1.08,3.55,-1.5,1.68,+1.5,2.05,4.5,2.00,1.72,+133
26,Mallorca,Levante,10.00,10.00,1.14,4.90,1.02,1.02,+2.5,1.53,-2.5,2.35,4.5,2.20,1.60,+127
27,Suhachevka,Meteor Dnipro,,,,,,,-2.5,1.16,+2.5,4.50,5.5,1.60,2.20,+4
28,Tanta,Ismaily,8.50,5.30,1.30,3.35,1.14,1.05,+1.5,1.60,-1.5,2.25,2.5,1.70,2.10,+145
29,Al Mokawloon Al-Arab,Zamalek SC,2.15,2.90,3.90,1.23,1.40,1.65,-1.5,5.50,+1.5,1.13,2.5,1.72,2.05,+148
30,MCO Oujda,Raja Beni Mellal,1.45,3.40,10.50,1.01,1.27,2.55,-1.5,2.60,+1.5,1.43,1.5,1.75,1.95,+165
31,Audax SP,Sao Bento,22.00,4.20,1.25,3.55,1.19,,+1.5,1.23,-1.5,3.75,1.5,1.73,2.00,+70
32,Atletico Grau,Alianza Huanuco,3.45,2.20,3.10,1.35,1.63,1.30,-1.5,9.50,+1.5,1.05,3.5,2.85,1.40,+91
33,Defensor Sporting,Cerro,1.17,6.20,20.00,,1.10,4.70,-1.5,2.50,+1.5,1.50,1.5,1.50,2.50,+93
34,Belyye Rozy,Ryzhiye Lisy,1.50,4.15,5.50,1.11,1.19,2.40,-1.5,2.47,+1.5,1.48,7.5,2.15,1.62,+18
35,Akranes IA (w),Haukar (w),,,,,,,+3.5,1.43,-3.5,2.65,3.5,1.50,2.40,+60
36,Afturelding (w),Grotta (w),3.80,4.15,1.73,2.00,1.19,1.22,+1.5,1.30,-1.5,3.25,3.5,1.90,1.80,+168
37,Satra U19 (w),Segeltorps U19 (w),,,,,,,-3.5,2.13,+3.5,1.64,3.5,1.50,2.45,+9
38,Urazbakhtin (DAG) Milan,Kostin (NFC) Chelsea,1.50,3.55,7.90,1.05,1.25,2.40,-1.5,3.25,+1.5,1.30,4.5,2.18,1.61,+66
39,Arsenal L (BlackStar98),Man. City (Flewless_ph.),,,,,,,,,,,,,,
40,Man.United (sane4ek8),Tottenham (FEARGGWP),,,,,,,,,,,,,,
41,Liverpool (Chellovekk),Man. City (Flewless_ph.),3.10,2.80,2.45,1.48,1.38,1.32,+1.5,1.14,-1.5,5.00,2.5,2.40,1.50,+89
42,PSG (Nrek),Man. City (HovHar),1.30,6.40,6.30,1.08,1.08,3.20,-1.5,1.72,+1.5,2.00,5.5,1.95,1.75,
43,Napoli (Tigo),Real M (Totti),1.47,5.20,4.80,1.15,1.13,2.50,-1.5,2.15,+1.5,1.63,4.5,1.77,1.93,+7
