0,St Truiden,Oostende,4.90,1.48,5.40,1.13,2.55,1.16,0,1.80,0,1.95,0.5,2.40,1.55,+10
1,ESTAC Troyes,Le Havre,1.02,,,,,17.00,-1.5,2.50,+1.5,1.55,1.5,2.25,1.65,+8
2,Red Star FC 93,Bastia,,,,,,,+2.5,1.30,-2.5,3.25,8.5,2.12,1.64,+8
3,Carshalton Athletic,Cray Valley,2.35,1.95,7.00,1.07,1.75,1.53,-1.5,6.90,+1.5,1.07,2.5,1.55,2.25,+67
4,Slimbridge,Weston Super Mare,11.00,1.42,3.45,1.25,2.65,1.01,0,3.60,0,1.25,2.5,2.55,1.45,+4
5,Isbjorninn,Hamar,6.80,5.10,1.35,2.95,1.13,1.07,+1.5,1.78,-1.5,1.92,3.5,1.57,2.25,+173
6,Bjorninn,KFR,19.00,10.50,1.07,6.80,1.01,,+2.5,2.08,-2.5,1.67,5.5,1.85,1.85,+40
7,Grotta/Kria U19,Njardvik U19,1.43,5.70,4.80,1.15,1.10,2.60,-1.5,1.98,+1.5,1.72,7.5,2.00,1.72,+45
8,Bednarska,Huragan Wolomin 2,,,,,,,+3.5,1.77,-3.5,1.93,10.5,1.78,1.92,+7
9,Atletico Atenas,Rocha FC,2.10,3.20,3.40,1.27,1.30,1.65,-1.5,4.20,+1.5,1.18,2.5,2.25,1.57,+198
10,Breidablik (w),Selfoss (w),1.12,6.70,25.00,,1.07,5.30,-1.5,1.68,+1.5,2.05,2.5,1.97,1.73,+103
11,Valur Reykjavik (w),Throttur Reykjavik (w),,,,,,,-3.5,2.25,+3.5,1.57,4.5,2.25,1.58,+42
12,Man.United (Flewless_ph.),Man. City (BlackStar98),3.80,1.77,3.95,1.20,1.93,1.22,0,1.83,0,1.87,0.5,1.70,2.02,+50
13,Arsenal L (FEARGGWP),Liverpool (sane4ek8),3.05,2.00,3.90,1.20,1.72,1.33,-1.5,9.00,+1.5,1.05,2.5,1.45,2.55,+48
14,Saint-Etienne (Lacoste),STADE RENNAIS (IAMDEVILWALK),,,,,,,0,2.35,0,1.52,0.5,1.48,2.45,
15,Montpellier (Tranquil),Bourdeux (Aphex),3.50,1.78,4.30,1.18,1.92,1.25,0,1.68,0,2.05,2.5,1.75,1.95,
16,PSG (Kiser),Lille (Fleshka77),,,,,,,-2.5,2.60,+2.5,1.45,4.5,1.85,1.85,
17,Marseille (Skripp),Lyon (Alback),1.10,,,,,5.80,-1.5,3.10,+1.5,1.32,1.5,1.80,1.90,+8
18,Skala Saint Petersburg,EuroKhim SPB,3.45,2.65,2.45,1.48,1.42,1.25,+1.5,1.19,-1.5,4.15,3.5,1.55,2.30,+67
19,T-Systems Saint Petersburg,Kronverk-2 Saint Petersburg,,,1.06,7.40,,,+3.5,1.75,-3.5,1.95,7.5,2.02,1.70,+87
20,Chetyre Ledokola,Moscow Eshelon,2.75,4.30,2.05,1.68,1.18,1.40,+1.5,1.25,-1.5,3.50,5.5,1.75,1.95,+47
21,Okc Thunder,Houston Rockets,2.45,,1.55,,,,+3.5,1.95,-3.5,1.85,231.5,1.93,1.87,+24
22,PORTLAND TRAIL BLAZERS (ZO0M),Golden State Warriors (bepado),5.30,,1.12,,,,+4.5,1.78,-4.5,1.92,,,,
23,Dallas Mavericks (jema11),Los Angeles Clippers (LastSamurai),,,,,,,-15.5,2.00,+15.5,1.72,129.5,1.80,1.90,
24,Golden State Warriors (Readdle),Minnesota Timberwolves (Hayley),,,,,,,-30.5,1.90,+30.5,1.80,185.5,1.83,1.87,+2
25,Indiana Pacers (Wind),Utah Jazz (Sally),,,,,,,+16.5,1.87,-16.5,1.83,172.5,1.85,1.85,+2
26,Denver Nugget (Ellka),Portland Trail Blazers (Reta),,,,,,,-3.5,1.90,+3.5,1.80,196.5,1.83,1.87,+6
27,San Antonio Spurs (Flame),Miami Heat (Della),1.94,,1.76,,,,+1.5,1.80,-1.5,1.90,192.5,1.85,1.85,+6
28,Green Bay Pak.(JohnnySize),Minnesota Vikings (JTD),,,,,,,-27.5,1.40,+27.5,2.72,48.5,1.85,1.85,
29,TB Rays,Tor Blue Jays,1.45,,2.60,,,,-1.5,2.15,+1.5,1.62,6.5,1.73,2.00,+19
30,ESPADA,Team Spirit,6.80,,1.07,,,,,,,,,,,+3
