0,Legia Warsaw,AC Omonia,34,5,1.18,4.57,1.2,-,2.04,1.5,1.81,2.056,+1-,1.8,-,-,-,3.91,1.5,1.26,,,,,
1,CFR Cluj,Dinamo Zagreb,2.78,1.76,8.7,1.09,2.135,1.48,2.04,0.5,1.81,1.31,0,3.58,-,-,-,-,-,-,,,,,
2,Celtic,Ferencvarosi,1.945,2.175,14.5,1.04,1.74,1.915,2.432,3,1.584,3.38,-1+,1.34,1.64,1.5,2.26,6.06,1.5,1.13,,,,,
3,Milwaukee Bucks,Orlando Magic,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
4,Milwaukee Bucks,Orlando Magic,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
5,Philadelphia Flyers,New York Islanders,1.08,11.1,29,-,1.03,7.6,1.79,6,1.915,1.91,-3+,1.792,2.01,4.5,1.8,,,,-,-,,-,
6,America Natal,Esporte Clube Juventude,13.3,3.84,1.4,2.98,1.264,1.025,1.775,2,2.09,1.82,+1-,2.03,1.88,0.5,1.92,1.99,1.5,1.82,,,,,
7,CRB Maceio,Cruzeiro Esporte Clube,14.4,4.45,1.32,3.405,1.21,1.02,1.675,2,2.248,2.125,+1-,1.75,1.99,0.5,1.82,1.81,1.5,2,,,,,
8,Novak Djokovic(1),Jan-Lennard Struff,1.035,-,12.5,,,,1.75,18.5,2.12,2.07,-5.5+,1.79,2.6,12.5,1.47,1.67,6.5,2.15,-,-,,,-
9,Murray/Skupski,Krawietz/Mies(6),2.115,-,1.755,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-
10,Ons Jabeur,Victoria Azarenka,1.325,-,3.46,,,,1.864,22.5,1.975,1.92,-3.5+,1.92,1.75,12.5,2.03,1.88,10.5,1.88,-,-,,,-
11,New York Yankees,Atlanta Braves,1.56,-,2.496,-,-,-,2,6.5,1.85,2.088,-1.5+,1.775,1.88,3.5,1.88,1.95,2.5,1.81,,,,,
12,Pittsburgh Pirates,Chicago White Sox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
13,Al Ahly Cairo,El Gouna,1.42,3.27,16.5,-,1.315,2.744,2.152,1.5,1.7,1.95,-1+,1.85,1.59,1,2.29,4.69,0.5,1.18,,,,,
14,Club Africain,Esperance de Tunis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
15,Anna Depenau,Andreea Ghitescu,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-
16,Zielona Gora,WTK Anwil Wloclawek,-,-,-,,,,-,-,-,2.05,-13.5+,1.72,-,-,-,-,-,-,-,-,-,,
17,Turkey U19 (Women),France U19 (Women),2.24,-,1.65,,,,1.9,209.5,1.9,1.9,+0.5-,1.9,1.88,105.5,1.88,1.83,101.5,1.93,-,-,,,-
18,Bosnia and Herzegovina U19 (Women),Slovakia U19 (Women),8.06,-,1.08,,,,1.82,188.5,1.99,1.8,+11.5-,2.01,1.8,88.5,1.96,4.22,100.5,1.21,-,-,,,-
19,Club Deportivo El Nacional,Olmedo,2.92,2.67,2.92,1.4,1.464,1.4,1.87,3.5,1.97,1.944,0,1.896,2.26,2,1.61,2.23,2,1.63,,,,,
20,St John Bosco,Dunboyne AFC,-,-,-,-,-,-,1.77,3.5,2.05,2.21,-3.5+,1.67,1.87,3.5,1.89,6.48,0.5,1.1,,,,,
21,Greystones,University College Dublin,1.1,9.76,17.2,-,1.04,6.26,2.152,3.5,1.7,2.09,-2+,1.74,1.79,2.5,1.98,1.69,0.5,2.11,,,,,
22,Templeogue United,Drumcondra,7.88,3.94,1.45,2.64,1.23,1.064,1.656,2,2.23,1.72,+1-,2.12,1.79,0.5,1.98,2.05,1.5,1.73,,,,,
23,Byasen U19,Ranheim U19,-,-,-,-,-,-,2.16,5.5,1.7,3.15,+3-,1.36,5.29,1.5,1.14,2.93,4.5,1.38,,,,,
