0,St Joseph's,B36 Torshavn,151,15,1.03,-,-,-,9.6,3.5,1.064,-,-,-,-,-,-,-,-,-,,,,,
1,NSI Runavik,Barry Town,1.53,3.86,7.6,1.11,1.29,2.605,2.25,2.5,1.67,1.79,-1+,2.07,1.71,1.5,2.13,1.89,0.5,1.91,,,,,
2,Santa Coloma,Iskra Danilovgrad,4.36,3.42,1.92,1.94,1.35,1.245,1.675,2,2.25,1.48,+1-,2.735,1.61,0.5,2.31,2.15,1.5,1.7,,,,,
3,Indiana Pacers,Miami Heat,3.53,11,1.33,,,,1.92,221.5,1.88,1.92,+7.5-,1.88,1.9,106.5,1.86,1.88,114.5,1.88,4.51,1.83,2.98,,
4,Indiana Pacers,Miami Heat,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
5,Ak Bars Kazan,Metallurg Magnitogorsk,1.01,15.4,54,-,-,11.6,1.75,5,1.96,2.22,-3.5+,1.66,2.37,4.5,1.56,,,,-,-,,-,
6,Stellenbosch,Cape Town City,1.38,4.08,10.2,1.032,1.22,2.92,1.584,1.5,2.37,2.34,-1+,1.6,2.78,1.5,1.42,2.2,0.5,1.64,,,,,
7,Marcos Giron(Q),Laslo Djere(Q),1.155,-,5.6,,,,1.79,19.5,2.07,1.92,-5.5+,1.92,2.12,12.5,1.69,1.88,7.5,1.88,-,-,,,-
8,Mikael Ymer(Q),Lloyd Harris(Q),1.49,-,2.704,,,,1.975,23.5,1.864,2.11,-3+,1.76,-,-,-,1.94,12.5,1.83,-,-,,,-
9,Norbert Gombos(Q),Stefano Travaglia(Q),1.24,-,4.2,,,,1.88,33,1.96,2.22,-1+,1.69,6.82,17.5,1.09,2.79,16.5,1.42,-,-,,,-
10,Steve Johnson(Q),Pedro Martinez Portero(Q),2.33,-,1.63,,,,1.856,27,1.984,1.864,+2.5-,1.975,1.88,13.5,1.88,1.94,13.5,1.83,-,-,,,-
11,Soon-Woo Kwon(Q),Andreas Seppi(Q),1.8,-,2.06,,,,2.07,29.5,1.79,1.87,-2+,1.97,1.42,15.5,2.79,1.55,14.5,2.4,-,-,,,-
12,Riteriai,VMFD Zalgiris Vilnius,15.8,7.88,1.14,5.27,1.064,-,1.965,3.5,1.84,1.87,+2-,1.94,1.69,0.5,2.11,1.69,2.5,2.11,,,,,
13,Anna-Lena Friedsam(Q),Kristie Ahn(Q),1.66,-,2.27,,,,1.864,20.5,1.975,1.92,-2.5+,1.92,2.22,12.5,1.63,1.69,11.5,2.12,-,-,,,-
14,Anna Blinkova(Q),Leylah Annie Fernandez(Q),2.704,-,1.49,,,,1.87,20.5,1.97,1.92,+3.5-,1.92,1.88,11.5,1.88,2.03,12.5,1.75,-,-,,,-
15,Caroline Dolehide(Q),Jasmine Paolini(Q),1.21,-,4.64,,,,2.05,21.5,1.8,1.88,-5+,1.96,2.03,12.5,1.75,1.75,7.5,2.03,-,-,,,-
16,Kirsten Flipkens(Q),Katarina Zavatska(Q),1.536,-,2.555,,,,1.92,20.5,1.92,1.92,-3.5+,1.92,2.22,12.5,1.63,1.83,11.5,1.94,-,-,,,-
17,Katie Volynets(Q),Monica Puig(Q),3.3,-,1.35,,,,1.92,20.5,1.92,1.864,+4.5-,1.975,1.88,9.5,1.88,2.12,12.5,1.69,-,-,,,-
18,Tampa Bay Rays,New York Yankees,3.05,-,1.4,-,-,-,2,9.5,1.85,2,+1.5-,1.85,1.88,3.5,1.88,1.92,5.5,1.84,,,,,
19,Philadelphia Phillies,Toronto Blue Jays,1.688,-,2.225,-,-,-,2.048,9.5,1.808,2.36,-1.5+,1.62,1.69,4.5,2.12,2.12,4.5,1.69,,,,,
20,Baník Sokolov,Slavia Praha,4.75,1.62,4.15,1.21,2.225,1.17,1.85,4.5,1.95,2.03,0,1.78,2.93,2.5,1.38,,,,-,-,,-,
21,Benatky nad Jizerou,Kolín,1.51,3.97,6.44,1.1,1.23,2.465,2.01,7,1.71,1.78,-1+,1.925,2.1,4,1.66,,,,-,-,,-,
22,Horacka Slavia Trebic,RT TORAX Poruba,-,-,-,-,-,-,1.77,5.5,2.05,1.85,-4+,1.85,1.56,4.5,2.37,,,,-,-,,-,
23,Slezan Opava,Koprivnice,-,10,17,-,-,17,1.712,3.5,2.13,1.7,-2.5+,2.16,1.54,3,2.33,,,,-,-,,-,
24,Jablonec,Rodos Dvur Kralove,1.51,4.44,5.45,1.136,1.19,2.46,1.9,10,1.8,1.78,-1+,1.925,1.98,5.5,1.79,,,,-,-,,-,
25,Koovee,Peliitat Heinola,2.72,2.16,4.18,1.21,1.656,1.43,2.12,7.5,1.72,1.59,0,2.36,1.72,3.5,2.07,,,,-,-,,-,
26,Hokki,Oulun Karpat,-,-,-,-,-,-,2.14,11,1.63,1.7,+6.5-,2.16,4.13,2.5,1.18,,,,-,-,,-,
27,Brynas,Djurgardens,1.12,7.3,25,-,1.06,5.5,1.616,4,2.16,2.11,-2.5+,1.73,1.584,3,2.23,,,,-,-,,-,
28,Frýdek-Místek,VHK Vsetín,2.79,2.58,3.09,1.345,1.475,1.415,2.2,4,1.6,1.8,0,2.01,2.28,2,1.56,,,,-,-,,-,
29,Orli Znojmo,AZ Havirov,2.83,2.63,2.98,1.37,1.46,1.405,1.62,3.5,2.3,1.85,0,1.95,2.285,2,1.56,,,,-,-,,-,
30,Stadion Vrchlabí,Salith Sumperk,-,10,17,-,-,17,2.152,5.5,1.7,1.8,-3.5+,2.01,1.99,4.5,1.78,,,,-,-,,-,
31,Zvolen,05 Banska Bystrica,2.88,2.63,2.93,1.38,1.46,1.39,2.245,4,1.575,1.88,0,1.92,2.336,2,1.536,,,,-,-,,-,
32,Poprad,MHk 32 Liptovsky Mikulas,-,-,-,-,-,-,1.985,10.5,1.82,1.92,-7.5+,1.88,1.98,9,1.74,,,,-,-,,-,
33,Tabor,Havlickuv Brod,-,-,-,-,-,-,1.85,6.5,1.95,2.05,-4.5+,1.77,1.99,5.5,1.78,,,,-,-,,-,
34,Litomerice,Sportovni Klub Kadan,-,-,-,-,-,-,1.688,9,2.048,2.05,-5.5+,1.68,1.625,7,2.155,,,,-,-,,-,
35,Jokerit,Mikkelin Jukurit,1.375,6.5,6.15,1.144,1.135,3.192,1.82,3.5,2.03,1.85,-1.5+,1.995,1.79,2.5,2.03,,,,-,-,,-,
36,Stjernen,Frisk Asker,5.77,4.66,1.47,2.584,1.175,1.12,2.01,4.5,1.8,1.8,+1.5-,2.01,2.14,1.5,1.68,,,,-,-,,-,
37,Orebro,HV71,2.42,4.13,2.42,1.53,1.216,1.53,2,4,1.72,1.9,0,1.9,2.08,2,1.67,,,,-,-,,-,
38,Decin,Mostecti lvi,4.25,6.98,1.45,2.65,1.085,1.205,1.87,10.5,1.93,1.77,+2-,1.94,1.95,4.5,1.81,,,,-,-,,-,
39,Al Hala,Busaiteen Club,4.02,2.26,2.64,1.456,1.6,1.225,1.736,3,2.1,2.37,0,1.59,2.22,1.5,1.63,1.74,1.5,2.04,,,,,
40,Al-Shabab Club Manama,Riffa,32,21,1.01,-,-,-,2.01,5.5,1.8,2.32,+2.5-,1.61,2.87,1.5,1.4,1.64,4,2.21,,,,,
