,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
349,0,Irtysh Omsk,Chertanovo,25.0,6.6,1.16,5.2,1.11,,1.5,2.0,-1.5,1.8,2.5,2.0,1.8,163.0
350,1,Orenburg,Alania Vladikavkaz,1.65,3.75,5.1,1.15,1.25,2.17,-1.5,3.0,1.5,1.37,2.5,2.1,1.7,194.0
351,2,Olymp Dolgoprudny,Zenit Irkutsk,1.92,2.7,5.3,1.12,1.4,1.78,-1.5,5.0,1.5,1.14,1.5,2.55,1.45,124.0
352,3,FC Tver,Chita,1.5,3.9,6.4,1.08,1.2,2.4,-1.5,2.45,1.5,1.48,2.5,2.05,1.68,184.0
353,4,Borussia Monchengladbach,Sc Verl,1.13,7.3,18.0,,1.06,5.1,-2.5,2.1,2.5,1.65,3.5,1.85,1.85,37.0
354,5,BKV Elore,MTE 1904,3.7,3.6,1.87,1.83,1.25,1.23,1.5,1.3,-1.5,3.25,2.5,1.75,1.95,204.0
355,6,Gagra,Samgurali Tskaltubo,2.9,2.35,3.15,1.3,1.53,1.35,0.0,1.8,0.0,1.9,1.5,2.2,1.6,7.0
356,7,Merani Martvili,VIT Tbilisi,1.8,2.65,6.6,1.08,1.42,1.9,-1.5,4.15,1.5,1.19,1.5,2.17,1.62,31.0
357,8,Letniy Dozhdik,SSh-75 Savelovskaya,5.9,3.8,1.55,2.3,1.22,1.1,1.5,1.5,-1.5,2.4,3.5,2.2,1.6,206.0
358,9,Shakhter Korkino,Torpedo Miass,6.1,4.4,1.45,2.55,1.17,1.09,1.5,1.67,-1.5,2.07,2.5,1.85,1.85,185.0
359,10,Brodarac U19,Trajal U19,,,,,,,-4.5,2.05,4.5,1.68,4.5,1.65,2.1,2.0
360,11,Avangard Kramatorsk U19,Slovyansk,1.3,6.9,6.1,1.09,1.07,3.2,-1.5,1.63,1.5,2.13,4.5,1.65,2.1,6.0
361,12,Sandviken,Team TG FF,1.3,5.3,8.5,1.04,1.12,3.2,-1.5,1.82,1.5,1.88,3.5,1.9,1.8,196.0
362,13,Ajax Cape Town,Richards Bay,2.12,2.18,6.7,1.07,1.6,1.65,-1.5,5.8,1.5,1.1,0.5,1.42,2.65,121.0
363,14,Taguatinga,Bosque Formosa Esporte Cl.,4.15,2.55,2.25,1.57,1.45,1.19,1.5,1.11,-1.5,5.6,1.5,2.05,1.68,162.0
364,15,Capital FC,Real FC,3.8,3.25,1.95,1.75,1.3,1.22,1.5,1.2,-1.5,4.1,2.5,2.25,1.55,194.0
365,16,Istiklol Dushanbe,Fayzkand,,,,,,,-2.5,2.03,2.5,1.7,2.5,1.5,2.4,35.0
366,17,Baobab Queens (w),Ruvuma Queens (w),3.45,2.9,2.25,1.57,1.35,1.25,0.0,2.3,0.0,1.55,1.5,1.77,1.93,7.0
367,18,Rodina Moscow-2,Heracleion,3.25,2.85,2.35,1.53,1.37,1.3,0.0,2.17,0.0,1.62,2.5,1.63,2.15,7.0
368,19,Lokomotiv-M-LFK,Smena Moscow,2.25,4.5,2.4,1.5,1.16,1.57,0.0,1.8,0.0,1.9,3.5,1.67,2.08,7.0
369,20,Zheltie Tulpany,Sinie Ptitsy,2.35,4.3,2.35,1.52,1.18,1.52,0.0,1.85,0.0,1.85,5.5,1.85,1.85,28.0
370,21,Armada,Rayse of Rise,1.38,5.8,5.5,1.11,1.1,2.8,-1.5,1.75,1.5,1.95,6.5,1.85,1.85,34.0
371,22,Estonia (w),Latvia (w),2.17,3.1,3.35,1.28,1.32,1.62,-1.5,5.2,1.5,1.13,1.5,1.58,2.25,184.0
372,23,Benev (WCU) Borussia D,Klenov (KAB) Inter,3.3,2.0,3.65,1.25,1.72,1.3,-1.5,8.0,1.5,1.05,3.5,2.55,1.45,50.0
373,24,Bayern (FEARGGWP),Tottenham (BlackStar98),,,,,,,,,,,,,,
374,25,Napoli (Flewless_phoenix),Real M (Inquisitor),86.0,6.3,1.1,5.8,1.08,,1.5,1.08,-1.5,6.6,1.5,3.3,1.3,6.0
375,26,Olympique Lyonnais (Critic),Monaco (Jenko),,,,,,,,,,,,,,
376,27,Capitan Stupino,Loko Yaroslavl,6.6,6.3,1.32,3.25,1.1,1.09,1.5,2.2,-1.5,1.63,5.5,2.15,1.67,116.0
377,28,Stalker,Krasnyye Krylya,2.45,4.6,2.25,1.6,1.18,1.52,1.5,1.3,-1.5,3.35,5.5,1.73,2.05,71.0
378,29,Karlovy Vary U20,Koln U20,1.5,5.2,4.6,1.16,1.13,2.4,-1.5,1.9,1.5,1.8,5.5,1.95,1.75,119.0
379,30,Montreal C.(fine_oxtail3),Florida Panthers(aa0912200,1.8,6.0,2.8,1.38,1.09,1.9,-1.5,2.5,1.5,1.47,5.5,2.03,1.7,118.0
380,31,Maccabi Fox (BLM_Mamba),Panathinaikos (Ash),1.69,,2.04,,,,-1.5,1.94,1.5,1.76,127.5,1.9,1.8,
381,32,Cleveland Cavaliers (Shiva),Miami Heat (88fireburn),3.55,,1.25,,,,3.5,1.92,-3.5,1.78,122.5,1.87,1.83,6.0
382,33,Chicago Bulls (SLAMDUNKVV),Indiana Pacers (ZOD),,,,,,,-6.5,1.83,6.5,1.87,,,,
383,34,Los Angeles Clippers (Jasmine),Dallas Mavericks (Allka),,,,,,,-17.5,1.85,17.5,1.85,189.5,1.85,1.85,6.0
384,35,Philadelphia 76ers (Stella),Los Angeles Lakers (Lily),5.3,,1.12,,,,10.5,1.83,-10.5,1.87,172.5,1.87,1.83,6.0
385,36,Phoenix Suns (broccolicabbage0),Washington Wizards (uskov9713),,,,,,,,,,,,,,
386,37,Astrahanochka (w),Stavropolje (w),,,,,,,-6.5,1.87,6.5,1.83,64.5,1.77,1.93,6.0
387,38,Lada Togliatti (w),Universitet Izhevsk (w),,,,,,,-10.5,1.85,10.5,1.85,44.5,1.85,1.85,10.0
388,39,Moyra-Budaors Handball (w),Kispest NKK-Vajk (w),1.08,,,,,6.5,-7.5,1.87,7.5,1.83,57.5,1.8,1.9,10.0
389,40,Orange (w),Gorchitsa (w),2.0,,1.72,,,,0.5,1.97,-0.5,1.73,81.5,1.8,1.9,28.0
390,41,Bogatyri,Krasny Yar,,,,,,,43.5,1.85,-43.5,1.85,57.5,1.9,1.8,14.0
391,42,Australia (Kisha),Japan (JTD),,,,,,,8.5,2.5,-8.5,1.47,64.5,2.36,1.52,4.0
392,43,Fubon Guardians,Rakuten Monkeys,1.55,,2.3,,,,,,,,,,,
393,44,4M 1-st game. Carlsen M,Ding Liren,2.4,2.0,6.1,1.09,1.7,1.5,0.0,1.32,0.0,3.1,,,,
394,45,Izako Boars,Apeks,2.12,,1.64,,,,,,,,,,,
395,46,Rooster,AVANT,4.5,,1.16,,,,,,,,,,,
396,47,Complexity Gaming,OG,1.32,,3.1,,,,,,,,63.5,1.84,1.86,18.0
397,48,EXTREMUM,Voldemort,,,,,,,,,,,,,,
